time;position;velocity;acceleration
0.0;0.13394006274258644;-0.080140752233609;-8.504514186808587
0.01;0.13062173077924885;-0.1501877593079265;-8.503177740056243
0.02;0.13440730606941748;-0.25280318675094654;-9.011926018017256
0.03;0.13463910496562057;-0.304089306669584;-8.086180746982764
0.04;0.12170758221655603;-0.3344233367459815;-8.888186319116066
0.05;0.11756139900502169;-0.5148603737552817;-8.174189496895371
0.06;0.12248126551476657;-0.5050263538301705;-8.489805657336614
0.07;0.11427486834781794;-0.6690500544860789;-6.296234823649104
0.08;0.09994222946991091;-0.7428241495220401;-6.722115641238604
0.09;0.0968537987505324;-0.7250401176372415;-5.0029812066363215
0.1;0.08767475070421918;-0.7799649483755127;-5.118514884446695
0.11;0.07951356528134271;-0.8377049666228774;-4.687506802798717
0.12;0.07090196941687057;-0.9940054380322321;-4.559063423921188
0.13;0.051975162022349024;-0.9928313078161811;-4.111419924699817
0.14;0.044766068388762494;-0.9627865847264109;-2.6222339757635145
0.15;0.0053261057975319825;-0.04621601570924792;0.20229507031038713
0.16;0.007129867937059119;-0.04621601570924792;0.20229507031038713
0.17;0.005095080030936771;-0.04621601570924792;0.20229507031038713
0.18;0.007146636690128593;-0.04621601570924792;0.20229507031038713
0.19;0.005208974679301126;-0.04621601570924792;0.20229507031038713
0.2;0.007206635944802697;-0.04621601570924792;0.20229507031038713
0.21;0.005064840858574119;-0.04621601570924792;0.20229507031038713
0.22;0.00671000006774141;-0.04621601570924792;0.20229507031038713
0.23;0.004070288937557932;-0.04621601570924792;0.20229507031038713
0.24;0.005076116580957038;-0.04621601570924792;0.20229507031038713
0.25;0.005660654925655179;-0.04621601570924792;0.20229507031038713
0.26;0.005760285018145676;-0.04621601570924792;0.20229507031038713
0.27;0.00531504468887032;-0.04621601570924792;0.20229507031038713
0.28;0.0042690486442357525;-0.04621601570924792;0.20229507031038713
0.29;0.006570859434445013;-0.04621601570924792;0.20229507031038713
0.3;0.004173841601402571;-0.04621601570924792;0.20229507031038713
0.31;0.005036476927090215;-0.04621601570924792;0.20229507031038713
0.32;0.005122639084443874;-0.04621601570924792;0.20229507031038713
0.33;0.004401834212108387;-0.04621601570924792;0.20229507031038713
0.34;0.002849404048269423;-0.04621601570924792;0.20229507031038713
0.35000000000000003;0.004446688225379976;-0.04621601570924792;0.20229507031038713
0.36;0.005181146483867534;-0.04621601570924792;0.20229507031038713
0.37;0.0050464414460239596;-0.04621601570924792;0.20229507031038713
0.38;0.004042552871096901;-0.04621601570924792;0.20229507031038713
0.39;0.0021759977916879433;-0.04621601570924792;0.20229507031038713
0.4;0.0034598567425922835;-0.04621601570924792;0.20229507031038713
0.41000000000000003;0.003913666012845089;-0.04621601570924792;0.20229507031038713
0.42;0.0035632576546601943;-0.04621601570924792;0.20229507031038713
0.43;0.002440547745126649;-0.04621601570924792;0.20229507031038713
0.44;0.0005832761270271672;-0.04621601570924792;0.20229507031038713
0.45;0.0020346989849248584;-0.04621601570924792;0.20229507031038713
0.46;0.0028432380814063588;-0.04621601570924792;0.20229507031038713
0.47000000000000003;0.0030620923941363162;-0.04621601570924792;0.20229507031038713
0.48;0.0027488130317510767;-0.04621601570924792;0.20229507031038713
0.49;0.0019648438088413073;-0.04621601570924792;0.20229507031038713
0.5;0.0007750370288247474;-0.04621601570924792;0.20229507031038713
0.51;0.0032471502732804164;-0.04621601570924792;0.20229507031038713
0.52;0.001451316700181761;-0.04621601570924792;0.20229507031038713
0.53;-0.0005404969052512521;-0.04621601570924792;0.20229507031038713
0.54;0.0013449737827530613;-0.04621601570924792;0.20229507031038713
0.55;-0.0008182787719729183;-0.04621601570924792;0.20229507031038713
0.56;0.001043924784880898;-0.04621601570924792;0.20229507031038713
0.5700000000000001;-0.000994595984956638;-0.04621601570924792;0.20229507031038713
0.58;0.0011390579316403332;-0.04621601570924792;0.20229507031038713
0.59;-0.0004836293697090127;-0.04621601570924792;0.20229507031038713
0.6;-0.001793144679440882;-0.04621601570924792;0.20229507031038713
0.61;0.0012776020349148515;-0.04621601570924792;0.20229507031038713
0.62;0.0007927713992884541;-0.04621601570924792;0.20229507031038713
0.63;0.0008131656418986152;-0.04621601570924792;0.20229507031038713
0.64;0.0013958043157908454;-0.04621601570924792;0.20229507031038713
0.65;0.09664402424717924;0.5858114451123367;-7.300506670207084
0.66;0.09737008786599663;0.5061313749530943;-6.542332544680427
0.67;0.1066189464636125;0.46907031618683326;-6.998092479021046
0.68;0.1072798313799154;0.3820308354043108;-7.502385932483884
0.6900000000000001;0.10611710742049668;0.2744729301313931;-8.283249365563714
0.7000000000000001;0.11502432364028922;0.18847847091582143;-7.685492333739006
0.71;0.12078366531208434;0.07127040642769716;-7.872049744957292
0.72;0.11678824539995825;0.0918450668404834;-8.26387344298454
0.73;0.12466986320855974;-0.019899382621547654;-8.928446941697372
0.74;0.10362067117250068;-0.08228836261685812;-8.522365178479541
0.75;0.116713381926593;-0.228413594946907;-7.795968916188329
0.76;0.11291913618382607;-0.3291733271542785;-7.3925813950234796
0.77;0.10687071083167873;-0.43178553961044575;-7.998398783127636
0.78;0.10470892677501623;-0.43891542599068717;-7.6778331936815
0.79;0.09019422963259505;-0.5847696083322025;-7.293175086746024
0.8;0.09492307813781803;-0.5125101422651204;-6.6784059376725
0.81;0.08969599521851737;-0.7383559529997379;-6.657575209192116
0.8200000000000001;0.09119132434188204;-0.722506984518119;-7.316655048983454
0.8300000000000001;0.0730981364296292;-0.7158602748311262;-4.729687957328426
0.84;0.06353900469653287;-0.8166656186353504;-3.845215058090555
0.85;0.05696725562944665;-0.8842265746699759;-4.429796271728277
0.86;0.05595124879122166;-0.9814845991860228;-4.0064932205388
0.87;0.040914092441084245;-1.0355464398337824;-2.8649686572844124
0.88;0.028518648291382044;-0.954429383521154;-2.192767499425065
