time;position;velocity;acceleration
0.0;0.0999739709154072;0.0024442963221798647;-5.168685020404347
0.01;0.09954140461155712;-0.05359054273132677;-5.148494986411029
0.02;0.09916925072725619;-0.09334663278146485;-5.232999177500285
0.03;0.09739202356598252;-0.1499468532165219;-5.168449470618751
0.04;0.09647691802263411;-0.20697102682389584;-4.970688543314564
0.05;0.09269183152811278;-0.2532267154052764;-4.926224695038187
0.06;0.09128590723146153;-0.30565472505923647;-4.71303498236542
0.07;0.08746498053275198;-0.34899883254632125;-4.493653087078375
0.08;0.08336086878021871;-0.389379805208079;-4.281670074761976
0.09;0.0796339364504516;-0.4401095964278664;-4.1666303508789895
0.1;0.0748934181994787;-0.47206443097695605;-3.838529848149912
0.11;0.07061671921476251;-0.5181079289085031;-3.5858681515262907
0.12;0.06462311700393533;-0.5494495611016352;-3.3089195384021735
0.13;0.059670271140947855;-0.5740662233436782;-3.047644401210724
0.14;0.053666692847429136;-0.6085810885617869;-2.67686456504327
0.15;0.04696552069599156;-0.6272538217007957;-2.504562707568868
0.16;0.04040562789783069;-0.6545838693362976;-2.0746086851295944
0.17;0.03348211718623803;-0.6665025222901448;-1.6400898165253512
0.18;0.027168375806099467;-0.6935229363907343;-1.226345169241164
0.19;0.020136410119252757;-0.695314761539858;-0.9430029467414529
0.2;0.013915477343288928;-0.6949903667686118;-0.6182346421392805
0.21;0.006304824728940459;-0.7074107782247808;-0.18630326823877968
0.22;-0.0005293564374674316;-0.7073004165776567;0.20761176717354995
0.23;-0.0078622604577751;-0.7061742905264123;0.5722593101894826
0.24;-0.01519778520506177;-0.7010805120187927;0.8388061237211282
0.25;-0.022508320609142138;-0.687664989808343;1.196756833475078
0.26;-0.028611781831776394;-0.6781743857815368;1.6781122493401375
0.27;-0.03531172337076869;-0.6530360265686326;1.9786491041619225
0.28;-0.04167972652856489;-0.6299719100289994;2.266697218963322
0.29;-0.048268152657359384;-0.6074484908692752;2.574192179301068
0.3;-0.05432012449945833;-0.5913236165369237;2.878517116079925
0.31;-0.059529769716818115;-0.5536167474628438;3.2437507152258624
0.32;-0.06488394384148446;-0.5109899052715843;3.5287397559338265
0.33;-0.070236314979003;-0.4825776210597457;3.756293425145659
0.34;-0.07570363672824075;-0.43798798432341907;4.024110127148767
0.35000000000000003;-0.07863415793781656;-0.4074882495829858;4.187128431526864
