time;position;velocity;acceleration
0.0;0.12067310493214334;-0.00073505792436145;-8.827187710820303
0.01;0.12009248325704337;-0.08906087837953461;-8.857846585669257
0.02;0.11796323483236841;-0.17476156171983825;-8.72280177802344
0.03;0.11646796104443038;-0.26090597849712877;-8.55778728091684
0.04;0.11249019125625986;-0.343356256540878;-8.3731285114108
0.05;0.10892844407617007;-0.423700958361566;-7.929349590070079
0.06;0.10468763995098658;-0.5012812415904794;-7.6259239254079745
0.07;0.09932277518206255;-0.5874921123482996;-7.135717489985741
0.08;0.0927565247544733;-0.6572491280458076;-6.799332490346062
0.09;0.08645405139775446;-0.7202274575413204;-6.258787216163426
0.1;0.07905820598260958;-0.7800516228416228;-5.730291369330021
0.11;0.07023961117648095;-0.8321732720062017;-5.078366680044016
0.12;0.061481151705977614;-0.8743209384263942;-4.334819584285623
0.13;0.05291945810754849;-0.9220632871293535;-3.8009526021607476
0.14;0.04279997022321684;-0.9620612940340549;-3.0120024436291475
0.15;0.033882023626124205;-0.984730558427745;-2.369544534067153
0.16;0.023001890497073713;-1.0096864556822454;-1.5189331412707603
0.17;0.013275220485564142;-1.013149624455747;-0.8315261339933109
0.18;0.003276256077868595;-1.0163502824505999;-0.24907410574878622
0.19;-0.0059331962345433665;-1.0211558419258884;0.5808822376924452
0.2;-0.017379766289123664;-1.0072536277254243;1.3841095123857718
0.21;-0.027050346978364014;-0.9887331693492133;2.070685439849709
0.22;-0.036559267044906085;-0.9770984146482723;2.8347114213737457
0.23;-0.046678037826638236;-0.9263667679798885;3.670432178852262
0.24;-0.05592552723996678;-0.901361605228174;4.196420801268893
0.25;-0.06492393943005251;-0.851838376471467;4.804209066556584
0.26;-0.07281745735914776;-0.7992805342422312;5.463148676629019
0.27;-0.08037479688238743;-0.7485765002776688;6.020802429808502
0.28;-0.08811552918909321;-0.684881664059497;6.478154389364372
0.29;-0.09338147316681449;-0.6058611514972406;7.034512690549528
0.3;-0.09973556540025409;-0.5441817655243976;7.492404243124764
0.31;-0.10481409889639552;-0.46479979343769834;7.942270092354752
0.32;-0.10905617230363475;-0.3820302625248365;8.146098603700507
0.33;-0.11203277977964357;-0.30859222425535393;8.41187034490362
0.34;-0.11509081115981627;-0.2199399020579567;8.451022243358842
0.35000000000000003;-0.11716679377611064;-0.13518865707014396;8.67887816936673
0.36;-0.11783575837250372;-0.03633345939227377;8.832255467455866
0.37;-0.11814999296909415;0.04143881367780132;8.69464928489173
0.38;-0.11620822050847332;0.12291202848683053;8.609515238956307
0.39;-0.11531244154853564;0.20589955027647575;8.55958715656692
0.4;-0.11201099472917404;0.2910906501103819;8.251666004391387
0.41000000000000003;-0.10923895195453776;0.3812500850617314;8.104891970630664
0.42;-0.10525417407401054;0.4571918042952664;7.6801305308031695
0.43;-0.10031222985731203;0.5323785385064554;7.275727174707779
0.44;-0.09480715340945868;0.6135638494906618;6.982328630677646
0.45;-0.08772344207605177;0.6686033237070502;6.519391405916632
0.46;-0.08121116842331189;0.7323162183289268;5.926805298856591
0.47000000000000003;-0.07242053889793534;0.7851400346709073;5.300420882329547
0.48;-0.06498366738801463;0.8414987191117019;4.639601996941634
0.49;-0.05492639092556188;0.8838311614443617;3.9653871758920642
0.5;-0.04726520659988716;0.9237143068412553;3.4178680972938738
0.51;-0.03867906011950678;0.951786221583857;2.7552010113107186
0.52;-0.027895932193680074;0.9754087698319818;2.036305842856597
0.53;-0.019163366030997917;0.9888027766573613;1.2403538793012983
0.54;-0.008411672626366086;1.0063013175313935;0.5841856308309674
0.55;0.0013335964274742962;0.9954115385005667;-0.26693767197706386
0.56;0.011272562859409429;0.9946891987754121;-0.8814320693759728
0.5700000000000001;0.022234990146636966;0.9859854081228049;-1.730863937575663
0.58;0.03132690187160912;0.9525355954195183;-2.433727779620456
0.59;0.040064831656316705;0.9317073262425382;-3.125861822030554
0.6;0.04946104043796981;0.9016583831134574;-3.7743544780835463
0.61;0.05901706608289987;0.8568927892623355;-4.406589221953774
0.62;0.06755046947854937;0.8129797411211589;-5.0723681502980105
0.63;0.07466222164987903;0.7601851670998221;-5.655044655742633
0.64;0.08247180017452177;0.7008712467655489;-6.092153096387141
0.65;0.08785121428982354;0.6303129548457604;-6.607903663411338
0.66;0.09624971092660217;0.5661097381473809;-6.976534939900618
0.67;0.09978098264745294;0.49446830437816136;-7.4588758519833425
0.68;0.10509243518660809;0.41910026100607267;-7.702915381183045
0.6900000000000001;0.10814542155778673;0.338118500734913;-8.049715336529832
0.7000000000000001;0.11128700320510401;0.25448508100274436;-8.258288153241608
0.71;0.11343063119544868;0.17525909468068288;-8.538969085422707
0.72;0.11606024801498828;0.08643529006333386;-8.529414218480394
0.73;0.11531332046802727;-0.0015723657104902656;-8.569236960716227
0.74;0.11448612055285898;-0.087961986508835;-8.439673901638574
0.75;0.11346338762148013;-0.16057577211239393;-8.494395779753452
0.76;0.11156297259165;-0.2424237898926166;-8.255968150981847
0.77;0.10990888479930566;-0.3282312603769436;-7.989527426018062
0.78;0.10452200210043396;-0.41521315070384884;-7.749352298678649
0.79;0.10086368001872459;-0.49057277753972284;-7.42987787126446
0.8;0.09444295906878841;-0.5561919708908101;-7.033842320143291
0.81;0.09015605893506429;-0.6190234632196553;-6.57534518174883
0.8200000000000001;0.08321259080272568;-0.6913723479809007;-6.097138183191135
0.8300000000000001;0.07469372230465228;-0.7489947006249446;-5.537024880034708
0.84;0.06904126330986254;-0.802434523091422;-4.878110535864285
0.85;0.05978100832826402;-0.8523077460985485;-4.350702155609471
