time;position;velocity;acceleration
0.0;0.14983042142668185;-0.0010160712950279924;-11.045946055710154
0.01;0.15011638757756815;-0.11567301095496355;-11.069422097545354
0.02;0.14917031190962524;-0.22024208990980146;-10.844811697638484
0.03;0.1455970979722632;-0.3219765139021127;-10.684597735529657
0.04;0.14114890132190194;-0.4430622305218515;-10.30504173832465
0.05;0.1366086546510568;-0.535479559503322;-9.880169883268977
0.06;0.12982054103221313;-0.6313269243346503;-9.392579886087827
0.07;0.1240956155057455;-0.7241271358408278;-8.83709784615639
0.08;0.11573855477424709;-0.8015132454750907;-8.101207290123826
0.09;0.10787030565410657;-0.8906796435112655;-7.5216448874247055
0.1;0.09833006891107829;-0.9525246611319922;-6.752761843922007
0.11;0.08879744771861448;-1.0138624499837063;-5.9225909077306955
0.12;0.07770357845741395;-1.0752399788450504;-5.0487098950007026
0.13;0.06627652498609593;-1.1228477167465396;-4.1696062846488
0.14;0.05602732823051689;-1.1657852950022216;-3.3381690866382163
0.15;0.04419302580193115;-1.1810611038076928;-2.4305632761028746
0.16;0.03213793931396119;-1.2040984822441474;-1.4793998032615987
0.17;0.020496855691056845;-1.221225481946728;-0.5247452507506574
0.18;0.0072091372100637355;-1.2200189258577656;0.25590236956888374
0.19;-0.004578987672517638;-1.2089740915963765;1.1066293803376777
0.2;-0.017286253031413415;-1.1973509813887282;2.1141691514894982
0.21;-0.02843809679898097;-1.1715119509510716;2.9096657798805428
0.22;-0.040580321279036546;-1.138302734643168;3.772952823272875
0.23;-0.05067668080349677;-1.091063034853964;4.50851341515748
0.24;-0.06222044538471833;-1.0523897914820914;5.2728221183357675
0.25;-0.07208611251479032;-0.9877899494030711;5.9883531970365365
0.26;-0.08202149062283796;-0.9284672652098366;6.545854053747311
0.27;-0.09030840084810891;-0.8546811117314284;7.139078351960549
0.28;-0.09959684353343473;-0.7790793381263043;7.590040157303515
0.29;-0.10660993773706334;-0.7073496722779492;8.140219965558472
0.3;-0.11311783727853973;-0.6124998303985356;8.556817426620357
0.31;-0.11905878114046156;-0.5265140512105143;8.908339725478342
0.32;-0.12297704001111648;-0.4473774429598956;9.353410095437232
0.33;-0.12842459608945597;-0.34994250151706374;9.482424440536482
0.34;-0.12960491453922973;-0.2508223615573236;9.72583542733275
0.35000000000000003;-0.13239712936790807;-0.14926757678666333;9.780057000485721
0.36;-0.13408431144231922;-0.05933075371407555;9.917549715051805
0.37;-0.13453663560143436;0.04511696069182039;9.90706430404436
0.38;-0.1329786237665956;0.14335493563018367;9.86987440857255
0.39;-0.13069337224726715;0.254202814765402;9.639021396858105
0.4;-0.129007415672925;0.33484427116885807;9.494994381308917
0.41000000000000003;-0.12443374790442951;0.42353598225716416;9.045880711833039
0.42;-0.11923318966202648;0.5090841883676378;8.664038794177106
0.43;-0.11385406566537352;0.5970411947262834;8.279516005901607
0.44;-0.10710541627266269;0.6814666935068535;7.599656347457532
0.45;-0.10135421850045147;0.748089476921687;7.125324096537995
0.46;-0.09251517578674048;0.8093990888203845;6.446530379766872
0.47000000000000003;-0.08437950702492483;0.8819983320331208;5.776197054571235
0.48;-0.0756092085332142;0.940384464685474;5.064320212784203
0.49;-0.06490417468630107;0.98588596546017;4.160561541681451
0.5;-0.055160560188442426;1.0241704732028225;3.46945355887519
0.51;-0.04567251306229162;1.0519787573193529;2.6494768727797338
0.52;-0.03428876337660685;1.0759757508260464;1.8032416778850937
0.53;-0.02348296563190561;1.095091132655398;0.9849586091540723
0.54;-0.011719252480457147;1.0955346314438619;0.16541688690280731
