"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1"
37,740;0,17;-0,01
37,750;0,17;-1,76E-4
37,760;0,17;0,06
37,770;0,17;0,12
37,780;0,18;0,13
37,790;0,18;0,13
37,800;0,18;0,13
37,810;0,18;0,13
37,820;0,18;0,14
37,830;0,18;0,14
37,840;0,18;0,15
37,850;0,18;0,15
37,860;0,19;0,15
37,870;0,19;0,15
37,880;0,19;0,15
37,890;0,19;0,15
37,900;0,19;0,15
37,910;0,19;0,15
37,920;0,20;0,10
37,930;0,20;0,07
37,940;0,20;0,07
37,950;0,20;0,12
37,960;0,20;0,15
37,970;0,20;0,15
37,980;0,20;0,15
37,990;0,20;0,14
38,000;0,20;0,14
38,010;0,21;0,13
38,020;0,21;0,12
38,030;0,21;0,12
38,040;0,21;0,12
38,050;0,21;0,13
38,060;0,21;0,12
38,070;0,21;0,11
38,080;0,21;0,11
38,090;0,22;0,10
38,100;0,22;0,09
38,110;0,22;0,09
38,120;0,22;0,08
38,130;0,22;0,08
38,140;0,22;0,07
38,150;0,22;0,07
38,160;0,22;0,06
38,170;0,22;0,05
38,180;0,22;0,04
38,190;0,22;0,03
38,200;0,22;0,03
38,210;0,22;0,02
38,220;0,22;0,01
38,230;0,22;0,00
38,240;0,22;0,00
38,250;0,22;-0,01
38,260;0,22;-0,02
38,270;0,22;-0,03
38,280;0,22;-0,03
38,290;0,22;-0,04
38,300;0,22;-0,05
38,310;0,22;-0,06
38,320;0,22;-0,07
38,330;0,22;-0,07
38,340;0,22;-0,08
38,350;0,22;-0,08
38,360;0,22;-0,09
38,370;0,22;-0,09
38,380;0,22;-0,10
38,390;0,21;-0,11
38,400;0,21;-0,11
38,410;0,21;-0,12
38,420;0,21;-0,12
38,430;0,21;-0,13
38,440;0,21;-0,13
38,450;0,21;-0,14
38,460;0,21;-0,14
38,470;0,20;-0,14
38,480;0,20;-0,15
38,490;0,20;-0,15
38,500;0,20;-0,15
38,510;0,20;-0,15
38,520;0,20;-0,15
38,530;0,20;-0,15
38,540;0,19;-0,15
38,550;0,19;-0,15
38,560;0,19;-0,15
38,570;0,19;-0,15
38,580;0,19;-0,16
38,590;0,19;-0,15
38,600;0,18;-0,15
38,610;0,18;-0,15
38,620;0,18;-0,15
38,630;0,18;-0,14
38,640;0,18;-0,13
38,650;0,18;-0,07
38,660;0,18;-0,03
38,670;0,18;-0,04
38,680;0,18;-0,09
38,690;0,18;-0,12
38,700;0,17;-0,11
38,710;0,17;-0,11
38,720;0,17;-0,10
38,730;0,17;-0,09
38,740;0,17;-0,09
38,750;0,17;-0,08
38,760;0,17;-0,08
38,770;0,17;-0,07
38,780;0,17;-0,07
38,790;0,17;-0,06
38,800;0,17;-0,05
38,810;0,17;-0,04
38,820;0,17;-0,03
38,830;0,16;-0,03
38,840;0,16;-0,02
38,850;0,16;-0,01
38,860;0,16;-4,12E-4
38,870;0,16;0,01
38,880;0,16;0,01
38,890;0,16;0,02
38,900;0,17;0,02
38,910;0,17;0,03
38,920;0,17;0,03
38,930;0,17;0,04
38,940;0,17;0,05
38,950;0,17;0,06
38,960;0,17;0,07
38,970;0,17;0,07
38,980;0,17;0,08
38,990;0,17;0,09
39,000;0,17;0,09
39,010;0,17;0,10
39,020;0,17;0,10
39,030;0,17;0,11
39,040;0,17;0,11
39,050;0,18;0,12
39,060;0,18;0,12
39,070;0,18;0,13
39,080;0,18;0,13
39,090;0,18;0,13
39,100;0,18;0,10
39,110;0,18;0,05
39,120;0,18;0,05
39,130;0,18;0,09
39,140;0,19;0,14
39,150;0,19;0,15
39,160;0,19;0,15
39,170;0,19;0,15
39,180;0,19;0,15
39,190;0,19;0,15
39,200;0,19;0,15
39,210;0,20;0,15
39,220;0,20;0,15
39,230;0,20;0,15
39,240;0,20;0,15
39,250;0,20;0,14
39,260;0,20;0,14
39,270;0,20;0,14
39,280;0,21;0,14
39,290;0,21;0,14
39,300;0,21;0,13
39,310;0,21;0,12
39,320;0,21;0,12
39,330;0,21;0,11
39,340;0,21;0,11
39,350;0,21;0,10
39,360;0,22;0,10
39,370;0,22;0,10
39,380;0,22;0,09
39,390;0,22;0,08
39,400;0,22;0,07
39,410;0,22;0,07
39,420;0,22;0,06
39,430;0,22;0,05
39,440;0,22;0,04
39,450;0,22;0,04
39,460;0,22;0,03
39,470;0,22;0,03
39,480;0,22;0,02
39,490;0,22;0,01
39,500;0,22;5,56E-4
39,510;0,22;-0,01
39,520;0,22;-0,01
39,530;0,22;-0,02
39,540;0,22;-0,03
39,550;0,22;-0,03
39,560;0,22;-0,04
39,570;0,22;-0,05
39,580;0,22;-0,06
39,590;0,22;-0,07
39,600;0,22;-0,07
39,610;0,22;-0,07
39,620;0,22;-0,08
39,630;0,22;-0,09
39,640;0,22;-0,10
39,650;0,21;-0,10
39,660;0,21;-0,10
39,670;0,21;-0,11
39,680;0,21;-0,11
39,690;0,21;-0,12
39,700;0,21;-0,13
39,710;0,21;-0,13
39,720;0,21;-0,13
39,730;0,21;-0,13
39,740;0,20;-0,13
39,750;0,20;-0,13
39,760;0,20;-0,14
39,770;0,20;-0,14
39,780;0,20;-0,15
39,790;0,20;-0,15
39,800;0,20;-0,11
39,810;0,19;-0,06
39,820;0,19;-0,06
39,830;0,19;-0,10
39,840;0,19;-0,14
39,850;0,19;-0,15
39,860;0,19;-0,14
39,870;0,19;-0,14
39,880;0,19;-0,14
39,890;0,18;-0,14
39,900;0,18;-0,13
39,910;0,18;-0,13
39,920;0,18;-0,13
39,930;0,18;-0,13
39,940;0,18;-0,12
39,950;0,18;-0,12
39,960;0,18;-0,11
39,970;0,17;-0,06
39,980;0,17;0,00
39,990;0,18;0,00
40,000;0,17;-0,04
40,010;0,17;-0,08
40,020;0,17;-0,08
40,030;0,17;-0,07
40,040;0,17;-0,07
40,050;0,17;-0,06
40,060;0,17;-0,05
40,070;0,17;-0,05
40,080;0,17;-0,04
40,090;0,17;-0,03
40,100;0,17;-0,03
40,110;0,17;-0,02
40,120;0,17;-0,01
40,130;0,17;-0,01
40,140;0,17;-2,81E-4
40,150;0,17;0,01
40,160;0,17;-0,03
40,170;0,17;-0,08
40,180;0,17;-0,07
40,190;0,17;-0,01
40,200;0,17;0,05
40,210;0,17;0,05
40,220;0,17;0,06
40,230;0,17;0,07
40,240;0,17;0,07
40,250;0,17;0,08
40,260;0,17;0,09
40,270;0,17;0,09
40,280;0,17;0,10
40,290;0,17;0,10
40,300;0,17;0,11
40,310;0,18;0,11
40,320;0,18;0,12
40,330;0,18;0,12
40,340;0,18;0,12
40,350;0,18;0,12
40,360;0,18;0,11
40,370;0,18;0,07
40,380;0,18;0,04
40,390;0,18;0,07
40,400;0,18;0,12
40,410;0,19;0,15
40,420;0,19;0,15
40,430;0,19;0,14
40,440;0,19;0,14
40,450;0,19;0,14
40,460;0,19;0,15
40,470;0,19;0,15
40,480;0,20;0,15
40,490;0,20;0,15
40,500;0,20;0,15
40,510;0,20;0,14
40,520;0,20;0,14
40,530;0,20;0,13
40,540;0,20;0,13
40,550;0,21;0,13
40,560;0,21;0,13
40,570;0,21;0,12
40,580;0,21;0,12
40,590;0,21;0,12
40,600;0,21;0,11
40,610;0,21;0,11
40,620;0,21;0,10
40,630;0,22;0,09
40,640;0,22;0,09
40,650;0,22;0,08
40,660;0,22;0,08
40,670;0,22;0,07
40,680;0,22;0,06
40,690;0,22;0,05
40,700;0,22;0,05
40,710;0,22;0,04
40,720;0,22;0,03
40,730;0,22;0,03
40,740;0,22;0,02
40,750;0,22;0,01
40,760;0,22;0,01
40,770;0,22;5,54E-4
40,780;0,22;-0,01
40,790;0,22;-0,01
40,800;0,22;-0,02
40,810;0,22;-0,03
40,820;0,22;-0,03
40,830;0,22;-0,04
40,840;0,22;-0,05
40,850;0,22;-0,06
40,860;0,22;-0,07
40,870;0,22;-0,07
40,880;0,22;-0,08
40,890;0,22;-0,08
40,900;0,22;-0,08
40,910;0,22;-0,08
40,920;0,21;-0,08
40,930;0,21;-0,09
40,940;0,21;-0,10
40,950;0,21;-0,11
40,960;0,21;-0,12
40,970;0,21;-0,12
40,980;0,21;-0,13
40,990;0,21;-0,13
41,000;0,21;-0,13
41,010;0,20;-0,14
41,020;0,20;-0,12
41,030;0,20;-0,08
41,040;0,20;-0,05
41,050;0,20;-0,07
41,060;0,20;-0,12
41,070;0,20;-0,14
41,080;0,20;-0,14
41,090;0,20;-0,14
41,100;0,19;-0,14
41,110;0,19;-0,14
41,120;0,19;-0,14
41,130;0,19;-0,14
41,140;0,19;-0,14
41,150;0,19;-0,14
41,160;0,19;-0,14
41,170;0,18;-0,14
41,180;0,18;-0,14
41,190;0,18;-0,13
41,200;0,18;-0,12
41,210;0,18;-0,11
41,220;0,18;-0,06
41,230;0,18;-0,01
41,240;0,18;0,00
41,250;0,18;-0,05
41,260;0,18;-0,09
41,270;0,18;-0,09
41,280;0,17;-0,08
41,290;0,17;-0,08
41,300;0,17;-0,07
41,310;0,17;-0,06
41,320;0,17;-0,06
41,330;0,17;-0,05
41,340;0,17;-0,05
41,350;0,17;-0,04
41,360;0,17;-0,03
41,370;0,17;-0,03
41,380;0,17;-0,02
41,390;0,17;-0,01
41,400;0,17;0,00
41,410;0,17;0,00
41,420;0,17;0,01
41,430;0,17;0,02
41,440;0,17;0,03
41,450;0,17;0,03
41,460;0,17;0,04
41,470;0,17;0,04
41,480;0,17;0,05
41,490;0,17;0,06
41,500;0,17;0,06
41,510;0,17;0,06
41,520;0,17;0,07
41,530;0,17;0,03
41,540;0,18;-0,01
41,550;0,17;-0,01
41,560;0,17;0,04
41,570;0,18;0,10
41,580;0,18;0,11
41,590;0,18;0,11
41,600;0,18;0,12
41,610;0,18;0,10
41,620;0,18;0,06
41,630;0,18;0,04
41,640;0,18;0,06
41,650;0,18;0,11
41,660;0,18;0,13
41,670;0,18;0,14
41,680;0,19;0,14
41,690;0,19;0,14
41,700;0,19;0,15
41,710;0,19;0,15
41,720;0,19;0,15
41,730;0,19;0,15
41,740;0,19;0,15
41,750;0,20;0,15
41,760;0,20;0,14
41,770;0,20;0,14
41,780;0,20;0,14
41,790;0,20;0,14
41,800;0,20;0,13
41,810;0,20;0,13
41,820;0,21;0,13
41,830;0,21;0,13
41,840;0,21;0,12
41,850;0,21;0,11
41,860;0,21;0,11
41,870;0,21;0,11
41,880;0,21;0,10
41,890;0,21;0,09
41,900;0,21;0,09
41,910;0,22;0,09
41,920;0,22;0,08
41,930;0,22;0,08
41,940;0,22;0,07
41,950;0,22;0,06
41,960;0,22;0,05
41,970;0,22;0,05
41,980;0,22;0,04
41,990;0,22;0,03
42,000;0,22;0,03
42,010;0,22;0,02
42,020;0,22;0,01
42,030;0,22;0,01
42,040;0,22;5,54E-4
42,050;0,22;-0,01
42,060;0,22;-0,01
42,070;0,22;-0,02
42,080;0,22;-0,03
42,090;0,22;-0,04
42,100;0,22;-0,04
42,110;0,22;-0,05
42,120;0,22;-0,06
42,130;0,22;-0,07
42,140;0,22;-0,07
42,150;0,22;-0,08
42,160;0,22;-0,08
42,170;0,22;-0,09
42,180;0,21;-0,09
42,190;0,21;-0,10
42,200;0,21;-0,11
42,210;0,21;-0,11
42,220;0,21;-0,11
42,230;0,21;-0,12
42,240;0,21;-0,12
42,250;0,21;-0,12
42,260;0,21;-0,13
42,270;0,20;-0,13
42,280;0,20;-0,13
42,290;0,20;-0,14
42,300;0,20;-0,14
42,310;0,20;-0,14
42,320;0,20;-0,13
42,330;0,20;-0,13
42,340;0,19;-0,14
42,350;0,19;-0,10
42,360;0,19;-0,05
42,370;0,19;-0,05
42,380;0,19;-0,09
42,390;0,19;-0,14
42,400;0,19;-0,13
42,410;0,19;-0,13
42,420;0,19;-0,13
42,430;0,19;-0,13
42,440;0,18;-0,13
42,450;0,18;-0,13
42,460;0,18;-0,12
42,470;0,18;-0,12
42,480;0,18;-0,12
42,490;0,18;-0,11
42,500;0,18;-0,11
42,510;0,18;-0,11
42,520;0,17;-0,10
42,530;0,17;-0,09
42,540;0,17;-0,09
42,550;0,17;-0,08
42,560;0,17;-0,07
42,570;0,17;-0,01
42,580;0,17;0,04
42,590;0,17;0,04
42,600;0,17;0,00
42,610;0,17;-0,04
42,620;0,17;-0,03
42,630;0,17;-0,03
42,640;0,17;-0,02
42,650;0,17;-0,02
42,660;0,17;-0,01
42,670;0,17;0,00
42,680;0,17;0,00
42,690;0,17;0,01
42,700;0,17;0,02
42,710;0,17;0,03
42,720;0,17;0,03
42,730;0,17;0,04
42,740;0,17;0,05
42,750;0,17;0,05
42,760;0,17;0,06
42,770;0,17;0,06
42,780;0,17;0,07
42,790;0,17;0,08
42,800;0,18;0,08
42,810;0,18;0,09
42,820;0,18;0,06
42,830;0,18;0,01
42,840;0,18;0,00
42,850;0,18;0,03
42,860;0,18;0,09
42,870;0,18;0,12
42,880;0,18;0,12
42,890;0,18;0,12
42,900;0,18;0,12
42,910;0,18;0,13
42,920;0,19;0,13
42,930;0,19;0,09
42,940;0,19;0,05
42,950;0,19;0,04
42,960;0,19;0,08
42,970;0,19;0,13
42,980;0,19;0,14
42,990;0,19;0,14
43,000;0,19;0,15
43,010;0,19;0,15
43,020;0,20;0,14
43,030;0,20;0,14
43,040;0,20;0,14
43,050;0,20;0,14
43,060;0,20;0,14
43,070;0,20;0,14
43,080;0,20;0,13
43,090;0,21;0,12
43,100;0,21;0,12
43,110;0,21;0,12
43,120;0,21;0,12
43,130;0,21;0,11
43,140;0,21;0,11
43,150;0,21;0,10
43,160;0,21;0,09
43,170;0,21;0,09
43,180;0,22;0,08
43,190;0,22;0,08
43,200;0,22;0,07
43,210;0,22;0,07
43,220;0,22;0,06
43,230;0,22;0,05
43,240;0,22;0,05
43,250;0,22;0,04
43,260;0,22;0,03
43,270;0,22;0,02
43,280;0,22;0,02
43,290;0,22;0,01
43,300;0,22;0,01
43,310;0,22;5,52E-4
43,320;0,22;-0,01
43,330;0,22;-0,02
43,340;0,22;-0,03
43,350;0,22;-0,03
43,360;0,22;-0,03
43,370;0,22;-0,04
43,380;0,22;-0,05
43,390;0,22;-0,06
43,400;0,22;-0,06
43,410;0,22;-0,07
43,420;0,22;-0,07
43,430;0,22;-0,08
43,440;0,22;-0,09
43,450;0,21;-0,09
43,460;0,21;-0,09
43,470;0,21;-0,10
43,480;0,21;-0,11
43,490;0,21;-0,11
43,500;0,21;-0,11
43,510;0,21;-0,12
43,520;0,21;-0,12
43,530;0,21;-0,12
43,540;0,20;-0,13
43,550;0,20;-0,13
43,560;0,20;-0,13
43,570;0,20;-0,13
43,580;0,20;-0,13
43,590;0,20;-0,14
43,600;0,20;-0,14
43,610;0,19;-0,14
43,620;0,19;-0,14
43,630;0,19;-0,14
43,640;0,19;-0,14
43,650;0,19;-0,14
43,660;0,19;-0,14
43,670;0,19;-0,14
43,680;0,18;-0,09
43,690;0,18;-0,04
43,700;0,18;-0,03
43,710;0,18;-0,07
43,720;0,18;-0,12
43,730;0,18;-0,12
43,740;0,18;-0,11
43,750;0,18;-0,11
43,760;0,18;-0,11
43,770;0,18;-0,11
43,780;0,18;-0,10
43,790;0,17;-0,09
43,800;0,17;-0,09
43,810;0,17;-0,09
43,820;0,17;-0,03
43,830;0,17;0,03
43,840;0,17;0,04
43,850;0,17;-0,01
43,860;0,17;-0,05
43,870;0,17;-0,05
43,880;0,17;-0,04
43,890;0,17;-0,03
43,900;0,17;-0,03
43,910;0,17;-0,02
43,920;0,17;-0,02
43,930;0,17;-0,01
43,940;0,17;-2,85E-4
43,950;0,17;0,01
43,960;0,17;0,01
43,970;0,17;0,02
43,980;0,17;0,02
43,990;0,17;0,03
44,000;0,17;0,03
44,010;0,17;0,04
44,020;0,17;0,05
44,030;0,17;0,01
44,040;0,17;-0,04
44,050;0,17;-0,04
44,060;0,17;0,01
44,070;0,17;0,08
44,080;0,17;0,09
44,090;0,17;0,09
44,100;0,18;0,10
44,110;0,18;0,10
44,120;0,18;0,11
44,130;0,18;0,11
44,140;0,18;0,11
44,150;0,18;0,12
44,160;0,18;0,12
44,170;0,18;0,13
44,180;0,18;0,13
44,190;0,19;0,13
44,200;0,19;0,13
44,210;0,19;0,13
44,220;0,19;0,13
44,230;0,19;0,13
44,240;0,19;0,13
44,250;0,19;0,13
44,260;0,19;0,13
44,270;0,20;0,13
44,280;0,20;0,09
44,290;0,20;0,04
44,300;0,20;0,04
44,310;0,20;0,09
44,320;0,20;0,13
44,330;0,20;0,13
44,340;0,20;0,12
44,350;0,20;0,12
44,360;0,21;0,12
44,370;0,21;0,12
44,380;0,21;0,11
44,390;0,21;0,11
44,400;0,21;0,11
44,410;0,21;0,10
44,420;0,21;0,09
44,430;0,21;0,09
44,440;0,21;0,09
44,450;0,21;0,08
44,460;0,22;0,08
44,470;0,22;0,07
44,480;0,22;0,07
44,490;0,22;0,06
44,500;0,22;0,05
44,510;0,22;0,05
44,520;0,22;0,04
44,530;0,22;0,03
44,540;0,22;0,03
44,550;0,22;0,02
44,560;0,22;0,01
44,570;0,22;0,00
44,580;0,22;0,00
44,590;0,22;-0,01
44,600;0,22;-0,01
44,610;0,22;-0,02
44,620;0,22;-0,03
44,630;0,22;-0,04
44,640;0,22;-0,04
44,650;0,22;-0,05
44,660;0,22;-0,05
44,670;0,22;-0,06
44,680;0,22;-0,07
44,690;0,22;-0,07
44,700;0,22;-0,08
44,710;0,21;-0,08
44,720;0,21;-0,09
44,730;0,21;-0,09
44,740;0,21;-0,10
44,750;0,21;-0,10
44,760;0,21;-0,11
44,770;0,21;-0,11
44,780;0,21;-0,12
44,790;0,21;-0,12
44,800;0,20;-0,12
44,810;0,20;-0,12
44,820;0,20;-0,12
44,830;0,20;-0,12
44,840;0,20;-0,12
44,850;0,20;-0,13
44,860;0,20;-0,13
44,870;0,20;-0,13
44,880;0,19;-0,13
44,890;0,19;-0,14
44,900;0,19;-0,14
44,910;0,19;-0,14
44,920;0,19;-0,14
44,930;0,19;-0,13
44,940;0,19;-0,08
44,950;0,19;-0,04
44,960;0,19;-0,04
44,970;0,19;-0,08
44,980;0,18;-0,12
44,990;0,18;-0,12
45,000;0,18;-0,12
45,010;0,18;-0,11
45,020;0,18;-0,11
45,030;0,18;-0,10
45,040;0,18;-0,10
45,050;0,18;-0,10
45,060;0,18;-0,09
45,070;0,17;-0,09
45,080;0,17;-0,08
45,090;0,17;-0,08
45,100;0,17;-0,07
45,110;0,17;-0,07
45,120;0,17;-0,06
45,130;0,17;-0,05
45,140;0,17;-0,05
45,150;0,17;-0,04
45,160;0,17;0,00
45,170;0,17;0,06
45,180;0,17;0,08
45,190;0,17;0,06
45,200;0,17;0,02
45,210;0,17;-2,86E-4
45,220;0,17;0,01
45,230;0,17;0,01
45,240;0,17;0,02
45,250;0,17;0,03
45,260;0,17;0,03
45,270;0,17;0,04
45,280;0,17;0,04
45,290;0,17;0,01
45,300;0,17;-0,04
45,310;0,17;-0,05
45,320;0,17;-2,60E-5
45,330;0,17;0,06
45,340;0,17;0,08
45,350;0,17;0,09
45,360;0,18;0,09
45,370;0,18;0,09
45,380;0,18;0,10
45,390;0,18;0,10
45,400;0,18;0,11
45,410;0,18;0,11
45,420;0,18;0,11
45,430;0,18;0,12
45,440;0,18;0,12
45,450;0,18;0,12
45,460;0,19;0,13
45,470;0,19;0,13
45,480;0,19;0,13
45,490;0,19;0,13
45,500;0,19;0,13
45,510;0,19;0,13
45,520;0,19;0,13
45,530;0,20;0,13
45,540;0,20;0,08
45,550;0,20;0,04
45,560;0,20;0,04
45,570;0,20;0,09
45,580;0,20;0,13
45,590;0,20;0,13
45,600;0,20;0,12
45,610;0,20;0,12
45,620;0,20;0,12
45,630;0,21;0,12
45,640;0,21;0,12
45,650;0,21;0,11
45,660;0,21;0,09
45,670;0,21;0,09
45,680;0,21;0,09
45,690;0,21;0,09
45,700;0,21;0,09
45,710;0,21;0,08
45,720;0,21;0,08
45,730;0,21;0,07
45,740;0,22;0,07
45,750;0,22;0,06
45,760;0,22;0,06
45,770;0,22;0,05
45,780;0,22;0,04
45,790;0,22;0,04
45,800;0,22;0,03
45,810;0,22;0,03
45,820;0,22;0,02
45,830;0,22;0,01
45,840;0,22;0,00
45,850;0,22;0,00
45,860;0,22;-0,01
45,870;0,22;-0,01
45,880;0,22;-0,02
45,890;0,22;-0,03
45,900;0,22;-0,03
45,910;0,22;-0,04
45,920;0,22;-0,05
45,930;0,22;-0,05
45,940;0,22;-0,05
45,950;0,22;-0,06
45,960;0,22;-0,07
45,970;0,21;-0,08
45,980;0,21;-0,08
45,990;0,21;-0,09
46,000;0,21;-0,09
46,010;0,21;-0,09
46,020;0,21;-0,10
46,030;0,21;-0,10
46,040;0,21;-0,11
46,050;0,21;-0,11
46,060;0,21;-0,11
46,070;0,20;-0,12
46,080;0,20;-0,12
46,090;0,20;-0,13
46,100;0,20;-0,13
46,110;0,20;-0,13
46,120;0,20;-0,13
46,130;0,20;-0,13
46,140;0,20;-0,13
46,150;0,19;-0,13
46,160;0,19;-0,13
46,170;0,19;-0,13
46,180;0,19;-0,13
46,190;0,19;-0,13
46,200;0,19;-0,13
46,210;0,19;-0,13
46,220;0,18;-0,13
46,230;0,18;-0,12
46,240;0,18;-0,12
46,250;0,18;-0,12
46,260;0,18;-0,12
46,270;0,18;-0,12
46,280;0,18;-0,10
46,290;0,18;-0,09
46,300;0,18;-0,05
46,310;0,18;-0,01
46,320;0,18;-0,02
46,330;0,18;-0,05
46,340;0,17;-0,08
46,350;0,17;-0,08
46,360;0,17;-0,07
46,370;0,17;-0,07
46,380;0,17;-0,06
46,390;0,17;-0,06
46,400;0,17;-0,05
46,410;0,17;-0,04
46,420;0,17;-0,04
46,430;0,17;-0,03
46,440;0,17;-0,03
46,450;0,17;-0,02
46,460;0,17;-0,01
46,470;0,17;-0,01
46,480;0,17;-4,22E-4
46,490;0,17;0,01
46,500;0,17;0,01
46,510;0,17;0,02
46,520;0,17;0,03
46,530;0,17;0,03
46,540;0,17;0,04
46,550;0,17;0,04
46,560;0,17;0,05
46,570;0,17;0,05
46,580;0,17;0,06
46,590;0,17;0,07
46,600;0,17;0,07
46,610;0,17;0,08
46,620;0,17;0,08
46,630;0,18;0,09
46,640;0,18;0,09
46,650;0,18;0,10
46,660;0,18;0,06
46,670;0,18;0,03
46,680;0,18;0,02
46,690;0,18;0,05
46,700;0,18;0,10
46,710;0,18;0,11
46,720;0,18;0,12
46,730;0,18;0,13
46,740;0,18;0,13
46,750;0,19;0,13
46,760;0,19;0,13
46,770;0,19;0,13
46,780;0,19;0,13
46,790;0,19;0,13
46,800;0,19;0,13
46,810;0,19;0,13
46,820;0,19;0,13
46,830;0,20;0,13
46,840;0,20;0,13
46,850;0,20;0,13
46,860;0,20;0,13
46,870;0,20;0,12
46,880;0,20;0,12
46,890;0,20;0,11
46,900;0,20;0,11
46,910;0,21;0,11
46,920;0,21;0,11
46,930;0,21;0,10
46,940;0,21;0,10
46,950;0,21;0,09
46,960;0,21;0,09
46,970;0,21;0,09
46,980;0,21;0,08
46,990;0,21;0,08
47,000;0,21;0,07
47,010;0,21;0,06
47,020;0,22;0,06
47,030;0,22;0,05
47,040;0,22;0,05
47,050;0,22;0,04
47,060;0,22;0,03
47,070;0,22;0,03
47,080;0,22;0,02
47,090;0,22;0,01
47,100;0,22;0,01
47,110;0,22;0,00
47,120;0,22;0,00
47,130;0,22;-0,01
47,140;0,22;-0,02
47,150;0,22;-0,03
47,160;0,22;-0,03
47,170;0,22;-0,03
47,180;0,22;-0,04
47,190;0,22;-0,05
47,200;0,22;-0,05
47,210;0,22;-0,06
47,220;0,21;-0,06
47,230;0,21;-0,07
47,240;0,21;-0,08
47,250;0,21;-0,08
47,260;0,21;-0,09
47,270;0,21;-0,09
47,280;0,21;-0,09
47,290;0,21;-0,10
47,300;0,21;-0,10
47,310;0,21;-0,10
47,320;0,21;-0,10
47,330;0,21;-0,11
47,340;0,20;-0,11
47,350;0,20;-0,12
47,360;0,20;-0,12
47,370;0,20;-0,13
47,380;0,20;-0,13
47,390;0,20;-0,13
47,400;0,20;-0,09
47,410;0,20;-0,04
47,420;0,20;-0,04
47,430;0,20;-0,07
47,440;0,19;-0,12
47,450;0,19;-0,13
47,460;0,19;-0,12
47,470;0,19;-0,12
47,480;0,19;-0,13
47,490;0,19;-0,13
47,500;0,19;-0,12
47,510;0,19;-0,11
47,520;0,18;-0,11
47,530;0,18;-0,11
47,540;0,18;-0,11
47,550;0,18;-0,11
47,560;0,18;-0,10
47,570;0,18;-0,10
47,580;0,18;-0,10
47,590;0,18;-0,08
47,600;0,18;-0,03
47,610;0,18;0,02
47,620;0,18;0,02
47,630;0,18;-0,03
47,640;0,18;-0,07
47,650;0,18;-0,06
47,660;0,17;-0,05
47,670;0,17;-0,05
47,680;0,17;-0,04
47,690;0,17;-0,04
47,700;0,17;-0,03
47,710;0,17;-0,03
47,720;0,17;-0,02
47,730;0,17;-0,04
47,740;0,17;-0,09
47,750;0,17;-0,10
47,760;0,17;-0,06
47,770;0,17;-0,01
47,780;0,17;0,01
47,790;0,17;0,03
47,800;0,17;0,03
47,810;0,17;0,04
47,820;0,17;0,05
47,830;0,17;0,05
47,840;0,17;0,05
47,850;0,17;0,06
47,860;0,17;0,07
47,870;0,17;0,07
47,880;0,17;0,08
47,890;0,18;0,08
47,900;0,18;0,08
47,910;0,18;0,09
47,920;0,18;0,09
47,930;0,18;0,10
47,940;0,18;0,06
47,950;0,18;0,02
47,960;0,18;0,02
47,970;0,18;0,07
47,980;0,18;0,12
47,990;0,18;0,12
48,000;0,18;0,12
48,010;0,19;0,12
48,020;0,19;0,12
48,030;0,19;0,13
48,040;0,19;0,13
48,050;0,19;0,13
48,060;0,19;0,12
48,070;0,19;0,12
48,080;0,19;0,11
48,090;0,20;0,12
48,100;0,20;0,13
48,110;0,20;0,13
48,120;0,20;0,12
48,130;0,20;0,12
48,140;0,20;0,12
48,150;0,20;0,12
48,160;0,20;0,11
48,170;0,20;0,11
48,180;0,21;0,11
48,190;0,21;0,10
48,200;0,21;0,10
48,210;0,21;0,10
48,220;0,21;0,09
48,230;0,21;0,09
48,240;0,21;0,08
48,250;0,21;0,08
48,260;0,21;0,07
48,270;0,21;0,07
48,280;0,21;0,06
48,290;0,22;0,05
48,300;0,22;0,05
48,310;0,22;0,05
48,320;0,22;0,04
48,330;0,22;0,03
48,340;0,22;0,03
48,350;0,22;0,02
48,360;0,22;0,01
48,370;0,22;0,00
48,380;0,22;1,81E-4
48,390;0,22;0,00
48,400;0,22;-0,01
48,410;0,22;-0,02
48,420;0,22;-0,03
48,430;0,22;-0,03
48,440;0,22;-0,03
48,450;0,22;-0,04
48,460;0,22;-0,05
48,470;0,22;-0,05
48,480;0,21;-0,06
48,490;0,21;-0,06
48,500;0,21;-0,07
48,510;0,21;-0,08
48,520;0,21;-0,08
48,530;0,21;-0,08
48,540;0,21;-0,08
48,550;0,21;-0,08
48,560;0,21;-0,09
48,570;0,21;-0,10
48,580;0,21;-0,10
48,590;0,21;-0,11
48,600;0,20;-0,11
48,610;0,20;-0,11
48,620;0,20;-0,12
48,630;0,20;-0,13
48,640;0,20;-0,09
48,650;0,20;-0,04
48,660;0,20;-0,03
48,670;0,20;-0,06
48,680;0,20;-0,11
48,690;0,20;-0,12
48,700;0,20;-0,12
48,710;0,19;-0,13
48,720;0,19;-0,13
48,730;0,19;-0,12
48,740;0,19;-0,12
48,750;0,19;-0,12
48,760;0,19;-0,12
48,770;0,19;-0,12
48,780;0,19;-0,11
48,790;0,18;-0,11
48,800;0,18;-0,11
48,810;0,18;-0,11
48,820;0,18;-0,11
48,830;0,18;-0,10
48,840;0,18;-0,09
48,850;0,18;-0,09
48,860;0,18;-0,04
48,870;0,18;0,02
