"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
27,980;-0,14;-0,36;5,58
27,990;-0,15;-0,33;4,14
28,000;-0,15;-0,31;4,91
28,010;-0,15;-0,24;6,61
28,020;-0,15;-0,16;7,61
28,030;-0,15;-0,08;7,57
28,040;-0,16;-0,01;7,27
28,050;-0,15;0,06;7,02
28,060;-0,15;0,13;7,05
28,070;-0,15;0,20;7,24
28,080;-0,15;0,28;7,43
28,090;-0,15;0,35;7,50
28,100;-0,14;0,43;7,09
28,110;-0,14;0,50;6,16
28,120;-0,13;0,55;4,69
28,130;-0,13;0,60;3,97
28,140;-0,12;0,61;5,12
28,150;-0,11;0,68;7,19
28,160;-0,11;0,78;7,96
28,170;-0,10;0,86;5,85
28,180;-0,09;0,91;3,10
28,190;-0,08;0,90;1,83
28,200;-0,07;0,93;2,02
28,210;-0,06;0,95;2,35
28,220;-0,05;0,98;1,94
28,230;-0,04;0,99;1,32
28,240;-0,03;1,00;0,74
28,250;-0,02;1,01;0,36
28,260;-0,01;1,01;0,05
28,270;0,00;1,01;-0,46
28,280;0,01;1,00;-1,13
28,290;0,02;0,99;-1,71
28,300;0,03;0,97;-2,17
28,310;0,04;0,94;-2,73
28,320;0,05;0,91;-3,41
28,330;0,06;0,87;-3,95
28,340;0,06;0,83;-4,24
28,350;0,07;0,79;-4,50
28,360;0,08;0,74;-5,01
28,370;0,09;0,69;-5,69
28,380;0,09;0,63;-6,26
28,390;0,10;0,56;-6,41
28,400;0,10;0,50;-6,12
28,410;0,11;0,44;-5,79
28,420;0,11;0,39;-5,84
28,430;0,12;0,33;-6,37
28,440;0,12;0,26;-6,93
28,450;0,12;0,18;-7,20
28,460;0,12;0,11;-7,26
28,470;0,12;0,04;-7,27
28,480;0,12;-0,03;-7,24
28,490;0,12;-0,11;-7,06
28,500;0,12;-0,18;-6,81
28,510;0,12;-0,24;-6,67
28,520;0,12;-0,31;-6,54
28,530;0,11;-0,37;-6,35
28,540;0,11;-0,43;-6,15
28,550;0,11;-0,50;-6,05
28,560;0,10;-0,56;-6,03
28,570;0,09;-0,62;-5,81
28,580;0,09;-0,68;-5,43
28,590;0,08;-0,72;-5,04
28,600;0,07;-0,77;-4,71
28,610;0,07;-0,82;-4,30
28,620;0,06;-0,86;-3,67
28,630;0,05;-0,89;-3,03
28,640;0,04;-0,92;-2,53
28,650;0,03;-0,94;-2,25
28,660;0,02;-0,96;-1,92
28,670;0,01;-0,99;-1,45
28,680;1,79E-4;-0,99;-0,75
28,690;-0,01;-1,00;-0,44
28,700;-0,02;-0,99;-0,31
28,710;-0,03;-1,01;0,01
28,720;-0,04;-1,00;0,52
28,730;-0,05;-0,99;1,38
28,740;-0,06;-0,98;2,31
28,750;-0,07;-0,95;3,84
28,760;-0,08;-0,91;4,77
28,770;-0,09;-0,84;4,73
28,780;-0,10;-0,81;4,51
28,790;-0,10;-0,76;4,77
28,800;-0,11;-0,71;5,51
28,810;-0,12;-0,65;5,78
28,820;-0,12;-0,59;6,55
28,830;-0,13;-0,54;8,20
28,840;-0,14;-0,43;9,35
28,850;-0,14;-0,32;8,23
28,860;-0,14;-0,25;5,38
28,870;-0,14;-0,22;3,89
28,880;-0,15;-0,20;4,69
28,890;-0,15;-0,13;5,76
28,900;-0,15;-0,06;5,30
28,910;-0,15;-0,02;4,40
28,920;-0,15;0,01;5,33
28,930;-0,15;0,07;7,92
28,940;-0,15;0,17;10,30
28,950;-0,15;0,29;10,55
28,960;-0,14;0,40;8,25
28,970;-0,14;0,47;4,93
28,980;-0,13;0,49;3,11
28,990;-0,13;0,50;4,41
29,000;-0,12;0,56;6,55
29,010;-0,12;0,66;7,06
29,020;-0,11;0,72;5,78
29,030;-0,10;0,76;4,29
29,040;-0,09;0,80;3,81
29,050;-0,09;0,84;4,17
29,060;-0,08;0,88;4,95
29,070;-0,07;0,94;4,88
29,080;-0,06;0,99;3,08
29,090;-0,05;1,01;0,39
29,100;-0,04;0,99;-1,28
29,110;-0,03;0,97;-1,37
29,120;-0,02;0,96;-0,77
29,130;-0,01;0,96;-0,54
29,140;5,37E-4;0,95;-0,85
29,150;0,01;0,94;-1,37
29,160;0,02;0,93;-1,94
29,170;0,03;0,90;-2,47
29,180;0,04;0,88;-2,91
29,190;0,05;0,84;-3,24
29,200;0,05;0,81;-3,56
29,210;0,06;0,77;-3,98
29,220;0,07;0,73;-4,50
29,230;0,08;0,68;-5,04
29,240;0,08;0,63;-5,48
29,250;0,09;0,57;-5,78
29,260;0,10;0,51;-5,94
29,270;0,10;0,45;-5,99
29,280;0,10;0,39;-6,04
29,290;0,11;0,33;-6,13
29,300;0,11;0,27;-6,23
29,310;0,11;0,21;-6,33
29,320;0,11;0,15;-6,43
29,330;0,12;0,08;-6,57
29,340;0,12;0,01;-6,73
29,350;0,12;-0,05;-6,84
29,360;0,12;-0,12;-6,86
29,370;0,11;-0,19;-6,69
29,380;0,11;-0,26;-6,36
29,390;0,11;-0,32;-6,01
29,400;0,11;-0,38;-5,80
29,410;0,10;-0,44;-5,80
29,420;0,10;-0,49;-5,86
29,430;0,09;-0,55;-5,80
29,440;0,09;-0,61;-5,49
29,450;0,08;-0,66;-4,96
29,460;0,07;-0,71;-4,43
29,470;0,06;-0,75;-3,94
29,480;0,06;-0,79;-3,50
29,490;0,05;-0,82;-3,11
29,500;0,04;-0,85;-2,78
29,510;0,03;-0,88;-2,45
29,520;0,02;-0,90;-1,98
29,530;0,01;-0,92;-1,35
29,540;0,00;-0,93;-0,76
29,550;0,00;-0,93;-0,36
29,560;-0,01;-0,93;-0,12
29,570;-0,02;-0,93;0,15
29,580;-0,03;-0,93;0,66
29,590;-0,04;-0,92;1,47
29,600;-0,05;-0,90;2,49
29,610;-0,06;-0,87;2,70
29,620;-0,07;-0,83;1,77
29,630;-0,08;-0,83;1,13
29,640;-0,08;-0,84;2,39
29,650;-0,09;-0,80;5,13
29,660;-0,10;-0,72;7,03
29,670;-0,11;-0,64;7,67
29,680;-0,11;-0,58;7,98
29,690;-0,12;-0,49;7,83
29,700;-0,12;-0,40;6,56
29,710;-0,13;-0,35;4,73
29,720;-0,13;-0,32;4,08
29,730;-0,13;-0,28;4,88
29,740;-0,14;-0,22;5,91
29,750;-0,14;-0,15;6,41
29,760;-0,14;-0,09;6,53
29,770;-0,14;-0,03;5,94
29,780;-0,14;0,04;4,62
29,790;-0,14;0,07;3,85
29,800;-0,14;0,09;5,12
29,810;-0,14;0,16;7,81
29,820;-0,14;0,26;9,10
29,830;-0,13;0,37;8,22
29,840;-0,13;0,43;6,61
29,850;-0,12;0,48;5,76
29,860;-0,12;0,54;5,63
29,870;-0,11;0,60;5,35
29,880;-0,11;0,65;4,84
29,890;-0,10;0,70;4,17
29,900;-0,09;0,73;3,56
29,910;-0,09;0,76;3,47
29,920;-0,08;0,79;4,14
29,930;-0,07;0,84;4,76
29,940;-0,06;0,90;4,05
29,950;-0,05;0,94;1,89
29,960;-0,04;0,94;-0,15
29,970;-0,03;0,92;-0,86
29,980;-0,02;0,92;-0,75
29,990;-0,01;0,91;-0,78
30,000;-0,01;0,90;-1,11
30,010;0,00;0,89;-1,40
30,020;0,01;0,87;-1,62
30,030;0,02;0,86;-1,99
30,040;0,03;0,83;-2,47
30,050;0,04;0,81;-2,91
30,060;0,05;0,78;-3,20
30,070;0,05;0,74;-3,43
30,080;0,06;0,71;-3,74
30,090;0,07;0,67;-4,26
30,100;0,07;0,62;-4,89
30,110;0,08;0,57;-5,39
30,120;0,09;0,51;-5,66
30,130;0,09;0,46;-5,71
30,140;0,09;0,40;-5,75
30,150;0,10;0,34;-5,85
30,160;0,10;0,28;-5,95
30,170;0,10;0,22;-6,00
30,180;0,11;0,16;-6,05
30,190;0,11;0,10;-6,15
30,200;0,11;0,04;-6,26
30,210;0,11;-0,02;-6,27
30,220;0,11;-0,09;-6,18
30,230;0,11;-0,15;-6,09
30,240;0,10;-0,21;-6,00
30,250;0,10;-0,27;-5,87
30,260;0,10;-0,33;-5,67
30,270;0,10;-0,38;-5,56
30,280;0,09;-0,44;-5,57
30,290;0,09;-0,49;-5,51
30,300;0,08;-0,55;-5,18
30,310;0,08;-0,60;-4,74
30,320;0,07;-0,64;-4,41
30,330;0,06;-0,69;-4,09
30,340;0,06;-0,73;-3,62
30,350;0,05;-0,76;-3,03
30,360;0,04;-0,79;-2,58
30,370;0,03;-0,81;-2,29
30,380;0,02;-0,83;-1,96
30,390;0,02;-0,85;-1,53
30,400;0,01;-0,86;-1,06
30,410;-9,75E-4;-0,87;-0,53
30,420;-0,01;-0,87;0,06
30,430;-0,02;-0,87;0,55
30,440;-0,03;-0,86;0,85
30,450;-0,04;-0,85;1,08
30,460;-0,04;-0,84;1,51
30,470;-0,05;-0,82;1,89
30,480;-0,06;-0,80;1,59
30,490;-0,07;-0,78;1,53
30,500;-0,08;-0,79;2,50
30,510;-0,08;-0,74;4,13
30,520;-0,09;-0,69;4,96
30,530;-0,10;-0,63;4,69
30,540;-0,10;-0,60;5,02
30,550;-0,11;-0,55;6,34
30,560;-0,12;-0,47;8,11
30,570;-0,12;-0,38;8,88
30,580;-0,12;-0,28;7,74
30,590;-0,12;-0,21;5,34
30,600;-0,13;-0,18;2,97
30,610;-0,13;-0,16;1,93
30,620;-0,13;-0,15;2,53
30,630;-0,13;-0,12;4,52
30,640;-0,13;-0,06;6,97
30,650;-0,13;0,03;8,18
30,660;-0,13;0,12;7,92
30,670;-0,13;0,18;7,09
30,680;-0,13;0,25;6,50
30,690;-0,13;0,32;6,12
30,700;-0,12;0,38;5,68
30,710;-0,12;0,43;5,40
30,720;-0,11;0,48;5,01
30,730;-0,11;0,53;4,76
30,740;-0,10;0,57;4,64
30,750;-0,10;0,63;4,91
30,760;-0,09;0,67;4,75
30,770;-0,08;0,73;3,98
30,780;-0,08;0,75;3,36
30,790;-0,07;0,78;2,84
30,800;-0,06;0,82;2,38
30,810;-0,05;0,83;0,97
30,820;-0,04;0,84;-0,15
30,830;-0,03;0,82;-0,13
30,840;-0,03;0,83;0,34
30,850;-0,02;0,84;0,35
30,860;-0,01;0,84;-0,43
30,870;0,00;0,83;-1,01
30,880;0,01;0,82;-1,34
30,890;0,01;0,80;-1,72
30,900;0,02;0,78;-2,15
30,910;0,03;0,76;-2,49
30,920;0,04;0,73;-2,76
30,930;0,05;0,70;-3,14
30,940;0,05;0,67;-3,58
30,950;0,06;0,63;-3,92
30,960;0,06;0,59;-4,15
30,970;0,07;0,55;-4,43
30,980;0,08;0,50;-4,82
30,990;0,08;0,45;-5,17
31,000;0,08;0,40;-5,38
31,010;0,09;0,34;-5,42
31,020;0,09;0,29;-5,51
31,030;0,09;0,24;-5,71
31,040;0,10;0,18;-5,87
31,050;0,10;0,12;-5,88
31,060;0,10;0,06;-5,79
31,070;0,10;8,87E-4;-5,70
31,080;0,10;-0,06;-5,56
31,090;0,10;-0,11;-5,40
31,100;0,10;-0,16;-5,39
31,110;0,09;-0,22;-5,54
31,120;0,09;-0,27;-5,66
31,130;0,09;-0,33;-5,59
31,140;0,09;-0,39;-5,32
31,150;0,08;-0,44;-4,93
31,160;0,08;-0,49;-4,58
31,170;0,07;-0,53;-4,34
31,180;0,07;-0,57;-4,15
31,190;0,06;-0,61;-3,92
31,200;0,05;-0,65;-3,60
31,210;0,05;-0,69;-3,17
31,220;0,04;-0,72;-2,69
31,230;0,03;-0,74;-2,24
31,240;0,03;-0,76;-1,91
31,250;0,02;-0,78;-1,53
31,260;0,01;-0,79;-1,05
31,270;0,00;-0,80;-0,56
31,280;-0,01;-0,80;-0,17
31,290;-0,01;-0,80;0,12
31,300;-0,02;-0,80;0,48
31,310;-0,03;-0,79;0,51
31,320;-0,04;-0,78;0,02
31,330;-0,05;-0,79;0,37
31,340;-0,05;-0,80;2,04
31,350;-0,06;-0,75;3,93
31,360;-0,07;-0,70;4,10
31,370;-0,07;-0,66;3,03
31,380;-0,08;-0,65;3,11
31,390;-0,09;-0,62;4,16
31,400;-0,09;-0,55;5,27
31,410;-0,10;-0,51;5,53
31,420;-0,10;-0,44;5,33
31,430;-0,11;-0,39;5,23
31,440;-0,11;-0,34;5,12
31,450;-0,12;-0,29;5,26
31,460;-0,12;-0,24;5,45
31,470;-0,12;-0,18;5,64
31,480;-0,12;-0,13;5,79
31,490;-0,12;-0,07;5,79
31,500;-0,12;-0,01;5,64
31,510;-0,12;0,05;5,54
31,520;-0,12;0,10;5,58
31,530;-0,12;0,16;5,68
31,540;-0,12;0,21;5,64
31,550;-0,12;0,27;5,42
31,560;-0,11;0,32;5,67
31,570;-0,11;0,37;6,51
31,580;-0,11;0,45;6,89
31,590;-0,10;0,53;5,62
31,600;-0,10;0,58;3,06
31,610;-0,09;0,59;1,08
31,620;-0,08;0,58;1,08
31,630;-0,08;0,59;2,66
31,640;-0,07;0,64;4,25
31,650;-0,07;0,69;4,16
31,660;-0,06;0,74;2,47
31,670;-0,05;0,74;0,98
31,680;-0,04;0,74;0,47
31,690;-0,04;0,75;0,59
31,700;-0,03;0,75;0,37
31,710;-0,02;0,76;-0,08
31,720;-0,01;0,75;-0,32
31,730;-0,01;0,75;-0,50
31,740;0,00;0,74;-0,76
31,750;0,01;0,74;-1,23
31,760;0,02;0,72;-1,76
31,770;0,02;0,70;-2,21
31,780;0,03;0,67;-2,49
31,790;0,04;0,65;-2,77
31,800;0,04;0,62;-3,10
31,810;0,05;0,59;-3,49
31,820;0,06;0,55;-3,78
31,830;0,06;0,51;-3,98
31,840;0,07;0,47;-4,16
31,850;0,07;0,43;-4,40
31,860;0,07;0,38;-4,68
31,870;0,08;0,34;-4,98
31,880;0,08;0,28;-5,19
31,890;0,08;0,23;-5,25
31,900;0,09;0,18;-5,21
31,910;0,09;0,13;-5,15
31,920;0,09;0,07;-5,16
31,930;0,09;0,02;-5,16
31,940;0,09;-0,03;-5,16
31,950;0,09;-0,08;-5,16
31,960;0,09;-0,13;-5,17
31,970;0,09;-0,18;-5,13
31,980;0,08;-0,24;-5,04
31,990;0,08;-0,28;-4,91
32,000;0,08;-0,33;-4,72
32,010;0,07;-0,38;-4,48
32,020;0,07;-0,42;-4,24
32,030;0,07;-0,46;-4,09
32,040;0,06;-0,50;-3,96
32,050;0,06;-0,54;-3,69
32,060;0,05;-0,58;-3,30
32,070;0,04;-0,61;-2,96
32,080;0,04;-0,64;-2,67
32,090;0,03;-0,66;-2,35
32,100;0,02;-0,68;-1,92
32,110;0,02;-0,70;-1,44
32,120;0,01;-0,71;-0,94
32,130;0,00;-0,72;-0,63
32,140;0,00;-0,72;-0,64
32,150;-0,01;-0,73;-0,45
32,160;-0,02;-0,74;0,39
32,170;-0,03;-0,73;0,92
32,180;-0,03;-0,70;0,84
32,190;-0,04;-0,72;0,59
32,200;-0,05;-0,70;1,12
32,210;-0,06;-0,69;2,22
32,220;-0,06;-0,66;2,79
32,230;-0,07;-0,63;3,48
32,240;-0,07;-0,60;3,92
32,250;-0,08;-0,54;4,22
32,260;-0,09;-0,51;4,36
32,270;-0,09;-0,47;4,45
32,280;-0,09;-0,42;4,66
32,290;-0,10;-0,37;4,55
32,300;-0,10;-0,33;4,58
32,310;-0,11;-0,28;4,87
32,320;-0,11;-0,23;5,17
32,330;-0,11;-0,17;5,18
32,340;-0,11;-0,12;5,02
32,350;-0,11;-0,08;4,97
32,360;-0,11;-0,03;5,06
32,370;-0,11;0,03;5,12
32,380;-0,11;0,08;5,01
32,390;-0,11;0,13;5,01
32,400;-0,11;0,17;5,06
32,410;-0,11;0,23;4,98
32,420;-0,11;0,28;4,68
32,430;-0,10;0,32;4,43
32,440;-0,10;0,36;4,43
32,450;-0,09;0,41;4,40
32,460;-0,09;0,46;4,09
32,470;-0,09;0,49;4,10
32,480;-0,08;0,53;4,69
32,490;-0,08;0,59;4,43
32,500;-0,07;0,64;2,27
32,510;-0,06;0,64;0,09
32,520;-0,06;0,61;0,53
32,530;-0,05;0,63;2,52
32,540;-0,04;0,69;2,80
32,550;-0,04;0,71;1,00
32,560;-0,03;0,69;-0,42
32,570;-0,02;0,68;-0,53
32,580;-0,02;0,69;-0,41
32,590;-0,01;0,68;-0,64
32,600;0,00;0,67;-0,93
32,610;0,00;0,67;-1,10
32,620;0,01;0,65;-1,48
32,630;0,02;0,63;-1,96
32,640;0,02;0,61;-2,31
32,650;0,03;0,59;-2,55
32,660;0,04;0,56;-2,70
32,670;0,04;0,53;-2,83
32,680;0,05;0,50;-3,05
32,690;0,05;0,47;-3,42
32,700;0,06;0,44;-3,92
32,710;0,06;0,39;-4,28
32,720;0,06;0,35;-4,38
32,730;0,07;0,31;-4,38
32,740;0,07;0,26;-4,42
32,750;0,07;0,22;-4,57
32,760;0,07;0,17;-4,68
32,770;0,08;0,12;-4,68
32,780;0,08;0,08;-4,64
32,790;0,08;0,03;-4,59
32,800;0,08;-0,02;-4,59
32,810;0,08;-0,06;-4,59
32,820;0,08;-0,11;-4,59
32,830;0,07;-0,15;-4,59
32,840;0,07;-0,20;-4,61
32,850;0,07;-0,24;-4,53
32,860;0,07;-0,29;-4,30
32,870;0,07;-0,33;-3,95
32,880;0,06;-0,37;-3,70
32,890;0,06;-0,40;-3,64
32,900;0,05;-0,44;-3,66
32,910;0,05;-0,48;-3,54
32,920;0,04;-0,51;-3,17
32,930;0,04;-0,54;-2,68
32,940;0,03;-0,57;-2,28
32,950;0,03;-0,59;-2,04
32,960;0,02;-0,61;-1,77
32,970;0,02;-0,63;-1,34
32,980;0,01;-0,63;-0,89
32,990;0,00;-0,64;-0,55
33,000;0,00;-0,65;-0,32
33,010;-0,01;-0,65;0,02
33,020;-0,02;-0,65;0,36
33,030;-0,02;-0,64;0,69
33,040;-0,03;-0,63;1,09
33,050;-0,04;-0,62;1,29
33,060;-0,04;-0,60;1,42
33,070;-0,05;-0,59;1,68
33,080;-0,05;-0,57;2,42
33,090;-0,06;-0,55;2,92
33,100;-0,06;-0,50;2,23
33,110;-0,07;-0,49;1,13
33,120;-0,07;-0,50;1,40
33,130;-0,08;-0,48;3,52
33,140;-0,08;-0,42;5,54
33,150;-0,09;-0,35;5,84
33,160;-0,09;-0,30;5,11
33,170;-0,09;-0,26;4,65
33,180;-0,10;-0,21;4,56
33,190;-0,10;-0,16;4,36
33,200;-0,10;-0,12;4,20
33,210;-0,10;-0,08;4,43
33,220;-0,10;-0,03;4,78
33,230;-0,10;0,02;4,75
33,240;-0,10;0,06;4,45
33,250;-0,10;0,10;4,29
33,260;-0,10;0,15;4,34
33,270;-0,10;0,19;4,40
33,280;-0,10;0,24;4,25
33,290;-0,09;0,28;4,06
33,300;-0,09;0,32;3,92
33,310;-0,09;0,36;3,73
33,320;-0,08;0,39;3,52
33,330;-0,08;0,42;3,58
33,340;-0,07;0,46;4,21
33,350;-0,07;0,51;4,64
33,360;-0,06;0,56;3,72
33,370;-0,06;0,60;1,59
33,380;-0,05;0,59;-0,18
33,390;-0,05;0,58;-0,47
33,400;-0,04;0,57;0,15
33,410;-0,03;0,58;0,75
33,420;-0,03;0,59;0,96
33,430;-0,02;0,60;0,85
33,440;-0,02;0,61;0,39
33,450;-0,01;0,61;-0,33
33,460;0,00;0,61;-0,97
33,470;0,00;0,59;-1,36
33,480;0,01;0,58;-1,60
33,490;0,01;0,56;-1,79
33,500;0,02;0,54;-1,94
33,510;0,02;0,52;-2,03
33,520;0,03;0,50;-2,16
33,530;0,03;0,48;-2,44
33,540;0,04;0,45;-2,78
33,550;0,04;0,42;-3,11
33,560;0,05;0,39;-3,45
33,570;0,05;0,35;-3,75
33,580;0,05;0,31;-3,91
33,590;0,06;0,27;-3,86
33,600;0,06;0,24;-3,85
33,610;0,06;0,20;-3,99
33,620;0,06;0,16;-4,16
33,630;0,07;0,11;-4,12
33,640;0,07;0,07;-3,96
33,650;0,07;0,04;-3,94
33,660;0,07;0,00;-4,14
33,670;0,07;-0,05;-4,35
33,680;0,07;-0,09;-4,37
33,690;0,06;-0,14;-4,19
33,700;0,06;-0,18;-3,93
33,710;0,06;-0,21;-3,83
33,720;0,06;-0,25;-3,84
33,730;0,06;-0,29;-3,77
33,740;0,05;-0,33;-3,48
33,750;0,05;-0,36;-3,13
33,760;0,05;-0,39;-2,93
33,770;0,04;-0,42;-2,85
33,780;0,04;-0,45;-2,67
33,790;0,03;-0,47;-2,38
33,800;0,03;-0,49;-2,09
33,810;0,02;-0,52;-1,81
33,820;0,02;-0,53;-1,47
33,830;0,01;-0,54;-1,09
33,840;0,01;-0,55;-0,74
33,850;9,96E-4;-0,56;-0,50
33,860;0,00;-0,56;-0,27
33,870;-0,01;-0,57;0,06
33,880;-0,02;-0,56;0,51
33,890;-0,02;-0,56;0,77
33,900;-0,03;-0,54;0,67
33,910;-0,03;-0,54;0,64
33,920;-0,04;-0,54;1,10
33,930;-0,04;-0,52;1,84
33,940;-0,05;-0,50;2,20
33,950;-0,05;-0,47;2,32
33,960;-0,06;-0,46;2,77
33,970;-0,06;-0,42;2,99
33,980;-0,07;-0,38;2,74
33,990;-0,07;-0,37;2,67
34,000;-0,07;-0,34;2,97
34,010;-0,08;-0,30;2,92
34,020;-0,08;-0,27;2,18
34,030;-0,08;-0,27;2,56
34,040;-0,09;-0,25;4,48
34,050;-0,09;-0,17;6,36
34,060;-0,09;-0,10;6,49
34,070;-0,09;-0,03;5,24
34,080;-0,09;0,00;4,03
34,090;-0,09;0,04;3,00
34,100;-0,09;0,07;2,28
34,110;-0,09;0,08;1,67
34,120;-0,09;0,10;2,39
34,130;-0,09;0,11;4,60
34,140;-0,08;0,18;6,75
34,150;-0,08;0,27;6,56
34,160;-0,08;0,34;3,97
34,170;-0,07;0,35;1,39
34,180;-0,07;0,35;1,09
34,190;-0,07;0,35;2,66
34,200;-0,06;0,40;3,57
34,210;-0,06;0,45;3,06
34,220;-0,06;0,46;1,43
34,230;-0,05;0,48;0,68
34,240;-0,05;0,46;1,12
34,250;-0,04;0,49;1,55
34,260;-0,04;0,52;1,26
34,270;-0,03;0,52;0,27
34,280;-0,03;0,51;-0,24
34,290;-0,02;0,51;-0,21
34,300;-0,02;0,51;0,00
34,310;-0,01;0,51;0,07
34,320;-0,01;0,51;-0,14
34,330;-4,63E-4;0,51;-0,66
34,340;0,00;0,50;-1,26
34,350;0,01;0,48;-1,60
34,360;0,01;0,47;-1,75
34,370;0,02;0,45;-1,88
34,380;0,02;0,43;-2,12
34,390;0,03;0,41;-2,32
34,400;0,03;0,38;-2,41
34,410;0,04;0,36;-2,54
34,420;0,04;0,33;-2,83
34,430;0,04;0,30;-3,18
34,440;0,04;0,27;-3,34
34,450;0,05;0,23;-3,34
34,460;0,05;0,20;-3,33
34,470;0,05;0,17;-3,38
34,480;0,05;0,13;-3,44
34,490;0,05;0,10;-3,43
34,500;0,05;0,06;-3,51
34,510;0,06;0,03;-3,71
34,520;0,06;-0,01;-3,88
34,530;0,05;-0,05;-3,81
34,540;0,05;-0,09;-3,51
34,550;0,05;-0,12;-3,30
34,560;0,05;-0,15;-3,29
34,570;0,05;-0,19;-3,40
34,580;0,05;-0,22;-3,42
34,590;0,05;-0,26;-3,24
34,600;0,04;-0,29;-2,90
34,610;0,04;-0,31;-2,60
34,620;0,04;-0,34;-2,49
34,630;0,03;-0,36;-2,51
34,640;0,03;-0,39;-2,38
34,650;0,03;-0,41;-2,05
34,660;0,02;-0,43;-1,66
34,670;0,02;-0,44;-1,32
34,680;0,01;-0,46;-1,07
34,690;0,01;-0,46;-0,88
34,700;0,00;-0,47;-0,73
34,710;0,00;-0,48;-0,64
34,720;-0,01;-0,48;-0,51
34,730;-0,01;-0,49;-0,19
34,740;-0,02;-0,49;0,34
34,750;-0,02;-0,48;0,84
34,760;-0,03;-0,47;1,13
34,770;-0,03;-0,46;1,41
34,780;-0,04;-0,45;1,83
34,790;-0,04;-0,42;1,74
34,800;-0,04;-0,40;0,84
34,810;-0,05;-0,40;0,46
34,820;-0,05;-0,42;1,38
34,830;-0,06;-0,38;2,87
34,840;-0,06;-0,34;3,70
34,850;-0,06;-0,31;3,54
34,860;-0,07;-0,27;2,94
34,870;-0,07;-0,24;1,84
34,880;-0,07;-0,23;1,48
34,890;-0,07;-0,23;2,96
34,900;-0,08;-0,19;5,35
34,910;-0,08;-0,11;6,30
34,920;-0,08;-0,03;5,06
34,930;-0,08;-0,01;2,83
34,940;-0,08;0,02;1,75
34,950;-0,08;0,01;2,76
34,960;-0,08;0,05;3,66
34,970;-0,08;0,12;3,20
34,980;-0,07;0,13;1,59
34,990;-0,07;0,13;1,98
35,000;-0,07;0,14;4,59
35,010;-0,07;0,23;6,02
35,020;-0,07;0,31;4,62
35,030;-0,06;0,33;1,75
35,040;-0,06;0,32;0,39
35,050;-0,06;0,32;0,90
35,060;-0,05;0,34;1,75
35,070;-0,05;0,36;1,93
35,080;-0,05;0,38;1,60
35,090;-0,04;0,39;1,20
35,100;-0,04;0,40;1,01
35,110;-0,04;0,41;0,87
35,120;-0,03;0,42;0,73
35,130;-0,03;0,43;0,58
35,140;-0,02;0,43;0,45
35,150;-0,02;0,43;0,22
35,160;-0,01;0,44;-0,16
35,170;-0,01;0,43;-0,56
35,180;-0,01;0,42;-0,76
35,190;0,00;0,42;-0,80
35,200;0,00;0,41;-0,93
35,210;0,01;0,40;-1,21
35,220;0,01;0,39;-1,51
35,230;0,01;0,37;-1,66
35,240;0,02;0,35;-1,75
35,250;0,02;0,33;-1,88
35,260;0,02;0,31;-2,16
35,270;0,03;0,29;-2,46
35,280;0,03;0,26;-2,62
35,290;0,03;0,24;-2,67
35,300;0,04;0,21;-2,71
35,310;0,04;0,18;-2,77
35,320;0,04;0,15;-2,76
35,330;0,04;0,13;-2,80
35,340;0,04;0,10;-2,95
35,350;0,04;0,07;-3,06
35,360;0,04;0,04;-3,01
35,370;0,04;0,01;-2,96
35,380;0,04;-0,02;-3,00
35,390;0,04;-0,05;-3,11
35,400;0,04;-0,08;-3,12
35,410;0,04;-0,11;-3,02
35,420;0,04;-0,14;-2,93
35,430;0,04;-0,17;-2,84
35,440;0,04;-0,20;-2,66
35,450;0,03;-0,23;-2,36
35,460;0,03;-0,25;-2,15
35,470;0,03;-0,27;-2,15
35,480;0,03;-0,29;-2,21
35,490;0,02;-0,31;-2,13
35,500;0,02;-0,33;-1,90
35,510;0,02;-0,35;-1,57
35,520;0,01;-0,37;-1,18
35,530;0,01;-0,38;-0,87
35,540;0,01;-0,38;-0,81
35,550;0,00;-0,39;-0,92
35,560;0,00;-0,40;-0,82
35,570;-0,01;-0,41;-0,20
35,580;-0,01;-0,41;0,56
35,590;-0,01;-0,39;0,76
35,600;-0,02;-0,38;0,17
35,610;-0,02;-0,39;-0,23
35,620;-0,03;-0,40;0,26
35,630;-0,03;-0,39;0,66
35,640;-0,03;-0,37;0,76
35,650;-0,04;-0,38;0,86
35,660;-0,04;-0,36;1,59
35,670;-0,05;-0,34;2,17
35,680;-0,05;-0,31;1,90
35,690;-0,05;-0,30;2,11
35,700;-0,05;-0,29;2,73
35,710;-0,06;-0,24;3,49
35,720;-0,06;-0,21;3,63
35,730;-0,06;-0,17;3,10
35,740;-0,06;-0,14;2,52
35,750;-0,06;-0,12;1,95
35,760;-0,06;-0,11;2,07
35,770;-0,07;-0,09;2,64
35,780;-0,07;-0,05;3,15
35,790;-0,07;-0,02;3,21
35,800;-0,07;0,01;3,10
35,810;-0,07;0,04;3,17
35,820;-0,07;0,08;2,96
35,830;-0,07;0,11;2,28
35,840;-0,06;0,12;1,69
35,850;-0,06;0,13;2,09
35,860;-0,06;0,15;2,91
35,870;-0,06;0,20;3,55
35,880;-0,06;0,23;3,96
35,890;-0,06;0,27;3,99
35,900;-0,05;0,32;2,97
