"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
6,780;-0,01;0,01;-0,56
6,790;-0,01;-7,20E-4;-0,12
6,800;-0,01;0,01;0,18
6,810;-0,01;0,02;-0,25
6,820;-0,01;0,00;-0,78
6,830;-0,01;-0,01;-0,58
6,840;-0,01;-0,01;0,09
6,850;-0,01;0,00;0,23
6,860;-0,01;9,60E-4;-0,26
6,870;-0,01;-0,01;-0,65
6,880;-0,01;-0,02;-0,38
6,890;-0,01;-0,02;0,22
6,900;-0,01;-0,01;0,46
6,910;-0,01;-0,01;0,14
6,920;-0,01;-0,01;-0,42
6,930;-0,01;-0,02;-0,61
6,940;-0,01;-0,03;-0,20
6,950;-0,01;-0,02;0,50
6,960;-0,01;-0,01;0,84
6,970;-0,01;-4,78E-7;0,47
6,980;-0,01;7,16E-4;-0,09
6,990;-0,01;-0,01;-0,22
7,000;-0,01;-0,01;0,16
7,010;-0,01;0,00;0,54
7,020;-0,01;0,01;0,41
7,030;-0,01;0,01;0,06
7,040;-0,01;0,00;-0,07
7,050;-0,01;0,00;0,22
7,060;-0,01;0,01;0,49
7,070;-0,01;0,02;0,35
7,080;-0,01;0,02;0,15
7,090;-0,01;0,01;0,10
7,100;-0,01;0,02;0,06
7,110;-0,01;0,02;-0,14
7,120;-0,01;0,01;-0,21
7,130;-0,01;0,01;0,00
7,140;-0,01;0,02;-0,02
7,150;-0,01;0,02;-0,33
7,160;-0,01;0,01;-0,41
7,170;-0,01;0,00;-0,10
7,180;-0,01;0,01;-0,02
7,190;-0,01;0,01;-0,37
7,200;-0,01;0,00;-0,51
7,210;-0,01;-0,01;-0,12
7,220;-0,01;0,00;0,26
7,230;-0,01;0,00;0,00
7,240;-0,01;0,00;-0,64
7,250;-0,01;-0,01;-0,99
7,260;-0,01;-0,03;-0,63
7,270;-0,01;-0,03;0,12
7,280;-0,01;-0,02;0,50
7,290;-0,01;-0,01;0,28
7,300;-0,01;-0,01;-0,25
7,310;-0,01;-0,02;-0,66
7,320;-0,01;-0,03;-0,78
7,330;-0,01;-0,04;-0,66
7,340;-0,01;-0,04;-0,23
7,350;-0,01;-0,04;0,31
7,360;-0,01;-0,04;0,63
