"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1"
11,040;0,32;0,12
11,050;0,32;0,15
11,060;0,32;0,18
11,070;0,32;0,21
11,080;0,32;0,24
11,090;0,32;0,26
11,100;0,33;0,28
11,110;0,33;0,31
11,120;0,33;0,34
11,130;0,34;0,39
11,140;0,34;0,44
11,150;0,35;0,47
11,160;0,35;0,52
11,170;0,36;0,56
11,180;0,36;0,56
11,190;0,37;0,45
11,200;0,37;0,33
11,210;0,37;0,30
11,220;0,38;0,34
11,230;0,38;0,37
11,240;0,38;0,34
11,250;0,39;0,32
11,260;0,39;0,32
11,270;0,39;0,34
11,280;0,40;0,34
11,290;0,40;0,32
11,300;0,40;0,31
11,310;0,41;0,29
11,320;0,41;0,27
11,330;0,41;0,24
11,340;0,41;0,22
11,350;0,42;0,19
11,360;0,42;0,16
11,370;0,42;0,13
11,380;0,42;0,10
11,390;0,42;0,08
11,400;0,42;0,05
11,410;0,42;0,03
11,420;0,42;0,03
11,430;0,42;0,01
11,440;0,42;-0,04
11,450;0,42;-0,13
11,460;0,42;-0,22
11,470;0,42;-0,27
11,480;0,42;-0,28
11,490;0,41;-0,27
11,500;0,41;-0,27
11,510;0,41;-0,29
11,520;0,40;-0,30
11,530;0,40;-0,32
11,540;0,40;-0,34
11,550;0,39;-0,36
11,560;0,39;-0,37
11,570;0,39;-0,39
11,580;0,38;-0,40
11,590;0,38;-0,41
11,600;0,37;-0,41
11,610;0,37;-0,41
11,620;0,37;-0,41
11,630;0,36;-0,41
11,640;0,36;-0,41
11,650;0,35;-0,40
11,660;0,35;-0,39
11,670;0,35;-0,38
11,680;0,34;-0,36
11,690;0,34;-0,34
11,700;0,34;-0,33
11,710;0,33;-0,31
11,720;0,33;-0,29
11,730;0,33;-0,26
11,740;0,32;-0,23
11,750;0,32;-0,21
11,760;0,32;-0,18
11,770;0,32;-0,15
11,780;0,32;-0,12
11,790;0,32;-0,09
11,800;0,32;-0,06
11,810;0,31;-0,03
11,820;0,31;0,01
11,830;0,32;0,03
11,840;0,32;0,07
11,850;0,32;0,10
11,860;0,32;0,13
11,870;0,32;0,16
11,880;0,32;0,19
11,890;0,32;0,21
11,900;0,33;0,24
11,910;0,33;0,26
11,920;0,33;0,29
11,930;0,33;0,31
11,940;0,34;0,33
11,950;0,34;0,34
11,960;0,34;0,36
11,970;0,35;0,38
11,980;0,35;0,39
11,990;0,35;0,40
12,000;0,36;0,40
12,010;0,36;0,41
12,020;0,37;0,41
12,030;0,37;0,41
12,040;0,38;0,40
12,050;0,38;0,40
12,060;0,38;0,38
12,070;0,39;0,37
12,080;0,39;0,36
12,090;0,39;0,34
12,100;0,40;0,32
12,110;0,40;0,30
12,120;0,40;0,29
12,130;0,41;0,27
12,140;0,41;0,25
12,150;0,41;0,22
12,160;0,41;0,20
12,170;0,42;0,17
12,180;0,42;0,14
12,190;0,42;0,12
12,200;0,42;0,08
12,210;0,42;0,05
12,220;0,42;0,30
12,230;0,42;0,40
12,240;0,44;0,16
12,250;0,43;-0,22
12,260;0,42;-0,42
12,270;0,42;-0,28
12,280;0,42;-0,25
12,290;0,42;-0,24
12,300;0,41;-0,22
12,310;0,41;-0,25
12,320;0,41;-0,27
12,330;0,41;-0,28
12,340;0,40;-0,29
12,350;0,40;-0,30
12,360;0,40;-0,29
12,370;0,39;-0,30
12,380;0,39;-0,32
12,390;0,39;-0,36
12,400;0,38;-0,39
12,410;0,38;-0,39
12,420;0,38;-0,40
12,430;0,37;-0,39
12,440;0,37;-0,38
12,450;0,36;-0,35
12,460;0,36;-0,34
12,470;0,36;-0,38
12,480;0,35;-0,42
12,490;0,35;-0,43
12,500;0,34;-0,39
12,510;0,34;-0,38
12,520;0,34;-0,38
12,530;0,33;-0,36
12,540;0,33;-0,31
12,550;0,33;-0,26
12,560;0,32;-0,23
12,570;0,32;-0,20
12,580;0,32;-0,17
12,590;0,32;-0,14
12,600;0,32;-0,11
12,610;0,32;-0,08
12,620;0,32;-0,05
12,630;0,32;-0,02
12,640;0,32;0,01
12,650;0,32;0,05
12,660;0,32;0,07
12,670;0,32;0,10
12,680;0,32;0,13
12,690;0,32;0,16
12,700;0,32;0,19
12,710;0,32;0,22
12,720;0,33;0,24
12,730;0,33;0,27
12,740;0,33;0,29
12,750;0,34;0,31
12,760;0,34;0,33
12,770;0,34;0,34
12,780;0,35;0,35
12,790;0,35;0,37
12,800;0,35;0,38
12,810;0,36;0,38
12,820;0,36;0,39
12,830;0,36;0,39
12,840;0,37;0,39
12,850;0,37;0,39
12,860;0,38;0,39
12,870;0,38;0,38
12,880;0,38;0,37
12,890;0,39;0,36
12,900;0,39;0,34
12,910;0,39;0,33
12,920;0,40;0,32
12,930;0,40;0,29
12,940;0,40;0,27
12,950;0,41;0,26
12,960;0,41;0,24
12,970;0,41;0,21
12,980;0,41;0,18
12,990;0,41;0,16
13,000;0,42;0,13
13,010;0,42;0,10
13,020;0,42;0,08
13,030;0,42;0,05
13,040;0,42;0,02
13,050;0,42;-0,01
13,060;0,42;-0,05
13,070;0,42;-0,07
13,080;0,42;-0,10
13,090;0,42;-0,13
13,100;0,41;-0,16
13,110;0,41;-0,19
13,120;0,41;-0,21
13,130;0,41;-0,24
13,140;0,41;-0,25
13,150;0,40;-0,27
13,160;0,40;-0,29
13,170;0,40;-0,31
13,180;0,39;-0,33
13,190;0,39;-0,35
13,200;0,39;-0,36
13,210;0,38;-0,38
13,220;0,38;-0,39
13,230;0,38;-0,40
13,240;0,37;-0,39
13,250;0,37;-0,39
13,260;0,36;-0,39
13,270;0,36;-0,39
13,280;0,36;-0,39
13,290;0,35;-0,37
13,300;0,35;-0,36
13,310;0,35;-0,35
13,320;0,34;-0,33
13,330;0,34;-0,32
13,340;0,34;-0,30
13,350;0,33;-0,28
13,360;0,33;-0,25
13,370;0,33;-0,23
13,380;0,33;-0,20
13,390;0,32;-0,17
13,400;0,32;-0,15
13,410;0,32;-0,12
13,420;0,32;-0,09
13,430;0,32;-0,05
13,440;0,32;-0,01
13,450;0,32;0,05
13,460;0,32;0,09
13,470;0,32;0,10
13,480;0,32;0,11
13,490;0,32;0,12
13,500;0,32;0,15
13,510;0,33;0,17
13,520;0,33;0,19
13,530;0,33;0,21
13,540;0,33;0,23
13,550;0,33;0,25
13,560;0,34;0,27
13,570;0,34;0,27
13,580;0,34;0,28
13,590;0,34;0,28
13,600;0,35;0,31
13,610;0,35;0,34
13,620;0,35;0,35
13,630;0,36;0,37
13,640;0,36;0,37
13,650;0,37;0,38
13,660;0,37;0,38
13,670;0,37;0,38
13,680;0,38;0,38
13,690;0,38;0,37
13,700;0,38;0,36
13,710;0,39;0,35
13,720;0,39;0,33
13,730;0,39;0,32
13,740;0,40;0,30
13,750;0,40;0,28
13,760;0,40;0,26
13,770;0,41;0,25
13,780;0,41;0,23
13,790;0,41;0,20
13,800;0,41;0,17
13,810;0,41;0,14
13,820;0,42;0,12
13,830;0,42;0,09
13,840;0,42;0,06
13,850;0,42;0,03
13,860;0,42;9,56E-4
13,870;0,42;-0,03
13,880;0,42;-0,06
13,890;0,42;-0,09
13,900;0,42;-0,11
13,910;0,41;-0,14
13,920;0,41;-0,17
13,930;0,41;-0,20
13,940;0,41;-0,22
13,950;0,41;-0,24
13,960;0,40;-0,26
13,970;0,40;-0,27
13,980;0,40;-0,29
13,990;0,39;-0,31
14,000;0,39;-0,33
14,010;0,39;-0,34
14,020;0,38;-0,35
14,030;0,38;-0,36
14,040;0,38;-0,37
14,050;0,37;-0,37
14,060;0,37;-0,37
14,070;0,37;-0,37
14,080;0,36;-0,37
14,090;0,36;-0,37
14,100;0,36;-0,36
14,110;0,35;-0,35
14,120;0,35;-0,34
14,130;0,34;-0,33
14,140;0,34;-0,31
14,150;0,34;-0,29
14,160;0,34;-0,28
14,170;0,33;-0,26
14,180;0,33;-0,23
14,190;0,33;-0,21
14,200;0,33;-0,19
14,210;0,32;-0,16
14,220;0,32;-0,14
14,230;0,32;-0,11
14,240;0,32;-0,08
14,250;0,32;-0,05
14,260;0,32;-0,03
14,270;0,32;0,00
14,280;0,32;0,03
14,290;0,32;0,06
14,300;0,32;0,09
14,310;0,32;0,12
14,320;0,32;0,14
14,330;0,33;0,17
14,340;0,33;0,19
14,350;0,33;0,21
14,360;0,33;0,24
14,370;0,33;0,26
14,380;0,34;0,28
14,390;0,34;0,30
14,400;0,34;0,31
14,410;0,35;0,33
14,420;0,35;0,34
14,430;0,35;0,35
14,440;0,36;0,38
14,450;0,36;0,42
14,460;0,36;0,44
14,470;0,37;0,43
14,480;0,37;0,52
14,490;0,38;0,63
14,500;0,39;0,59
14,510;0,39;0,38
14,520;0,39;0,16
14,530;0,39;0,15
14,540;0,40;0,18
14,550;0,40;0,18
14,560;0,40;0,20
14,570;0,40;0,21
14,580;0,40;0,23
14,590;0,41;0,22
14,600;0,41;0,20
14,610;0,41;0,18
14,620;0,41;0,15
14,630;0,41;0,13
14,640;0,41;0,11
14,650;0,42;0,08
14,660;0,42;0,05
14,670;0,42;0,02
14,680;0,42;-0,01
14,690;0,42;0,00
14,700;0,42;0,02
14,710;0,42;-0,01
14,720;0,42;-0,13
14,730;0,41;-0,25
14,740;0,41;-0,28
14,750;0,41;-0,25
14,760;0,41;-0,22
14,770;0,40;-0,23
14,780;0,40;-0,24
14,790;0,40;-0,27
14,800;0,40;-0,30
14,810;0,39;-0,31
14,820;0,39;-0,33
14,830;0,39;-0,33
14,840;0,38;-0,34
14,850;0,38;-0,35
14,860;0,38;-0,36
14,870;0,37;-0,36
14,880;0,37;-0,37
14,890;0,37;-0,37
14,900;0,36;-0,36
14,910;0,36;-0,35
14,920;0,35;-0,35
14,930;0,35;-0,34
14,940;0,35;-0,33
14,950;0,34;-0,31
14,960;0,34;-0,30
14,970;0,34;-0,28
14,980;0,34;-0,26
14,990;0,33;-0,24
15,000;0,33;-0,22
15,010;0,33;-0,20
15,020;0,33;-0,17
15,030;0,33;-0,15
15,040;0,32;-0,12
15,050;0,32;-0,10
15,060;0,32;-0,07
15,070;0,32;-0,05
15,080;0,32;-0,02
15,090;0,32;0,01
15,100;0,32;0,04
15,110;0,32;0,07
15,120;0,32;0,10
15,130;0,32;0,13
15,140;0,33;0,15
15,150;0,33;0,18
15,160;0,33;0,20
15,170;0,33;0,22
15,180;0,33;0,24
15,190;0,34;0,26
15,200;0,34;0,28
15,210;0,34;0,29
15,220;0,34;0,31
15,230;0,35;0,33
15,240;0,35;0,34
15,250;0,35;0,35
15,260;0,36;0,36
15,270;0,36;0,36
15,280;0,37;0,36
15,290;0,37;0,36
15,300;0,37;0,36
15,310;0,38;0,36
15,320;0,38;0,35
15,330;0,38;0,34
15,340;0,39;0,33
15,350;0,39;0,32
15,360;0,39;0,30
15,370;0,40;0,28
15,380;0,40;0,26
15,390;0,40;0,24
15,400;0,40;0,22
15,410;0,41;0,20
15,420;0,41;0,18
15,430;0,41;0,16
15,440;0,41;0,14
15,450;0,41;0,12
15,460;0,41;0,09
15,470;0,41;0,06
15,480;0,41;0,03
15,490;0,41;0,00
15,500;0,41;-0,02
15,510;0,41;-0,05
15,520;0,41;-0,08
15,530;0,41;-0,10
15,540;0,41;-0,13
15,550;0,41;-0,15
15,560;0,41;-0,17
15,570;0,41;-0,16
15,580;0,40;-0,14
15,590;0,40;-0,14
15,600;0,40;-0,13
15,610;0,40;-0,13
15,620;0,40;-0,12
15,630;0,40;-0,15
15,640;0,40;-0,21
15,650;0,39;-0,27
15,660;0,39;-0,33
15,670;0,39;-0,34
15,680;0,38;-0,40
15,690;0,38;-0,45
15,700;0,37;-0,46
15,710;0,37;-0,41
15,720;0,37;-0,36
15,730;0,36;-0,35
15,740;0,36;-0,39
15,750;0,36;-0,44
15,760;0,35;-0,44
15,770;0,35;-0,40
15,780;0,34;-0,36
15,790;0,34;-0,35
15,800;0,34;-0,31
15,810;0,33;-0,26
15,820;0,33;-0,21
15,830;0,33;-0,19
15,840;0,33;-0,16
15,850;0,33;-0,13
15,860;0,32;-0,11
15,870;0,32;-0,08
15,880;0,32;-0,06
15,890;0,32;-0,03
15,900;0,32;0,00
15,910;0,32;0,03
15,920;0,32;0,05
15,930;0,32;0,08
15,940;0,32;0,10
15,950;0,33;0,13
15,960;0,33;0,16
15,970;0,33;0,18
15,980;0,33;0,20
15,990;0,33;0,22
16,000;0,34;0,24
16,010;0,34;0,26
16,020;0,34;0,28
16,030;0,34;0,30
16,040;0,35;0,31
16,050;0,35;0,32
16,060;0,35;0,33
16,070;0,36;0,33
16,080;0,36;0,34
16,090;0,36;0,34
16,100;0,37;0,34
16,110;0,37;0,34
16,120;0,37;0,34
16,130;0,38;0,34
16,140;0,38;0,33
16,150;0,38;0,32
16,160;0,39;0,31
16,170;0,39;0,30
16,180;0,39;0,29
16,190;0,40;0,27
16,200;0,40;0,25
16,210;0,40;0,23
16,220;0,40;0,21
16,230;0,40;0,19
16,240;0,41;0,17
16,250;0,41;0,15
16,260;0,41;0,13
16,270;0,41;0,10
16,280;0,41;0,08
16,290;0,41;0,05
16,300;0,41;0,03
16,310;0,41;2,26E-4
16,320;0,41;-0,03
16,330;0,41;-0,05
16,340;0,41;-0,08
16,350;0,41;-0,10
16,360;0,41;-0,13
16,370;0,41;-0,15
16,380;0,41;-0,17
16,390;0,40;-0,19
16,400;0,40;-0,21
16,410;0,40;-0,23
16,420;0,40;-0,25
16,430;0,40;-0,26
16,440;0,39;-0,28
16,450;0,39;-0,30
16,460;0,39;-0,31
16,470;0,38;-0,32
16,480;0,38;-0,33
16,490;0,38;-0,34
16,500;0,37;-0,34
16,510;0,37;-0,34
16,520;0,37;-0,34
16,530;0,36;-0,34
16,540;0,36;-0,34
16,550;0,36;-0,34
16,560;0,35;-0,33
16,570;0,35;-0,32
16,580;0,35;-0,30
16,590;0,34;-0,29
16,600;0,34;-0,27
16,610;0,34;-0,26
16,620;0,34;-0,24
16,630;0,33;-0,22
16,640;0,33;-0,20
16,650;0,33;-0,17
16,660;0,33;-0,15
16,670;0,33;-0,12
16,680;0,33;-0,10
16,690;0,32;-0,07
16,700;0,32;-0,04
16,710;0,32;-0,02
16,720;0,32;0,01
16,730;0,32;0,04
16,740;0,32;0,07
16,750;0,33;0,10
16,760;0,33;0,15
16,770;0,33;0,20
16,780;0,33;0,22
16,790;0,33;0,22
16,800;0,33;0,22
16,810;0,34;0,24
16,820;0,34;0,26
16,830;0,34;0,27
16,840;0,35;0,27
16,850;0,35;0,27
16,860;0,35;0,28
16,870;0,35;0,29
16,880;0,36;0,29
16,890;0,36;0,29
16,900;0,36;0,29
16,910;0,36;0,29
16,920;0,37;0,31
16,930;0,37;0,33
16,940;0,37;0,33
16,950;0,38;0,32
16,960;0,38;0,32
16,970;0,38;0,31
16,980;0,39;0,30
16,990;0,39;0,28
17,000;0,39;0,28
17,010;0,40;0,26
17,020;0,40;0,24
17,030;0,40;0,22
17,040;0,40;0,20
17,050;0,40;0,18
17,060;0,41;0,17
17,070;0,41;0,15
17,080;0,41;0,12
17,090;0,41;0,09
17,100;0,41;0,06
17,110;0,41;0,04
17,120;0,41;0,01
17,130;0,41;-0,01
17,140;0,41;-0,04
17,150;0,41;-0,07
17,160;0,41;-0,09
17,170;0,41;-0,11
17,180;0,41;-0,13
17,190;0,41;-0,16
17,200;0,40;-0,18
17,210;0,40;-0,20
17,220;0,40;-0,22
17,230;0,40;-0,24
17,240;0,40;-0,25
17,250;0,39;-0,27
17,260;0,39;-0,29
17,270;0,39;-0,30
17,280;0,38;-0,31
17,290;0,38;-0,32
17,300;0,38;-0,33
17,310;0,37;-0,33
17,320;0,37;-0,33
17,330;0,37;-0,33
17,340;0,36;-0,33
17,350;0,36;-0,33
17,360;0,36;-0,33
17,370;0,35;-0,32
17,380;0,35;-0,31
17,390;0,35;-0,29
17,400;0,35;-0,28
17,410;0,34;-0,27
17,420;0,34;-0,25
17,430;0,34;-0,23
17,440;0,34;-0,21
17,450;0,33;-0,19
17,460;0,33;-0,17
17,470;0,33;-0,15
17,480;0,33;-0,13
17,490;0,33;-0,11
17,500;0,33;-0,08
17,510;0,33;-0,05
17,520;0,33;-0,03
17,530;0,33;-0,01
17,540;0,33;0,01
17,550;0,33;0,04
17,560;0,33;0,07
17,570;0,33;0,09
17,580;0,33;0,12
17,590;0,33;0,14
17,600;0,33;0,16
17,610;0,33;0,18
17,620;0,33;0,20
17,630;0,34;0,22
17,640;0,34;0,24
17,650;0,34;0,25
17,660;0,34;0,27
17,670;0,35;0,28
17,680;0,35;0,29
17,690;0,35;0,30
17,700;0,36;0,31
17,710;0,36;0,32
17,720;0,36;0,32
17,730;0,37;0,34
17,740;0,37;0,37
17,750;0,37;0,39
17,760;0,38;0,38
17,770;0,38;0,41
17,780;0,38;0,46
17,790;0,39;0,46
17,800;0,39;0,33
17,810;0,40;0,18
17,820;0,40;0,15
17,830;0,40;0,15
17,840;0,40;0,14
17,850;0,40;0,13
17,860;0,40;0,14
17,870;0,40;0,15
17,880;0,41;0,14
17,890;0,41;0,12
17,900;0,41;0,10
17,910;0,41;0,08
17,920;0,41;0,05
17,930;0,41;0,03
17,940;0,41;0,00
17,950;0,41;-0,02
17,960;0,41;-0,04
17,970;0,41;-0,07
17,980;0,41;-0,09
17,990;0,41;-0,07
18,000;0,41;-0,05
18,010;0,41;-0,09
18,020;0,41;-0,18
18,030;0,40;-0,25
18,040;0,40;-0,27
18,050;0,40;-0,29
18,060;0,39;-0,30
18,070;0,39;-0,29
18,080;0,39;-0,28
18,090;0,39;-0,31
18,100;0,38;-0,32
18,110;0,38;-0,32
18,120;0,38;-0,32
18,130;0,37;-0,32
18,140;0,37;-0,32
18,150;0,37;-0,32
18,160;0,36;-0,32
18,170;0,36;-0,31
18,180;0,36;-0,31
18,190;0,35;-0,30
18,200;0,35;-0,29
18,210;0,35;-0,28
18,220;0,35;-0,27
18,230;0,34;-0,25
18,240;0,34;-0,24
18,250;0,34;-0,22
18,260;0,34;-0,20
18,270;0,33;-0,18
18,280;0,33;-0,17
18,290;0,33;-0,15
18,300;0,33;-0,12
18,310;0,33;-0,10
18,320;0,33;-0,07
18,330;0,33;-0,05
18,340;0,33;-0,03
18,350;0,33;0,00
18,360;0,33;0,02
18,370;0,33;0,05
18,380;0,33;0,07
18,390;0,33;0,10
18,400;0,33;0,12
18,410;0,33;0,14
18,420;0,33;0,16
18,430;0,33;0,18
18,440;0,34;0,20
18,450;0,34;0,23
18,460;0,34;0,25
18,470;0,34;0,26
18,480;0,35;0,27
18,490;0,35;0,28
18,500;0,35;0,30
18,510;0,35;0,31
18,520;0,36;0,31
18,530;0,36;0,31
18,540;0,36;0,32
18,550;0,37;0,32
18,560;0,37;0,32
18,570;0,37;0,32
18,580;0,38;0,32
18,590;0,38;0,31
18,600;0,38;0,30
18,610;0,39;0,29
18,620;0,39;0,28
18,630;0,39;0,27
18,640;0,39;0,25
18,650;0,40;0,23
18,660;0,40;0,21
18,670;0,40;0,19
18,680;0,40;0,17
18,690;0,40;0,15
18,700;0,41;0,13
18,710;0,41;0,11
18,720;0,41;0,08
18,730;0,41;0,06
18,740;0,41;0,04
18,750;0,41;0,02
18,760;0,41;-0,01
18,770;0,41;-0,04
18,780;0,41;-0,06
18,790;0,41;-0,08
18,800;0,41;-0,11
18,810;0,41;-0,12
18,820;0,40;-0,14
18,830;0,40;-0,16
18,840;0,40;-0,18
18,850;0,40;-0,18
18,860;0,40;-0,17
18,870;0,40;-0,17
18,880;0,39;-0,18
18,890;0,39;-0,16
18,900;0,39;-0,13
18,910;0,39;-0,16
18,920;0,39;-0,24
18,930;0,38;-0,31
18,940;0,38;-0,32
18,950;0,38;-0,32
18,960;0,38;-0,32
18,970;0,37;-0,31
18,980;0,37;-0,31
18,990;0,37;-0,30
19,000;0,36;-0,30
19,010;0,36;-0,29
19,020;0,36;-0,29
19,030;0,35;-0,30
19,040;0,35;-0,33
19,050;0,35;-0,35
19,060;0,34;-0,32
19,070;0,34;-0,27
19,080;0,34;-0,25
19,090;0,34;-0,25
19,100;0,33;-0,23
19,110;0,33;-0,18
19,120;0,33;-0,12
19,130;0,33;-0,09
19,140;0,33;-0,07
19,150;0,33;-0,04
19,160;0,33;-0,01
19,170;0,33;0,02
19,180;0,33;0,04
19,190;0,33;0,06
19,200;0,33;0,08
19,210;0,33;0,11
19,220;0,33;0,13
19,230;0,33;0,15
19,240;0,33;0,18
19,250;0,34;0,20
19,260;0,34;0,21
19,270;0,34;0,23
19,280;0,34;0,24
19,290;0,35;0,26
19,300;0,35;0,27
19,310;0,35;0,28
19,320;0,35;0,29
19,330;0,36;0,30
19,340;0,36;0,30
19,350;0,36;0,30
19,360;0,37;0,31
19,370;0,37;0,31
19,380;0,37;0,31
19,390;0,37;0,31
19,400;0,38;0,30
19,410;0,38;0,29
19,420;0,38;0,28
19,430;0,39;0,27
19,440;0,39;0,26
19,450;0,39;0,24
19,460;0,39;0,23
19,470;0,40;0,21
19,480;0,40;0,20
19,490;0,40;0,18
19,500;0,40;0,16
19,510;0,40;0,14
19,520;0,40;0,11
19,530;0,41;0,10
19,540;0,41;0,08
19,550;0,41;0,05
19,560;0,41;0,03
19,570;0,41;0,01
19,580;0,41;-0,01
19,590;0,41;-0,04
19,600;0,41;-0,06
19,610;0,41;-0,08
19,620;0,41;-0,10
19,630;0,40;-0,12
19,640;0,40;-0,14
19,650;0,40;-0,16
19,660;0,40;-0,18
19,670;0,40;-0,20
19,680;0,40;-0,22
19,690;0,39;-0,24
19,700;0,39;-0,25
19,710;0,39;-0,26
19,720;0,39;-0,27
19,730;0,38;-0,28
19,740;0,38;-0,29
19,750;0,38;-0,30
19,760;0,37;-0,30
19,770;0,37;-0,30
19,780;0,37;-0,30
19,790;0,37;-0,30
19,800;0,36;-0,30
19,810;0,36;-0,30
19,820;0,36;-0,30
19,830;0,35;-0,29
19,840;0,35;-0,28
19,850;0,35;-0,27
19,860;0,34;-0,25
19,870;0,34;-0,23
19,880;0,34;-0,22
19,890;0,34;-0,20
19,900;0,34;-0,18
19,910;0,33;-0,16
19,920;0,33;-0,14
19,930;0,33;-0,12
19,940;0,33;-0,10
19,950;0,33;-0,08
19,960;0,33;-0,05
19,970;0,33;-0,02
19,980;0,33;0,01
19,990;0,33;0,04
20,000;0,33;0,09
20,010;0,33;0,14
20,020;0,33;0,16
20,030;0,33;0,16
20,040;0,34;0,16
20,050;0,34;0,18
20,060;0,34;0,20
20,070;0,34;0,24
20,080;0,34;0,29
20,090;0,35;0,31
20,100;0,35;0,29
20,110;0,35;0,27
20,120;0,36;0,27
20,130;0,36;0,28
20,140;0,36;0,28
20,150;0,36;0,29
20,160;0,37;0,29
20,170;0,37;0,30
20,180;0,37;0,30
20,190;0,38;0,24
20,200;0,38;0,17
20,210;0,38;0,15
20,220;0,38;0,20
20,230;0,38;0,25
20,240;0,39;0,23
20,250;0,39;0,21
20,260;0,39;0,21
20,270;0,39;0,22
20,280;0,39;0,21
20,290;0,40;0,20
20,300;0,40;0,19
20,310;0,40;0,17
20,320;0,40;0,15
20,330;0,40;0,13
20,340;0,40;0,11
20,350;0,41;0,09
20,360;0,41;0,07
20,370;0,41;0,05
20,380;0,41;0,03
20,390;0,41;0,00
20,400;0,41;-0,02
20,410;0,41;-0,05
20,420;0,41;-0,07
20,430;0,41;-0,09
20,440;0,40;-0,11
20,450;0,40;-0,13
20,460;0,40;-0,15
20,470;0,40;-0,17
20,480;0,40;-0,19
20,490;0,40;-0,21
20,500;0,39;-0,22
20,510;0,39;-0,23
20,520;0,39;-0,25
20,530;0,39;-0,27
20,540;0,38;-0,28
20,550;0,38;-0,29
20,560;0,38;-0,29
20,570;0,38;-0,29
20,580;0,37;-0,30
20,590;0,37;-0,30
20,600;0,37;-0,30
20,610;0,36;-0,30
20,620;0,36;-0,29
20,630;0,36;-0,29
20,640;0,35;-0,28
20,650;0,35;-0,27
20,660;0,35;-0,26
20,670;0,35;-0,25
20,680;0,34;-0,23
20,690;0,34;-0,21
20,700;0,34;-0,20
20,710;0,34;-0,18
20,720;0,34;-0,17
20,730;0,34;-0,15
20,740;0,33;-0,13
20,750;0,33;-0,11
20,760;0,33;-0,08
20,770;0,33;-0,06
20,780;0,33;-0,04
20,790;0,33;-0,01
20,800;0,33;0,01
20,810;0,33;0,03
20,820;0,33;0,05
20,830;0,33;0,08
20,840;0,33;0,10
20,850;0,33;0,12
20,860;0,33;0,14
20,870;0,34;0,15
20,880;0,34;0,17
20,890;0,34;0,19
20,900;0,34;0,21
20,910;0,34;0,22
20,920;0,35;0,24
20,930;0,35;0,25
20,940;0,35;0,26
20,950;0,35;0,27
20,960;0,36;0,28
20,970;0,36;0,28
20,980;0,36;0,29
20,990;0,36;0,29
21,000;0,37;0,29
21,010;0,37;0,30
21,020;0,37;0,31
21,030;0,38;0,33
21,040;0,38;0,34
21,050;0,38;0,33
21,060;0,39;0,37
21,070;0,39;0,36
21,080;0,40;0,28
21,090;0,40;0,18
21,100;0,40;0,11
21,110;0,40;0,12
21,120;0,40;0,10
21,130;0,40;0,11
21,140;0,40;0,12
21,150;0,40;0,11
21,160;0,40;0,09
21,170;0,41;0,07
21,180;0,41;0,05
21,190;0,41;0,03
21,200;0,41;0,01
21,210;0,41;-0,01
21,220;0,41;-0,03
21,230;0,41;-0,05
21,240;0,41;-0,07
21,250;0,40;-0,09
21,260;0,40;-0,11
21,270;0,40;-0,12
21,280;0,40;-0,10
21,290;0,40;-0,10
21,300;0,40;-0,07
21,310;0,40;-0,13
21,320;0,40;-0,24
21,330;0,39;-0,33
21,340;0,39;-0,34
21,350;0,39;-0,30
21,360;0,38;-0,33
21,370;0,38;-0,34
21,380;0,38;-0,32
21,390;0,37;-0,30
21,400;0,37;-0,29
21,410;0,37;-0,29
21,420;0,37;-0,29
21,430;0,36;-0,28
21,440;0,36;-0,28
21,450;0,36;-0,27
21,460;0,35;-0,26
21,470;0,35;-0,26
21,480;0,35;-0,25
21,490;0,35;-0,23
21,500;0,34;-0,22
21,510;0,34;-0,20
21,520;0,34;-0,18
21,530;0,34;-0,17
21,540;0,34;-0,15
21,550;0,34;-0,13
21,560;0,33;-0,11
21,570;0,33;-0,09
21,580;0,33;-0,07
21,590;0,33;-0,05
21,600;0,33;-0,03
21,610;0,33;-0,01
21,620;0,33;0,02
21,630;0,33;0,04
21,640;0,33;0,06
21,650;0,33;0,08
21,660;0,33;0,10
21,670;0,33;0,12
21,680;0,34;0,14
21,690;0,34;0,16
21,700;0,34;0,18
21,710;0,34;0,20
21,720;0,34;0,21
21,730;0,35;0,23
21,740;0,35;0,24
21,750;0,35;0,25
21,760;0,35;0,26
21,770;0,36;0,27
21,780;0,36;0,27
21,790;0,36;0,28
21,800;0,36;0,28
21,810;0,37;0,29
21,820;0,37;0,29
21,830;0,37;0,29
21,840;0,38;0,28
21,850;0,38;0,28
21,860;0,38;0,27
21,870;0,38;0,26
21,880;0,39;0,25
21,890;0,39;0,24
21,900;0,39;0,23
21,910;0,39;0,21
21,920;0,40;0,20
21,930;0,40;0,18
21,940;0,40;0,17
21,950;0,40;0,15
21,960;0,40;0,12
21,970;0,40;0,10
21,980;0,40;0,08
21,990;0,40;0,06
22,000;0,40;0,04
22,010;0,41;0,02
22,020;0,41;0,00
22,030;0,41;-0,02
22,040;0,40;-0,04
22,050;0,40;-0,06
22,060;0,40;-0,08
22,070;0,40;-0,10
22,080;0,40;-0,12
22,090;0,40;-0,14
22,100;0,40;-0,16
22,110;0,40;-0,18
22,120;0,39;-0,19
22,130;0,39;-0,18
22,140;0,39;-0,17
22,150;0,39;-0,17
22,160;0,39;-0,20
22,170;0,39;-0,23
22,180;0,38;-0,24
22,190;0,38;-0,20
22,200;0,38;-0,17
22,210;0,38;-0,17
