"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
0,570;-0,04;0,02;1,98
0,580;-0,04;0,04;1,68
0,590;-0,04;0,06;0,93
0,600;-0,04;0,05;0,56
0,610;-0,03;0,07;0,74
0,620;-0,03;0,07;1,06
0,630;-0,03;0,08;0,96
0,640;-0,03;0,10;0,87
0,650;-0,03;0,10;0,73
0,660;-0,03;0,11;0,53
0,670;-0,03;0,11;0,47
0,680;-0,03;0,11;0,51
0,690;-0,03;0,12;0,68
0,700;-0,03;0,13;0,60
0,710;-0,02;0,14;0,29
0,720;-0,02;0,13;0,19
0,730;-0,02;0,14;0,23
0,740;-0,02;0,14;0,28
0,750;-0,02;0,14;0,33
0,760;-0,02;0,15;0,36
0,770;-0,02;0,15;0,08
0,780;-0,01;0,15;-0,33
0,790;-0,01;0,14;-0,40
0,800;-0,01;0,14;-0,14
0,810;-0,01;0,14;-0,11
0,820;-0,01;0,14;-0,46
0,830;-0,01;0,13;-0,68
0,840;-0,01;0,12;-0,59
0,850;0,00;0,12;-0,38
0,860;0,00;0,12;-0,40
0,870;0,00;0,12;-0,79
0,880;0,00;0,10;-1,11
0,890;-2,62E-4;0,09;-1,03
0,900;6,13E-4;0,08;-0,68
0,910;0,00;0,08;-0,51
0,920;0,00;0,07;-0,66
0,930;0,00;0,06;-0,76
0,940;0,00;0,05;-0,76
0,950;0,00;0,05;-0,80
0,960;0,00;0,04;-0,95
0,970;0,00;0,03;-1,06
0,980;0,00;0,02;-1,01
0,990;0,01;0,01;-0,91
1,000;0,01;7,60E-4;-0,86
1,010;0,01;-0,01;-0,86
1,020;0,00;-0,02;-0,86
1,030;0,00;-0,03;-0,83
1,040;0,00;-0,03;-0,68
1,050;0,00;-0,04;-0,53
1,060;0,00;-0,04;-0,47
1,070;0,00;-0,05;-0,53
1,080;0,00;-0,05;-0,53
1,090;0,00;-0,06;-0,48
1,100;0,00;-0,06;-0,48
1,110;9,05E-4;-0,07;-0,48
1,120;2,32E-4;-0,07;-0,44
1,130;-6,43E-4;-0,08;-0,33
1,140;0,00;-0,08;-0,33
1,150;0,00;-0,08;-0,38
1,160;0,00;-0,09;-0,39
1,170;0,00;-0,09;-0,34
1,180;0,00;-0,09;-0,25
1,190;-0,01;-0,10;-0,15
1,200;-0,01;-0,10;-0,05
1,210;-0,01;-0,10;-2,22E-14
1,220;-0,01;-0,10;0,00
1,230;-0,01;-0,10;0,04
1,240;-0,01;-0,10;0,14
1,250;-0,01;-0,09;0,24
1,260;-0,01;-0,09;0,29
1,270;-0,01;-0,09;0,28
1,280;-0,01;-0,09;0,33
1,290;-0,02;-0,08;0,42
1,300;-0,02;-0,08;0,53
1,310;-0,02;-0,07;0,53
1,320;-0,02;-0,07;0,44
1,330;-0,02;-0,06;0,34
1,340;-0,02;-0,06;0,25
1,350;-0,02;-0,06;0,14
1,360;-0,02;-0,06;0,16
1,370;-0,02;-0,06;0,49
1,380;-0,02;-0,05;0,96
1,390;-0,02;-0,04;1,00
1,400;-0,02;-0,02;0,46
1,410;-0,02;-0,03;0,07
1,420;-0,02;-0,03;0,39
1,430;-0,02;-0,02;0,92
1,440;-0,02;0,00;0,76
1,450;-0,02;6,91E-4;0,15
1,460;-0,02;-0,01;-0,03
1,470;-0,02;-0,01;0,31
1,480;-0,02;0,00;0,62
1,490;-0,02;0,01;0,59
1,500;-0,02;0,01;0,40
1,510;-0,02;0,02;0,20
1,520;-0,02;0,02;0,08
1,530;-0,02;0,02;0,27
1,540;-0,02;0,02;0,53
1,550;-0,02;0,03;0,54
1,560;-0,02;0,03;0,40
1,570;-0,02;0,03;0,19
1,580;-0,02;0,04;0,23
1,590;-0,02;0,04;0,29
1,600;-0,02;0,05;0,19
1,610;-0,02;0,05;0,19
1,620;-0,02;0,04;0,14
1,630;-0,02;0,05;0,21
1,640;-0,02;0,05;0,02
1,650;-0,02;0,05;-0,25
1,660;-0,02;0,04;-0,16
1,670;-0,02;0,04;0,03
1,680;-0,02;0,05;0,30
1,690;-0,02;0,05;0,16
1,700;-0,02;0,06;-0,08
1,710;-0,01;0,05;-0,29
1,720;-0,01;0,05;-0,31
1,730;-0,01;0,04;-0,01
1,740;-0,01;0,04;0,10
1,750;-0,01;0,05;0,07
1,760;-0,01;0,04;-0,23
1,770;-0,01;0,04;-0,39
1,780;-0,01;0,03;-0,29
1,790;-0,01;0,03;-0,24
1,800;-0,01;0,03;-0,19
1,810;-0,01;0,03;-0,23
1,820;-0,01;0,03;-0,28
1,830;-0,01;0,03;-0,37
1,840;-0,01;0,02;-0,49
1,850;-0,01;0,01;-0,39
1,860;-0,01;0,01;-0,24
1,870;-0,01;0,01;-0,19
1,880;-0,01;0,01;-0,19
1,890;-0,01;0,01;-0,19
1,900;-0,01;0,01;-0,23
1,910;-0,01;0,00;-0,29
1,920;-0,01;0,00;-0,25
1,930;-0,01;0,00;-0,14
1,940;-0,01;0,00;-0,14
1,950;-0,01;-0,01;-0,23
1,960;-0,01;-0,01;-0,33
1,970;-0,01;-0,01;-0,39
1,980;-0,01;-0,02;-0,31
1,990;-0,01;-0,02;-0,06
2,000;-0,01;-0,02;0,15
2,010;-0,01;-0,01;0,11
2,020;-0,01;-0,01;-0,05
2,030;-0,01;-0,02;-0,06
2,040;-0,01;-0,02;0,08
2,050;-0,01;-0,01;0,24
2,060;-0,01;-0,01;0,25
2,070;-0,01;-0,01;0,15
2,080;-0,01;-0,01;0,09
2,090;-0,01;-0,01;0,14
2,100;-0,01;-0,01;0,24
2,110;-0,01;0,00;0,25
2,120;-0,01;0,00;0,15
2,130;-0,01;0,00;0,05
2,140;-0,01;0,00;0,04
2,150;-0,01;-2,40E-4;0,10
2,160;-0,01;0,00;0,10
2,170;-0,01;0,00;0,05
2,180;-0,01;0,00;0,04
2,190;-0,01;0,00;0,14
2,200;-0,01;0,01;0,19
2,210;-0,01;0,01;0,19
2,220;-0,01;0,01;0,19
2,230;-0,01;0,01;0,24
2,240;-0,01;0,01;0,25
2,250;-0,01;0,02;0,15
2,260;-0,01;0,02;0,05
2,270;-0,01;0,02;0,04
2,280;-0,01;0,02;0,10
2,290;-0,01;0,02;0,10
2,300;-0,01;0,02;0,06
2,310;-0,01;0,02;-0,04
2,320;-0,01;0,02;-0,14
2,330;-0,01;0,02;-0,24
2,340;-0,01;0,01;-0,21
2,350;-0,01;0,01;-0,01
2,360;-0,01;0,01;0,10
2,370;-0,01;0,02;0,02
2,380;-0,01;0,01;-0,19
2,390;-0,01;0,01;-0,24
2,400;-0,01;0,01;-0,19
2,410;-0,01;0,01;-0,19
2,420;-0,01;0,01;-0,19
2,430;-0,01;0,00;-0,19
2,440;-0,01;0,00;-0,23
2,450;-0,01;4,85E-4;-0,38
2,460;-0,01;-0,01;-0,44
2,470;-0,01;-0,01;-0,33
2,480;-0,01;-0,01;-0,36
2,490;-0,01;-0,01;-0,61
2,500;-0,01;-0,03;-0,74
2,510;-0,01;-0,03;-0,46
2,520;-0,01;-0,03;-0,05
2,530;-0,01;-0,03;0,02
2,540;-0,01;-0,03;-0,26
2,550;-0,01;-0,04;-0,62
2,560;-0,01;-0,05;-0,66
2,570;-0,01;-0,05;-0,23
2,580;-0,01;-0,05;0,28
2,590;-0,01;-0,04;0,37
2,600;-0,01;-0,04;-0,06
2,610;-0,01;-0,05;-0,51
2,620;-0,01;-0,05;-0,68
2,630;-0,01;-0,06;-0,55
2,640;-0,01;-0,07;-0,23
2,650;-0,02;-0,07;0,21
2,660;-0,02;-0,06;0,58
2,670;-0,02;-0,05;0,56
2,680;-0,02;-0,05;0,18
2,690;-0,02;-0,05;-0,27
2,700;-0,02;-0,05;-0,48
2,710;-0,02;-0,06;-0,45
2,720;-0,02;-0,06;-0,23
2,730;-0,02;-0,07;0,28
2,740;-0,02;-0,06;0,94
2,750;-0,02;-0,04;1,24
2,760;-0,02;-0,03;0,74
2,770;-0,02;-0,02;-0,20
2,780;-0,02;-0,04;-0,71
2,790;-0,02;-0,05;-0,27
2,800;-0,02;-0,05;0,73
2,810;-0,02;-0,03;1,19
2,820;-0,02;-0,01;0,63
2,830;-0,02;-0,01;-0,10
2,840;-0,02;-0,03;-0,04
2,850;-0,02;-0,02;0,51
2,860;-0,02;-0,01;0,69
2,870;-0,02;0,00;0,43
2,880;-0,02;0,00;0,37
2,890;-0,02;0,00;0,57
2,900;-0,02;0,01;0,67
2,910;-0,02;0,02;0,63
2,920;-0,02;0,02;0,53
2,930;-0,02;0,03;0,43
2,940;-0,02;0,03;0,42
2,950;-0,02;0,03;0,57
2,960;-0,02;0,04;0,63
2,970;-0,02;0,05;0,50
2,980;-0,02;0,05;0,24
2,990;-0,02;0,05;0,18
3,000;-0,02;0,05;0,37
3,010;-0,02;0,06;0,57
3,020;-0,02;0,07;0,67
3,030;-0,02;0,07;0,62
3,040;-0,02;0,08;0,58
3,050;-0,02;0,09;0,53
3,060;-0,02;0,09;0,44
3,070;-0,01;0,09;0,29
3,080;-0,01;0,10;0,19
3,090;-0,01;0,10;0,19
3,100;-0,01;0,10;0,24
3,110;-0,01;0,10;0,25
3,120;-0,01;0,11;0,11
3,130;-0,01;0,11;-0,04
3,140;-0,01;0,10;-0,14
3,150;-0,01;0,10;-0,19
3,160;-0,01;0,10;-0,23
3,170;0,00;0,10;-0,29
3,180;0,00;0,09;-0,28
3,190;0,00;0,09;-0,33
3,200;0,00;0,09;-0,38
3,210;0,00;0,08;-0,39
3,220;-2,47E-4;0,08;-0,34
3,230;4,26E-4;0,08;-0,28
3,240;0,00;0,07;-0,33
3,250;0,00;0,07;-0,38
3,260;0,00;0,07;-0,42
3,270;0,00;0,06;-0,51
3,280;0,00;0,06;-0,66
3,290;0,00;0,05;-0,81
3,300;0,00;0,04;-0,86
3,310;0,01;0,03;-0,90
3,320;0,01;0,02;-0,96
3,330;0,01;0,01;-0,92
3,340;0,01;0,00;-0,77
3,350;0,01;0,00;-0,66
3,360;0,01;-0,01;-0,75
3,370;0,01;-0,02;-0,91
3,380;0,01;-0,03;-0,92
3,390;0,01;-0,04;-0,77
3,400;0,00;-0,04;-0,66
3,410;0,00;-0,05;-0,75
3,420;0,00;-0,06;-0,91
3,430;0,00;-0,07;-0,92
3,440;0,00;-0,08;-0,82
3,450;0,00;-0,08;-0,76
3,460;7,48E-4;-0,09;-0,81
3,470;-8,23E-5;-0,10;-0,86
3,480;0,00;-0,11;-0,86
3,490;0,00;-0,12;-0,87
3,500;0,00;-0,13;-0,79
3,510;0,00;-0,13;-0,55
3,520;-0,01;-0,14;-0,30
3,530;-0,01;-0,14;-0,19
3,540;-0,01;-0,14;-0,23
3,550;-0,01;-0,14;-0,33
3,560;-0,01;-0,15;-0,43
3,570;-0,01;-0,15;-0,41
3,580;-0,01;-0,16;-0,04
3,590;-0,02;-0,16;0,51
3,600;-0,02;-0,14;0,74
3,610;-0,02;-0,13;0,43
3,620;-0,02;-0,13;-0,12
3,630;-0,02;-0,14;-0,40
3,640;-0,02;-0,15;-0,23
3,650;-0,03;-0,15;0,25
3,660;-0,03;-0,14;0,75
3,670;-0,03;-0,13;1,01
3,680;-0,03;-0,12;0,98
3,690;-0,03;-0,11;0,73
3,700;-0,03;-0,10;0,56
3,710;-0,03;-0,10;0,69
3,720;-0,03;-0,09;1,07
3,730;-0,03;-0,08;1,47
3,740;-0,03;-0,06;1,60
3,750;-0,04;-0,04;1,29
3,760;-0,04;-0,03;0,64
3,770;-0,04;-0,03;0,30
3,780;-0,04;-0,04;0,72
3,790;-0,04;-0,02;1,33
3,800;-0,04;0,00;1,41
3,810;-0,04;0,01;1,01
3,820;-0,04;0,02;0,89
3,830;-0,04;0,02;1,10
3,840;-0,04;0,04;1,07
3,850;-0,04;0,05;0,86
3,860;-0,03;0,05;0,80
3,870;-0,03;0,07;0,99
3,880;-0,03;0,08;1,15
3,890;-0,03;0,09;1,15
3,900;-0,03;0,10;1,11
3,910;-0,03;0,11;1,01
3,920;-0,03;0,12;0,87
3,930;-0,03;0,13;0,68
3,940;-0,03;0,13;0,52
3,950;-0,03;0,14;0,51
3,960;-0,02;0,14;0,67
3,970;-0,02;0,15;0,69
3,980;-0,02;0,16;0,44
3,990;-0,02;0,16;0,28
4,000;-0,02;0,16;0,37
4,010;-0,02;0,17;0,49
4,020;-0,01;0,17;0,31
4,030;-0,01;0,18;0,05
4,040;-0,01;0,17;0,04
4,050;-0,01;0,17;0,15
4,060;-0,01;0,18;0,11
4,070;-0,01;0,18;-0,09
4,080;0,00;0,18;-0,19
4,090;0,00;0,17;-0,19
4,100;-8,52E-4;0,17;-0,22
4,110;8,67E-4;0,17;-0,41
4,120;0,00;0,16;-0,66
4,130;0,00;0,16;-0,81
4,140;0,01;0,15;-0,86
4,150;0,01;0,14;-0,85
4,160;0,01;0,13;-0,90
4,170;0,01;0,12;-0,99
4,180;0,01;0,11;-1,10
4,190;0,01;0,10;-1,11
4,200;0,01;0,09;-1,01
4,210;0,01;0,08;-0,95
4,220;0,01;0,07;-0,99
4,230;0,02;0,06;-1,09
4,240;0,02;0,05;-1,14
4,250;0,02;0,04;-1,19
4,260;0,02;0,02;-1,28
4,270;0,02;0,01;-1,38
4,280;0,02;0,00;-1,43
4,290;0,02;-0,02;-1,44
4,300;0,02;-0,03;-1,39
4,310;0,02;-0,05;-1,29
4,320;0,02;-0,06;-1,24
4,330;0,01;-0,07;-1,24
4,340;0,01;-0,08;-1,25
4,350;0,01;-0,10;-1,16
4,360;0,01;-0,11;-1,06
4,370;0,01;-0,12;-1,01
4,380;0,01;-0,13;-0,96
4,390;0,01;-0,14;-0,96
4,400;0,01;-0,15;-0,96
4,410;0,01;-0,16;-0,97
4,420;0,00;-0,17;-0,87
4,430;0,00;-0,17;-0,76
4,440;1,50E-4;-0,18;-0,81
4,450;0,00;-0,19;-0,83
4,460;0,00;-0,20;-0,64
4,470;-0,01;-0,20;-0,39
4,480;-0,01;-0,20;-0,33
4,490;-0,01;-0,21;-0,43
4,500;-0,01;-0,21;-0,40
4,510;-0,01;-0,22;-0,16
4,520;-0,02;-0,22;0,08
4,530;-0,02;-0,22;0,23
4,540;-0,02;-0,21;0,32
4,550;-0,02;-0,21;0,47
4,560;-0,02;-0,20;0,63
4,570;-0,03;-0,20;0,54
4,580;-0,03;-0,19;0,36
4,590;-0,03;-0,19;0,66
4,600;-0,03;-0,19;1,41
4,610;-0,03;-0,16;1,77
4,620;-0,04;-0,14;1,20
4,630;-0,04;-0,13;0,44
4,640;-0,04;-0,14;0,30
4,650;-0,04;-0,13;0,81
4,660;-0,04;-0,12;1,50
4,670;-0,04;-0,10;1,92
4,680;-0,04;-0,08;1,82
4,690;-0,04;-0,06;1,18
4,700;-0,04;-0,05;0,74
4,710;-0,04;-0,06;1,10
4,720;-0,05;-0,04;1,75
4,730;-0,05;-0,01;1,98
4,740;-0,05;0,00;1,68
4,750;-0,05;0,02;1,61
4,760;-0,05;0,03;1,78
4,770;-0,04;0,06;1,64
4,780;-0,04;0,07;1,40
4,790;-0,04;0,08;1,18
4,800;-0,04;0,10;1,33
4,810;-0,04;0,10;1,44
4,820;-0,04;0,13;1,36
4,830;-0,04;0,14;1,03
4,840;-0,04;0,15;0,65
4,850;-0,04;0,15;0,91
4,860;-0,03;0,16;1,47
4,870;-0,03;0,18;1,62
4,880;-0,03;0,20;1,01
4,890;-0,03;0,20;0,25
4,900;-0,03;0,20;0,03
4,910;-0,03;0,20;0,26
4,920;-0,02;0,20;0,61
4,930;-0,02;0,21;0,73
4,940;-0,02;0,22;0,59
4,950;-0,02;0,22;0,39
4,960;-0,01;0,23;0,25
4,970;-0,01;0,23;0,12
4,980;-0,01;0,23;-0,12
4,990;-0,01;0,23;-0,37
5,000;-0,01;0,22;-0,52
5,010;0,00;0,22;-0,53
5,020;0,00;0,21;-0,43
5,030;0,00;0,21;-0,37
5,040;0,00;0,20;-0,46
5,050;0,01;0,20;-0,66
5,060;0,01;0,19;-0,81
5,070;0,01;0,18;-0,86
5,080;0,01;0,17;-0,85
5,090;0,01;0,16;-0,94
5,100;0,01;0,16;-1,13
5,110;0,02;0,14;-1,33
5,120;0,02;0,13;-1,43
5,130;0,02;0,11;-1,43
5,140;0,02;0,10;-1,48
5,150;0,02;0,08;-1,53
5,160;0,02;0,07;-1,53
5,170;0,02;0,05;-1,52
5,180;0,02;0,04;-1,57
5,190;0,02;0,02;-1,68
5,200;0,02;0,00;-1,64
5,210;0,02;-0,01;-1,45
5,220;0,02;-0,02;-1,29
5,230;0,02;-0,04;-1,28
5,240;0,02;-0,05;-1,38
5,250;0,02;-0,06;-1,43
5,260;0,02;-0,08;-1,47
5,270;0,02;-0,09;-1,57
5,280;0,02;-0,11;-1,63
5,290;0,02;-0,13;-1,55
5,300;0,02;-0,14;-1,31
5,310;0,01;-0,15;-1,06
5,320;0,01;-0,16;-0,95
5,330;0,01;-0,17;-1,00
5,340;0,01;-0,18;-1,06
5,350;0,01;-0,19;-0,97
5,360;0,01;-0,20;-0,77
5,370;0,00;-0,21;-0,67
5,380;0,00;-0,21;-0,72
5,390;0,00;-0,22;-0,73
5,400;0,00;-0,23;-0,56
5,410;-0,01;-0,24;-0,21
5,420;-0,01;-0,24;0,05
5,430;-0,01;-0,23;0,01
5,440;-0,01;-0,23;-0,14
5,450;-0,02;-0,24;-0,21
5,460;-0,02;-0,24;-0,02
5,470;-0,02;-0,24;0,28
5,480;-0,02;-0,23;0,34
5,490;-0,02;-0,23;0,28
5,500;-0,03;-0,23;0,36
5,510;-0,03;-0,22;0,70
5,520;-0,03;-0,21;0,92
5,530;-0,03;-0,20;0,76
5,540;-0,04;-0,20;0,86
5,550;-0,04;-0,19;1,53
5,560;-0,04;-0,17;2,17
5,570;-0,04;-0,14;1,97
5,580;-0,04;-0,12;1,18
5,590;-0,04;-0,12;0,75
5,600;-0,04;-0,12;0,98
5,610;-0,05;-0,10;1,35
5,620;-0,05;-0,08;1,22
5,630;-0,05;-0,07;0,88
5,640;-0,05;-0,07;1,22
5,650;-0,05;-0,06;2,21
5,660;-0,05;-0,02;2,81
5,670;-0,05;0,01;2,30
5,680;-0,05;0,03;1,45
5,690;-0,05;0,03;1,22
5,700;-0,05;0,04;1,56
5,710;-0,05;0,06;1,82
5,720;-0,05;0,08;1,73
5,730;-0,05;0,10;1,62
5,740;-0,04;0,11;1,68
5,750;-0,04;0,13;1,61
5,760;-0,04;0,15;1,08
5,770;-0,04;0,16;0,64
5,780;-0,04;0,15;1,00
5,790;-0,04;0,17;1,76
5,800;-0,04;0,20;1,92
5,810;-0,03;0,22;1,16
5,820;-0,03;0,22;0,30
5,830;-0,03;0,22;0,03
5,840;-0,03;0,22;0,22
5,850;-0,02;0,22;0,43
5,860;-0,02;0,23;0,44
5,870;-0,02;0,23;0,34
5,880;-0,02;0,23;0,29
5,890;-0,02;0,24;0,25
5,900;-0,01;0,24;0,11
5,910;-0,01;0,24;-0,08
5,920;-0,01;0,24;-0,23
5,930;-0,01;0,24;-0,32
5,940;0,00;0,23;-0,46
5,950;0,00;0,23;-0,66
5,960;8,37E-4;0,22;-0,76
5,970;0,00;0,21;-0,76
5,980;0,00;0,20;-0,80
5,990;0,01;0,20;-0,95
6,000;0,01;0,18;-1,05
6,010;0,01;0,17;-1,01
6,020;0,01;0,16;-0,95
6,030;0,01;0,16;-0,99
6,040;0,02;0,14;-1,13
6,050;0,02;0,13;-1,28
6,060;0,02;0,12;-1,38
6,070;0,02;0,10;-1,43
6,080;0,02;0,09;-1,43
6,090;0,02;0,08;-1,48
6,100;0,02;0,06;-1,53
6,110;0,02;0,04;-1,53
6,120;0,02;0,03;-1,52
6,130;0,02;0,02;-1,61
6,140;0,02;-9,90E-4;-1,77
6,150;0,02;-0,02;-1,78
6,160;0,02;-0,04;-1,68
6,170;0,02;-0,05;-1,63
6,180;0,02;-0,07;-1,63
6,190;0,02;-0,09;-1,55
6,200;0,02;-0,10;-1,35
6,210;0,02;-0,11;-1,20
6,220;0,02;-0,13;-1,11
6,230;0,02;-0,14;-1,01
6,240;0,01;-0,15;-0,95
6,250;0,01;-0,15;-1,00
6,260;0,01;-0,17;-1,10
6,270;0,01;-0,18;-1,11
6,280;0,01;-0,19;-1,02
6,290;0,01;-0,20;-0,87
6,300;0,00;-0,21;-0,73
6,310;0,00;-0,21;-0,63
6,320;-1,80E-4;-0,22;-0,53
6,330;0,00;-0,22;-0,44
6,340;0,00;-0,23;-0,30
6,350;-0,01;-0,23;-0,15
6,360;-0,01;-0,23;-0,10
6,370;-0,01;-0,23;-0,06
6,380;-0,01;-0,23;0,08
6,390;-0,02;-0,23;0,28
6,400;-0,02;-0,22;0,43
6,410;-0,02;-0,22;0,43
6,420;-0,02;-0,22;0,38
6,430;-0,03;-0,21;0,42
6,440;-0,03;-0,21;0,60
6,450;-0,03;-0,20;0,87
6,460;-0,03;-0,19;0,79
6,470;-0,03;-0,18;0,42
6,480;-0,03;-0,18;0,47
6,490;-0,04;-0,18;1,19
6,500;-0,04;-0,16;1,92
6,510;-0,04;-0,13;1,86
6,520;-0,04;-0,12;1,23
6,530;-0,04;-0,11;0,76
6,540;-0,04;-0,11;0,78
6,550;-0,04;-0,10;1,15
6,560;-0,05;-0,08;1,73
6,570;-0,05;-0,07;2,32
6,580;-0,05;-0,04;2,02
6,590;-0,05;-0,01;1,12
6,600;-0,05;-0,02;0,79
6,610;-0,05;-0,01;1,70
6,620;-0,05;0,02;2,71
6,630;-0,05;0,06;2,22
6,640;-0,05;0,07;1,17
6,650;-0,05;0,06;0,78
6,660;-0,04;0,08;1,22
6,670;-0,04;0,10;1,55
6,680;-0,04;0,11;1,30
6,690;-0,04;0,12;1,13
6,700;-0,04;0,13;1,37
6,710;-0,04;0,15;1,56
6,720;-0,04;0,17;1,10
6,730;-0,04;0,18;0,42
6,740;-0,03;0,17;0,43
6,750;-0,03;0,18;1,12
6,760;-0,03;0,20;1,55
6,770;-0,03;0,21;1,29
6,780;-0,03;0,22;0,67
6,790;-0,02;0,23;0,07
6,800;-0,02;0,22;-0,24
6,810;-0,02;0,22;-0,25
6,820;-0,02;0,22;-0,14
6,830;-0,01;0,22;-0,18
6,840;-0,01;0,22;-0,33
6,850;-0,01;0,21;-0,35
6,860;-0,01;0,21;-0,20
6,870;-0,01;0,21;-0,04
6,880;0,00;0,21;-0,07
6,890;0,00;0,21;-0,35
6,900;-1,94E-4;0,20;-0,74
6,910;0,00;0,19;-1,01
6,920;0,00;0,18;-0,96
6,930;0,01;0,17;-0,85
6,940;0,01;0,16;-0,94
6,950;0,01;0,15;-1,14
6,960;0,01;0,14;-1,25
6,970;0,01;0,13;-1,19
6,980;0,01;0,12;-1,18
6,990;0,01;0,10;-1,28
7,000;0,01;0,09;-1,34
7,010;0,02;0,08;-1,30
7,020;0,02;0,06;-1,15
7,030;0,02;0,05;-1,05
7,040;0,02;0,04;-1,09
7,050;0,02;0,03;-1,23
7,060;0,02;0,02;-1,38
7,070;0,02;0,00;-1,43
7,080;0,02;-0,01;-1,44
7,090;0,02;-0,02;-1,39
7,100;0,02;-0,04;-1,30
7,110;0,02;-0,05;-1,20
7,120;0,02;-0,06;-1,19
7,130;0,02;-0,07;-1,29
7,140;0,02;-0,09;-1,34
7,150;0,01;-0,10;-1,30
7,160;0,01;-0,11;-1,16
7,170;0,01;-0,13;-1,06
7,180;0,01;-0,13;-1,01
7,190;0,01;-0,15;-0,92
7,200;0,01;-0,15;-0,78
7,210;0,01;-0,16;-0,59
7,220;0,00;-0,17;-0,44
7,230;0,00;-0,17;-0,34
7,240;9,95E-4;-0,17;-0,33
7,250;-7,26E-4;-0,17;-0,38
7,260;0,00;-0,18;-0,39
7,270;0,00;-0,18;-0,34
7,280;-0,01;-0,19;-0,34
7,290;-0,01;-0,19;-0,31
7,300;-0,01;-0,20;-0,03
7,310;-0,01;-0,19;0,33
7,320;-0,01;-0,18;0,36
7,330;-0,02;-0,18;0,00
7,340;-0,02;-0,19;-0,09
7,350;-0,02;-0,19;0,39
7,360;-0,02;-0,18;0,96
7,370;-0,02;-0,16;0,99
7,380;-0,02;-0,15;0,55
7,390;-0,03;-0,15;0,23
7,400;-0,03;-0,16;0,35
7,410;-0,03;-0,15;0,74
7,420;-0,03;-0,14;1,05
7,430;-0,03;-0,13;1,11
7,440;-0,03;-0,12;1,01
7,450;-0,03;-0,11;0,91
7,460;-0,04;-0,10;0,89
7,470;-0,04;-0,09;1,08
7,480;-0,04;-0,08;1,38
7,490;-0,04;-0,06;1,55
7,500;-0,04;-0,04;1,28
7,510;-0,04;-0,03;0,72
7,520;-0,04;-0,03;0,59
7,530;-0,04;-0,03;1,06
7,540;-0,04;-0,01;1,67
7,550;-0,04;0,01;1,70
7,560;-0,04;0,03;1,26
7,570;-0,04;0,03;0,96
7,580;-0,04;0,04;0,94
7,590;-0,04;0,05;1,09
7,600;-0,04;0,07;1,15
7,610;-0,04;0,08;1,06
7,620;-0,04;0,09;0,91
7,630;-0,04;0,09;0,90
7,640;-0,03;0,10;0,95
7,650;-0,03;0,12;0,97
7,660;-0,03;0,12;0,81
7,670;-0,03;0,13;0,77
7,680;-0,03;0,14;0,74
7,690;-0,03;0,15;0,44
7,700;-0,03;0,15;0,27
7,710;-0,02;0,15;0,50
7,720;-0,02;0,16;0,84
7,730;-0,02;0,17;0,52
7,740;-0,02;0,17;-0,09
7,750;-0,02;0,16;-0,17
7,760;-0,02;0,16;0,24
7,770;-0,02;0,17;0,33
7,780;-0,01;0,18;-0,16
7,790;-0,01;0,17;-0,53
7,800;-0,01;0,16;-0,48
7,810;-0,01;0,16;-0,37
