"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
0,580;-0,01;0,18;-0,64
0,590;0,00;0,18;-0,42
0,600;0,00;0,18;-0,46
0,610;-6,80E-4;0,17;-0,69
0,620;0,00;0,16;-0,94
0,630;0,00;0,15;-1,09
0,640;0,00;0,14;-1,14
0,650;0,01;0,13;-1,18
0,660;0,01;0,12;-1,28
0,670;0,01;0,10;-1,34
0,680;0,01;0,09;-1,30
0,690;0,01;0,08;-1,19
0,700;0,01;0,06;-1,19
0,710;0,01;0,05;-1,29
0,720;0,01;0,04;-1,34
0,730;0,01;0,02;-1,33
0,740;0,01;0,01;-1,37
0,750;0,01;0,00;-1,56
0,760;0,01;-0,02;-1,77
0,770;0,01;-0,04;-1,75
0,780;0,01;-0,06;-1,46
0,790;0,01;-0,07;-1,11
0,800;0,01;-0,08;-0,95
0,810;0,01;-0,08;-1,04
0,820;0,01;-0,10;-1,20
0,830;0,01;-0,11;-1,21
0,840;0,01;-0,12;-1,06
0,850;0,00;-0,13;-0,95
0,860;0,00;-0,14;-1,04
0,870;0,00;-0,15;-1,16
0,880;-3,75E-5;-0,17;-1,04
0,890;0,00;-0,17;-0,65
0,900;0,00;-0,18;-0,34
0,910;-0,01;-0,18;-0,33
0,920;-0,01;-0,18;-0,35
0,930;-0,01;-0,19;-0,11
0,940;-0,01;-0,19;0,10
0,950;-0,01;-0,18;0,00
0,960;-0,01;-0,19;-0,07
0,970;-0,02;-0,19;0,26
0,980;-0,02;-0,18;0,59
0,990;-0,02;-0,17;0,35
1,000;-0,02;-0,17;0,11
1,010;-0,02;-0,18;0,55
1,020;-0,03;-0,17;1,50
1,030;-0,03;-0,14;1,94
1,040;-0,03;-0,12;1,58
1,050;-0,03;-0,11;0,98
1,060;-0,03;-0,10;0,63
1,070;-0,03;-0,10;0,58
1,080;-0,03;-0,09;0,52
1,090;-0,03;-0,09;0,58
1,100;-0,03;-0,08;1,08
1,110;-0,03;-0,07;1,93
1,120;-0,04;-0,04;2,37
1,130;-0,04;-0,01;2,01
1,140;-0,04;-6,58E-4;1,36
1,150;-0,04;0,01;1,04
1,160;-0,04;0,02;1,14
1,170;-0,04;0,03;1,19
1,180;-0,03;0,05;1,24
1,190;-0,03;0,05;1,29
1,200;-0,03;0,07;1,24
1,210;-0,03;0,08;1,29
1,220;-0,03;0,09;1,34
1,230;-0,03;0,11;1,35
1,240;-0,03;0,12;1,16
1,250;-0,03;0,13;0,96
1,260;-0,03;0,14;0,93
1,270;-0,03;0,15;0,65
1,280;-0,02;0,16;0,28
1,290;-0,02;0,15;0,35
1,300;-0,02;0,16;0,82
1,310;-0,02;0,17;0,82
1,320;-0,02;0,18;0,09
1,330;-0,02;0,17;-0,45
1,340;-0,01;0,16;-0,18
1,350;-0,01;0,17;0,35
1,360;-0,01;0,18;0,20
1,370;-0,01;0,18;-0,45
1,380;-0,01;0,16;-0,82
1,390;-0,01;0,15;-0,73
1,400;0,00;0,15;-0,56
1,410;0,00;0,15;-0,66
1,420;0,00;0,14;-0,72
1,430;-1,34E-4;0,13;-0,62
1,440;0,00;0,13;-0,60
1,450;0,00;0,12;-0,79
1,460;0,00;0,11;-1,08
1,470;0,00;0,10;-1,28
1,480;0,01;0,08;-1,38
1,490;0,01;0,07;-1,40
1,500;0,01;0,06;-1,25
1,510;0,01;0,04;-1,10
1,520;0,01;0,04;-1,05
1,530;0,01;0,02;-1,09
1,540;0,01;0,01;-1,14
1,550;0,01;0,00;-1,19
1,560;0,01;-0,01;-1,28
1,570;0,01;-0,02;-1,38
1,580;0,01;-0,04;-1,44
1,590;0,01;-0,05;-1,40
1,600;0,01;-0,07;-1,26
1,610;0,01;-0,08;-1,06
1,620;0,01;-0,09;-0,96
1,630;0,00;-0,10;-0,96
1,640;0,00;-0,11;-0,92
1,650;0,00;-0,12;-0,77
1,660;9,50E-4;-0,12;-0,71
1,670;-2,39E-4;-0,13;-0,85
1,680;0,00;-0,14;-0,97
1,690;0,00;-0,15;-0,84
1,700;0,00;-0,16;-0,53
1,710;-0,01;-0,16;-0,43
1,720;-0,01;-0,16;-0,49
1,730;-0,01;-0,17;-0,33
1,740;-0,01;-0,18;0,16
1,750;-0,01;-0,17;0,55
1,760;-0,01;-0,16;0,33
1,770;-0,02;-0,16;-0,19
1,780;-0,02;-0,17;-0,24
1,790;-0,02;-0,17;0,34
1,800;-0,02;-0,16;0,95
1,810;-0,02;-0,14;1,03
1,820;-0,02;-0,14;0,73
1,830;-0,03;-0,13;0,61
1,840;-0,03;-0,13;0,79
1,850;-0,03;-0,12;1,04
1,860;-0,03;-0,10;1,15
1,870;-0,03;-0,09;1,15
1,880;-0,03;-0,08;1,07
1,890;-0,03;-0,07;0,82
1,900;-0,03;-0,06;0,64
1,910;-0,03;-0,06;0,95
1,920;-0,03;-0,05;1,65
1,930;-0,03;-0,02;1,98
1,940;-0,03;-6,63E-4;1,71
1,950;-0,03;0,01;1,24
1,960;-0,03;0,02;1,23
1,970;-0,03;0,03;1,39
1,980;-0,03;0,05;1,35
1,990;-0,03;0,06;1,16
2,000;-0,03;0,07;0,90
2,010;-0,03;0,08;0,95
2,020;-0,03;0,08;1,04
2,030;-0,03;0,10;1,15
2,040;-0,03;0,11;1,11
2,050;-0,03;0,12;0,96
2,060;-0,03;0,13;0,91
2,070;-0,02;0,14;0,86
2,080;-0,02;0,15;0,87
2,090;-0,02;0,16;0,75
2,100;-0,02;0,17;0,36
2,110;-0,02;0,17;0,00
2,120;-0,02;0,16;-0,06
2,130;-0,02;0,16;0,10
2,140;-0,01;0,17;0,11
2,150;-0,01;0,17;-0,04
2,160;-0,01;0,16;-0,09
2,170;-0,01;0,16;-0,13
2,180;-0,01;0,16;-0,27
2,190;-0,01;0,16;-0,51
2,200;0,00;0,15;-0,70
2,210;0,00;0,14;-0,85
2,220;-6,35E-4;0,14;-1,00
2,230;5,68E-4;0,12;-1,01
2,240;0,00;0,11;-0,87
2,250;0,00;0,11;-0,71
2,260;0,00;0,10;-0,75
2,270;0,00;0,09;-0,94
2,280;0,01;0,08;-1,09
2,290;0,01;0,07;-1,18
2,300;0,01;0,06;-1,32
2,310;0,01;0,04;-1,52
2,320;0,01;0,03;-1,59
2,330;0,01;0,01;-1,41
2,340;0,01;0,00;-1,12
2,350;0,01;-0,01;-0,91
2,360;0,01;-0,02;-0,90
2,370;0,01;-0,03;-1,03
2,380;0,01;-0,04;-1,27
2,390;0,01;-0,05;-1,49
2,400;0,01;-0,07;-1,46
2,410;0,01;-0,09;-1,17
2,420;0,00;-0,09;-0,87
2,430;0,00;-0,10;-0,80
2,440;0,00;-0,11;-0,95
2,450;0,00;-0,12;-1,02
2,460;2,77E-4;-0,13;-0,87
2,470;0,00;-0,14;-0,73
2,480;0,00;-0,14;-0,63
2,490;0,00;-0,15;-0,49
2,500;-0,01;-0,15;-0,28
2,510;-0,01;-0,15;-0,35
2,520;-0,01;-0,16;-0,72
2,530;-0,01;-0,17;-0,76
2,540;-0,01;-0,18;-0,24
2,550;-0,01;-0,18;0,38
2,560;-0,02;-0,17;0,40
2,570;-0,02;-0,16;0,13
2,580;-0,02;-0,17;0,25
2,590;-0,02;-0,16;0,71
2,600;-0,02;-0,15;0,89
2,610;-0,02;-0,14;0,51
2,620;-0,02;-0,14;0,09
2,630;-0,03;-0,14;0,11
2,640;-0,03;-0,14;0,49
2,650;-0,03;-0,13;0,97
2,660;-0,03;-0,12;1,45
2,670;-0,03;-0,11;1,86
2,680;-0,03;-0,08;1,99
2,690;-0,03;-0,06;1,63
2,700;-0,03;-0,05;0,93
2,710;-0,03;-0,04;0,55
2,720;-0,03;-0,04;0,86
2,730;-0,04;-0,03;1,47
2,740;-0,04;-0,01;1,69
2,750;-0,04;0,01;1,40
2,760;-0,03;0,02;1,19
2,770;-0,04;0,03;1,28
2,780;-0,03;0,04;1,43
2,790;-0,03;0,06;1,49
2,800;-0,03;0,07;1,39
2,810;-0,03;0,09;1,35
2,820;-0,03;0,10;1,21
2,830;-0,03;0,11;1,01
2,840;-0,03;0,12;0,86
2,850;-0,03;0,13;0,81
2,860;-0,03;0,14;0,81
2,870;-0,03;0,15;0,80
2,880;-0,02;0,15;0,99
2,890;-0,02;0,16;1,22
2,900;-0,02;0,18;0,96
2,910;-0,02;0,19;0,23
2,920;-0,02;0,18;-0,25
2,930;-0,01;0,17;-0,08
2,940;-0,01;0,18;0,30
2,950;-0,01;0,19;0,14
2,960;-0,01;0,19;-0,41
2,970;-0,01;0,18;-0,64
2,980;-0,01;0,17;-0,36
2,990;0,00;0,17;0,01
3,000;0,00;0,17;-0,10
3,010;-8,37E-4;0,17;-0,59
3,020;7,10E-4;0,16;-0,99
3,030;0,00;0,15;-1,15
3,040;0,00;0,14;-1,15
3,050;0,01;0,12;-1,14
3,060;0,01;0,11;-1,18
3,070;0,01;0,10;-1,29
3,080;0,01;0,09;-1,30
3,090;0,01;0,07;-1,16
3,100;0,01;0,06;-0,99
3,110;0,01;0,06;-1,12
3,120;0,01;0,04;-1,46
3,130;0,01;0,02;-1,68
3,140;0,01;0,01;-1,59
3,150;0,01;-0,01;-1,39
3,160;0,01;-0,02;-1,38
3,170;0,01;-0,03;-1,44
3,180;0,01;-0,05;-1,40
3,190;0,01;-0,06;-1,21
3,200;0,01;-0,07;-1,05
3,210;0,01;-0,08;-1,04
3,220;0,01;-0,09;-1,13
3,230;0,01;-0,10;-1,28
3,240;0,01;-0,12;-1,38
3,250;0,00;-0,13;-1,45
3,260;0,00;-0,15;-1,32
3,270;0,00;-0,16;-0,95
3,280;-5,54E-4;-0,17;-0,49
3,290;0,00;-0,17;-0,37
3,300;0,00;-0,17;-0,53
3,310;-0,01;-0,18;-0,45
3,320;-0,01;-0,19;-0,15
3,330;-0,01;-0,18;-0,04
3,340;-0,01;-0,18;-0,18
3,350;-0,01;-0,19;-0,29
3,360;-0,02;-0,19;-0,29
3,370;-0,02;-0,19;-0,27
3,380;-0,02;-0,20;0,06
3,390;-0,02;-0,20;0,57
3,400;-0,02;-0,18;0,68
3,410;-0,02;-0,17;0,51
3,420;-0,03;-0,18;0,72
3,430;-0,03;-0,17;1,33
3,440;-0,03;-0,14;1,52
3,450;-0,03;-0,13;0,99
3,460;-0,03;-0,13;0,47
3,470;-0,03;-0,13;0,58
3,480;-0,03;-0,12;1,11
3,490;-0,04;-0,10;1,57
3,500;-0,04;-0,08;1,64
3,510;-0,04;-0,07;1,39
3,520;-0,04;-0,06;1,27
3,530;-0,04;-0,05;1,55
3,540;-0,04;-0,03;1,92
3,550;-0,04;0,00;1,85
3,560;-0,04;0,01;1,35
3,570;-0,04;0,02;1,18
3,580;-0,04;0,03;1,42
3,590;-0,04;0,05;1,62
3,600;-0,04;0,07;1,67
3,610;-0,04;0,08;1,62
3,620;-0,04;0,10;1,68
3,630;-0,03;0,12;1,59
3,640;-0,03;0,13;1,36
3,650;-0,03;0,15;1,02
3,660;-0,03;0,15;0,71
3,670;-0,03;0,16;0,74
3,680;-0,03;0,17;0,99
3,690;-0,03;0,18;1,12
3,700;-0,02;0,19;0,89
3,710;-0,02;0,20;0,54
3,720;-0,02;0,20;0,33
3,730;-0,02;0,20;0,37
3,740;-0,02;0,21;0,53
3,750;-0,01;0,21;0,51
3,760;-0,01;0,22;0,18
3,770;-0,01;0,22;-0,27
3,780;-0,01;0,21;-0,48
3,790;-0,01;0,21;-0,47
3,800;0,00;0,20;-0,52
3,810;0,00;0,20;-0,62
3,820;8,52E-4;0,19;-0,66
3,830;0,00;0,18;-0,70
3,840;0,00;0,18;-0,88
3,850;0,01;0,17;-1,18
3,860;0,01;0,15;-1,34
3,870;0,01;0,14;-1,33
3,880;0,01;0,13;-1,37
3,890;0,01;0,11;-1,52
3,900;0,01;0,10;-1,63
3,910;0,01;0,08;-1,55
3,920;0,01;0,06;-1,34
3,930;0,02;0,05;-1,27
3,940;0,02;0,04;-1,45
3,950;0,02;0,02;-1,75
3,960;0,02;0,00;-1,92
3,970;0,02;-0,02;-1,87
3,980;0,02;-0,03;-1,78
3,990;0,02;-0,05;-1,68
4,000;0,01;-0,07;-1,59
4,010;0,01;-0,08;-1,44
4,020;0,01;-0,10;-1,34
4,030;0,01;-0,11;-1,30
4,040;0,01;-0,12;-1,20
4,050;0,01;-0,13;-1,10
4,060;0,01;-0,14;-1,13
4,070;0,01;-0,15;-1,38
4,080;0,01;-0,17;-1,50
4,090;0,00;-0,19;-1,32
4,100;0,00;-0,20;-0,98
4,110;-5,24E-4;-0,21;-0,69
4,120;0,00;-0,21;-0,50
4,130;-0,01;-0,21;-0,30
4,140;-0,01;-0,22;-0,20
4,150;-0,01;-0,22;-0,15
4,160;-0,01;-0,22;-0,09
4,170;-0,01;-0,22;-0,19
4,180;-0,02;-0,22;-0,25
4,190;-0,02;-0,23;-0,16
4,200;-0,02;-0,23;0,02
4,210;-0,02;-0,22;0,31
4,220;-0,02;-0,22;0,64
4,230;-0,03;-0,21;1,10
4,240;-0,03;-0,20;1,18
4,250;-0,03;-0,18;0,77
4,260;-0,03;-0,18;0,68
4,270;-0,03;-0,18;1,20
4,280;-0,04;-0,16;1,82
4,290;-0,04;-0,14;1,80
4,300;-0,04;-0,12;1,35
4,310;-0,04;-0,11;1,14
4,320;-0,04;-0,10;1,18
4,330;-0,04;-0,09;1,31
4,340;-0,04;-0,08;1,68
4,350;-0,04;-0,06;2,28
4,360;-0,04;-0,03;2,52
4,370;-0,04;0,00;2,10
4,380;-0,04;0,01;1,48
4,390;-0,04;0,02;1,46
4,400;-0,04;0,04;1,77
4,410;-0,04;0,06;1,77
4,420;-0,04;0,08;1,71
4,430;-0,04;0,09;1,80
4,440;-0,04;0,12;1,98
4,450;-0,04;0,14;1,66
4,460;-0,04;0,15;1,13
4,470;-0,04;0,15;1,25
4,480;-0,04;0,17;1,81
4,490;-0,03;0,20;1,96
4,500;-0,03;0,22;1,30
4,510;-0,03;0,22;0,49
4,520;-0,03;0,22;0,27
4,530;-0,02;0,22;0,51
4,540;-0,02;0,23;0,72
4,550;-0,02;0,24;0,73
4,560;-0,02;0,25;0,59
4,570;-0,01;0,25;0,41
4,580;-0,01;0,25;0,12
4,590;-0,01;0,26;-0,22
4,600;-0,01;0,25;-0,47
4,610;0,00;0,24;-0,57
4,620;0,00;0,24;-0,61
4,630;1,35E-4;0,23;-0,71
4,640;0,00;0,22;-0,76
4,650;0,00;0,22;-0,76
4,660;0,01;0,21;-0,79
4,670;0,01;0,20;-1,02
4,680;0,01;0,19;-1,36
4,690;0,01;0,17;-1,61
4,700;0,01;0,16;-1,76
4,710;0,02;0,14;-1,81
4,720;0,02;0,12;-1,82
4,730;0,02;0,10;-1,73
4,740;0,02;0,08;-1,62
4,750;0,02;0,07;-1,66
4,760;0,02;0,05;-1,76
4,770;0,02;0,03;-1,82
4,780;0,02;0,02;-1,81
4,790;0,02;0,00;-1,89
4,800;0,02;-0,02;-2,10
4,810;0,02;-0,04;-2,16
4,820;0,02;-0,07;-2,03
4,830;0,02;-0,08;-1,83
4,840;0,02;-0,10;-1,68
4,850;0,02;-0,12;-1,59
4,860;0,02;-0,13;-1,49
4,870;0,01;-0,15;-1,44
4,880;0,01;-0,16;-1,44
4,890;0,01;-0,18;-1,44
4,900;0,01;-0,19;-1,44
4,910;0,01;-0,21;-1,40
4,920;0,01;-0,22;-1,27
4,930;0,00;-0,23;-1,03
4,940;8,83E-4;-0,24;-0,78
4,950;0,00;-0,25;-0,59
4,960;0,00;-0,25;-0,44
4,970;-0,01;-0,26;-0,30
4,980;-0,01;-0,26;-0,19
4,990;-0,01;-0,26;-0,19
5,000;-0,01;-0,26;-0,20
5,010;-0,02;-0,26;-0,11
5,020;-0,02;-0,26;0,09
5,030;-0,02;-0,26;0,18
5,040;-0,02;-0,26;0,36
5,050;-0,03;-0,26;0,69
5,060;-0,03;-0,24;1,08
5,070;-0,03;-0,23;1,38
5,080;-0,03;-0,22;1,49
5,090;-0,04;-0,20;1,42
5,100;-0,04;-0,19;0,98
5,110;-0,04;-0,18;0,68
5,120;-0,04;-0,18;1,13
5,130;-0,04;-0,17;2,03
5,140;-0,05;-0,13;2,46
5,150;-0,05;-0,11;2,13
5,160;-0,05;-0,09;1,79
5,170;-0,05;-0,08;2,16
5,180;-0,05;-0,05;2,73
5,190;-0,05;-0,02;2,72
5,200;-0,05;0,01;2,09
5,210;-0,05;0,02;1,58
5,220;-0,05;0,03;1,56
5,230;-0,05;0,05;1,75
5,240;-0,05;0,07;1,96
5,250;-0,05;0,09;1,96
5,260;-0,05;0,11;1,91
5,270;-0,04;0,13;1,93
5,280;-0,04;0,15;2,28
5,290;-0,04;0,17;2,52
5,300;-0,04;0,21;2,06
5,310;-0,04;0,22;1,23
5,320;-0,04;0,22;0,66
5,330;-0,03;0,23;0,70
5,340;-0,03;0,24;0,95
5,350;-0,03;0,25;1,06
5,360;-0,03;0,26;0,98
5,370;-0,02;0,27;0,69
5,380;-0,02;0,27;0,42
5,390;-0,02;0,27;0,46
5,400;-0,02;0,28;0,67
5,410;-0,01;0,29;0,66
5,420;-0,01;0,30;0,19
5,430;-0,01;0,30;-0,40
5,440;0,00;0,29;-0,75
5,450;-9,41E-4;0,28;-0,90
5,460;0,00;0,27;-0,95
5,470;0,00;0,26;-0,95
5,480;0,01;0,25;-0,94
5,490;0,01;0,24;-1,03
5,500;0,01;0,23;-1,27
5,510;0,01;0,22;-1,51
5,520;0,02;0,20;-1,66
5,530;0,02;0,18;-1,76
5,540;0,02;0,17;-1,85
5,550;0,02;0,15;-1,95
5,560;0,02;0,13;-2,00
5,570;0,02;0,11;-2,00
5,580;0,02;0,09;-2,05
5,590;0,03;0,07;-2,10
5,600;0,03;0,04;-2,10
5,610;0,03;0,02;-2,09
5,620;0,03;0,00;-2,18
5,630;0,03;-0,02;-2,38
5,640;0,03;-0,05;-2,46
5,650;0,03;-0,07;-2,27
5,660;0,02;-0,09;-1,97
5,670;0,02;-0,11;-1,82
5,680;0,02;-0,13;-1,82
5,690;0,02;-0,15;-1,78
5,700;0,02;-0,17;-1,68
5,710;0,02;-0,18;-1,62
5,720;0,02;-0,20;-1,72
5,730;0,01;-0,21;-1,78
5,740;0,01;-0,23;-1,70
5,750;0,01;-0,25;-1,47
5,760;0,01;-0,26;-1,08
5,770;0,00;-0,27;-0,78
5,780;0,00;-0,27;-0,61
5,790;0,00;-0,28;-0,72
5,800;0,00;-0,29;-0,75
5,810;-0,01;-0,30;-0,41
5,820;-0,01;-0,30;-0,06
5,830;-0,01;-0,30;0,11
5,840;-0,02;-0,30;-0,10
5,850;-0,02;-0,30;-0,08
5,860;-0,02;-0,31;0,31
5,870;-0,03;-0,29;0,66
5,880;-0,03;-0,28;0,81
5,890;-0,03;-0,28;0,84
5,900;-0,03;-0,27;1,09
5,910;-0,04;-0,26;1,28
5,920;-0,04;-0,24;1,47
5,930;-0,04;-0,23;1,67
5,940;-0,04;-0,21;1,76
5,950;-0,05;-0,19;1,28
5,960;-0,05;-0,18;0,77
5,970;-0,05;-0,18;1,29
5,980;-0,05;-0,17;2,65
5,990;-0,05;-0,12;3,78
6,000;-0,05;-0,08;3,74
6,010;-0,05;-0,04;2,89
6,020;-0,05;-0,02;1,94
6,030;-0,05;-0,01;1,46
6,040;-0,05;0,00;1,69
6,050;-0,05;0,02;2,18
6,060;-0,05;0,05;2,43
6,070;-0,05;0,07;2,49
6,080;-0,05;0,10;2,36
6,090;-0,05;0,13;2,02
6,100;-0,05;0,14;1,70
6,110;-0,05;0,15;1,96
6,120;-0,05;0,17;2,62
6,130;-0,05;0,21;2,68
6,140;-0,04;0,24;1,88
6,150;-0,04;0,25;0,93
6,160;-0,04;0,25;0,59
6,170;-0,04;0,25;0,91
6,180;-0,03;0,26;1,46
6,190;-0,03;0,28;1,78
6,200;-0,03;0,31;1,58
6,210;-0,02;0,32;0,91
6,220;-0,02;0,32;0,26
6,230;-0,02;0,32;0,00
6,240;-0,01;0,32;0,05
6,250;-0,01;0,32;0,02
6,260;-0,01;0,32;-0,22
6,270;0,00;0,32;-0,46
6,280;0,00;0,31;-0,61
6,290;0,00;0,31;-0,75
6,300;0,00;0,30;-0,94
6,310;0,01;0,29;-1,09
6,320;0,01;0,28;-1,18
6,330;0,01;0,26;-1,31
6,340;0,02;0,25;-1,55
6,350;0,02;0,23;-1,79
6,360;0,02;0,21;-1,99
6,370;0,02;0,19;-2,14
6,380;0,02;0,17;-2,20
6,390;0,03;0,15;-2,16
6,400;0,03;0,13;-2,05
6,410;0,03;0,11;-2,04
6,420;0,03;0,09;-2,13
6,430;0,03;0,07;-2,28
6,440;0,03;0,04;-2,43
6,450;0,03;0,02;-2,53
6,460;0,03;-0,01;-2,58
6,470;0,03;-0,03;-2,59
6,480;0,03;-0,06;-2,55
6,490;0,03;-0,09;-2,37
6,500;0,03;-0,11;-2,12
6,510;0,03;-0,13;-1,96
6,520;0,03;-0,15;-1,96
6,530;0,02;-0,17;-2,01
6,540;0,02;-0,19;-1,97
6,550;0,02;-0,21;-1,88
6,560;0,02;-0,23;-1,78
6,570;0,02;-0,24;-1,72
6,580;0,01;-0,26;-1,74
6,590;0,01;-0,28;-1,61
6,600;0,01;-0,29;-1,28
6,610;0,01;-0,30;-0,88
6,620;0,00;-0,31;-0,63
6,630;0,00;-0,32;-0,54
6,640;0,00;-0,32;-0,39
6,650;-0,01;-0,32;-0,33
6,660;-0,01;-0,32;-0,39
6,670;-0,01;-0,33;-0,31
6,680;-0,02;-0,34;-0,03
6,690;-0,02;-0,33;0,32
6,700;-0,02;-0,33;0,46
6,710;-0,03;-0,32;0,65
6,720;-0,03;-0,32;0,94
6,730;-0,03;-0,30;1,18
6,740;-0,04;-0,29;1,38
6,750;-0,04;-0,28;1,53
6,760;-0,04;-0,26;1,63
6,770;-0,04;-0,24;1,54
6,780;-0,05;-0,23;1,47
6,790;-0,05;-0,22;1,68
6,800;-0,05;-0,20;2,31
6,810;-0,05;-0,17;2,87
6,820;-0,05;-0,13;2,87
6,830;-0,06;-0,11;2,19
6,840;-0,06;-0,09;1,59
6,850;-0,06;-0,08;2,08
6,860;-0,06;-0,06;3,12
6,870;-0,06;-0,01;3,64
6,880;-0,06;0,02;2,88
6,890;-0,06;0,05;2,00
6,900;-0,06;0,05;2,12
6,910;-0,06;0,08;2,62
6,920;-0,06;0,12;2,72
6,930;-0,06;0,14;2,07
6,940;-0,05;0,16;1,74
6,950;-0,05;0,17;2,12
6,960;-0,05;0,20;2,54
6,970;-0,05;0,23;2,47
6,980;-0,05;0,25;1,93
6,990;-0,04;0,26;1,62
7,000;-0,04;0,28;1,68
7,010;-0,04;0,30;1,61
7,020;-0,03;0,31;1,13
7,030;-0,03;0,32;0,66
7,040;-0,03;0,32;0,74
7,050;-0,02;0,33;1,06
7,060;-0,02;0,35;0,95
7,070;-0,02;0,36;0,42
7,080;-0,01;0,35;-0,03
7,090;-0,01;0,35;-0,27
7,100;-0,01;0,35;-0,51
7,110;0,00;0,34;-0,71
7,120;-4,85E-4;0,33;-0,71
7,130;0,00;0,33;-0,70
7,140;0,01;0,32;-0,84
7,150;0,01;0,31;-1,07
7,160;0,01;0,30;-1,36
7,170;0,02;0,29;-1,65
7,180;0,02;0,27;-1,90
7,190;0,02;0,25;-2,00
7,200;0,02;0,23;-2,04
7,210;0,03;0,21;-2,18
7,220;0,03;0,18;-2,34
7,230;0,03;0,16;-2,35
7,240;0,03;0,13;-2,24
7,250;0,03;0,11;-2,23
7,260;0,03;0,09;-2,37
7,270;0,03;0,07;-2,53
7,280;0,03;0,04;-2,57
7,290;0,03;0,01;-2,62
7,300;0,03;-0,01;-2,72
7,310;0,03;-0,04;-2,78
7,320;0,03;-0,07;-2,70
7,330;0,03;-0,10;-2,46
7,340;0,03;-0,12;-2,25
7,350;0,03;-0,14;-2,20
7,360;0,03;-0,16;-2,21
7,370;0,03;-0,18;-2,16
7,380;0,02;-0,20;-2,06
7,390;0,02;-0,22;-2,02
7,400;0,02;-0,24;-1,98
7,410;0,02;-0,27;-1,84
7,420;0,02;-0,28;-1,60
7,430;0,01;-0,30;-1,35
7,440;0,01;-0,31;-1,21
7,450;0,01;-0,32;-1,11
7,460;0,00;-0,33;-0,97
7,470;-5,77E-4;-0,34;-0,79
7,480;0,00;-0,35;-0,55
7,490;-0,01;-0,35;-0,26
7,500;-0,01;-0,35;0,00
7,510;-0,01;-0,35;-0,03
7,520;-0,02;-0,35;-0,26
7,530;-0,02;-0,36;-0,05
7,540;-0,03;-0,36;0,62
7,550;-0,03;-0,34;1,24
7,560;-0,03;-0,33;1,31
7,570;-0,04;-0,32;1,15
7,580;-0,04;-0,31;1,18
7,590;-0,04;-0,29;1,42
7,600;-0,04;-0,28;1,67
7,610;-0,05;-0,26;1,76
7,620;-0,05;-0,24;1,89
7,630;-0,05;-0,23;2,22
7,640;-0,05;-0,20;2,72
7,650;-0,06;-0,17;2,89
7,660;-0,06;-0,14;2,65
7,670;-0,06;-0,12;2,33
7,680;-0,06;-0,09;1,78
7,690;-0,06;-0,07;1,58
7,700;-0,06;-0,07;2,25
7,710;-0,06;-0,04;3,60
7,720;-0,06;0,01;4,08
7,730;-0,06;0,06;3,01
7,740;-0,06;0,07;2,27
7,750;-0,06;0,08;2,55
7,760;-0,06;0,13;3,00
7,770;-0,06;0,16;2,48
7,780;-0,06;0,17;1,80
7,790;-0,05;0,18;1,97
7,800;-0,05;0,21;2,46
7,810;-0,05;0,24;2,74
7,820;-0,05;0,26;2,52
7,830;-0,04;0,29;2,01
7,840;-0,04;0,31;1,23
