"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1"
32,160;0,20;-0,16
32,170;0,20;-0,17
32,180;0,20;-0,18
32,190;0,20;-0,14
32,200;0,19;-0,09
32,210;0,20;-0,08
32,220;0,19;-0,12
32,230;0,19;-0,16
32,240;0,19;-0,17
32,250;0,19;-0,17
32,260;0,19;-0,17
32,270;0,19;-0,17
32,280;0,18;-0,16
32,290;0,18;-0,16
32,300;0,18;-0,16
32,310;0,18;-0,16
32,320;0,18;-0,16
32,330;0,18;-0,14
32,340;0,17;-0,08
32,350;0,17;-0,03
32,360;0,18;-0,02
32,370;0,17;-0,07
32,380;0,17;-0,11
32,390;0,17;-0,11
32,400;0,17;-0,10
32,410;0,17;-0,10
32,420;0,17;-0,09
32,430;0,17;-0,08
32,440;0,17;-0,07
32,450;0,17;-0,07
32,460;0,17;-0,06
32,470;0,16;-0,05
32,480;0,16;-0,05
32,490;0,16;-0,04
32,500;0,16;-0,03
32,510;0,16;-0,02
32,520;0,16;-0,01
32,530;0,16;0,01
32,540;0,16;0,01
32,550;0,16;0,02
32,560;0,16;0,03
32,570;0,16;0,04
32,580;0,16;0,05
32,590;0,17;0,06
32,600;0,17;0,07
32,610;0,17;0,07
32,620;0,17;0,08
32,630;0,17;0,08
32,640;0,17;0,09
32,650;0,17;0,09
32,660;0,17;0,10
32,670;0,17;0,11
32,680;0,17;0,06
32,690;0,17;0,01
32,700;0,17;0,02
32,710;0,17;0,08
32,720;0,17;0,14
32,730;0,18;0,15
32,740;0,18;0,15
32,750;0,18;0,15
32,760;0,18;0,16
32,770;0,18;0,11
32,780;0,18;0,07
32,790;0,18;0,07
32,800;0,18;0,12
32,810;0,19;0,22
32,820;0,19;0,26
32,830;0,19;0,26
32,840;0,19;0,22
32,850;0,20;0,17
32,860;0,20;0,16
32,870;0,20;0,12
32,880;0,20;0,10
32,890;0,20;0,11
32,900;0,20;0,16
32,910;0,20;0,19
32,920;0,21;0,20
32,930;0,21;0,20
32,940;0,21;0,18
32,950;0,21;0,16
32,960;0,21;0,15
32,970;0,21;0,10
32,980;0,22;0,05
32,990;0,21;0,04
33,000;0,22;0,08
33,010;0,22;0,12
33,020;0,22;0,11
33,030;0,22;0,11
33,040;0,22;0,10
33,050;0,22;0,10
33,060;0,22;0,09
33,070;0,22;0,08
33,080;0,22;0,07
33,090;0,22;0,06
33,100;0,23;0,05
33,110;0,23;0,04
33,120;0,23;0,04
33,130;0,23;0,03
33,140;0,23;0,02
33,150;0,23;0,01
33,160;0,23;5,67E-4
33,170;0,23;-0,01
33,180;0,23;-0,02
33,190;0,23;-0,03
33,200;0,23;-0,03
33,210;0,23;-0,04
33,220;0,23;-0,05
33,230;0,23;-0,05
33,240;0,22;-0,06
33,250;0,22;-0,07
33,260;0,22;-0,08
33,270;0,22;-0,09
33,280;0,22;-0,09
33,290;0,22;-0,10
33,300;0,22;-0,11
33,310;0,22;-0,11
33,320;0,22;-0,12
33,330;0,22;-0,13
33,340;0,21;-0,13
33,350;0,21;-0,14
33,360;0,21;-0,14
33,370;0,21;-0,15
33,380;0,21;-0,15
33,390;0,21;-0,15
33,400;0,21;-0,15
33,410;0,20;-0,16
33,420;0,20;-0,16
33,430;0,20;-0,17
33,440;0,20;-0,16
33,450;0,20;-0,14
33,460;0,20;-0,14
33,470;0,20;-0,16
33,480;0,19;-0,18
33,490;0,19;-0,15
33,500;0,19;-0,09
33,510;0,19;-0,08
33,520;0,19;-0,11
33,530;0,19;-0,15
33,540;0,19;-0,16
33,550;0,18;-0,16
33,560;0,18;-0,15
33,570;0,18;-0,15
33,580;0,18;-0,15
33,590;0,18;-0,15
33,600;0,18;-0,15
33,610;0,18;-0,15
33,620;0,17;-0,14
33,630;0,17;-0,13
33,640;0,17;-0,07
33,650;0,17;-0,01
33,660;0,17;0,01
33,670;0,17;-0,03
33,680;0,17;-0,09
33,690;0,17;-0,09
33,700;0,17;-0,08
33,710;0,17;-0,08
33,720;0,17;-0,06
33,730;0,17;-0,05
33,740;0,17;-0,05
33,750;0,17;-0,04
33,760;0,17;-0,03
33,770;0,16;-0,02
33,780;0,16;-0,01
33,790;0,16;-0,01
33,800;0,16;0,00
33,810;0,16;0,01
33,820;0,16;0,02
33,830;0,16;0,03
33,840;0,17;0,03
33,850;0,17;0,04
33,860;0,17;0,05
33,870;0,17;0,06
33,880;0,17;0,07
33,890;0,17;0,07
33,900;0,17;0,08
33,910;0,17;0,09
33,920;0,17;0,10
33,930;0,17;0,10
33,940;0,17;0,11
33,950;0,17;0,11
33,960;0,17;0,12
33,970;0,18;0,12
33,980;0,18;0,13
33,990;0,18;0,10
34,000;0,18;0,05
34,010;0,18;0,04
34,020;0,18;0,08
34,030;0,18;0,14
34,040;0,18;0,16
34,050;0,18;0,16
34,060;0,19;0,17
34,070;0,19;0,17
34,080;0,19;0,17
34,090;0,19;0,17
34,100;0,19;0,17
34,110;0,19;0,17
34,120;0,20;0,16
34,130;0,20;0,16
34,140;0,20;0,12
34,150;0,20;0,07
34,160;0,20;0,07
34,170;0,20;0,11
34,180;0,20;0,15
34,190;0,20;0,15
34,200;0,21;0,15
34,210;0,21;0,15
34,220;0,21;0,15
34,230;0,21;0,15
34,240;0,21;0,14
34,250;0,21;0,13
34,260;0,21;0,12
34,270;0,22;0,12
34,280;0,22;0,12
34,290;0,22;0,11
34,300;0,22;0,10
34,310;0,22;0,09
34,320;0,22;0,09
34,330;0,22;0,08
34,340;0,22;0,08
34,350;0,22;0,06
34,360;0,22;0,05
34,370;0,22;0,05
34,380;0,22;0,04
34,390;0,23;0,03
34,400;0,23;0,03
34,410;0,23;0,02
34,420;0,23;0,01
34,430;0,23;5,65E-4
34,440;0,23;-0,01
34,450;0,23;-0,02
34,460;0,23;-0,03
34,470;0,23;-0,03
34,480;0,22;-0,04
34,490;0,22;-0,01
34,500;0,22;0,02
34,510;0,23;0,02
34,520;0,23;-0,03
34,530;0,22;-0,07
34,540;0,22;-0,08
34,550;0,22;-0,09
34,560;0,22;-0,10
34,570;0,22;-0,11
34,580;0,22;-0,11
34,590;0,22;-0,12
34,600;0,22;-0,12
34,610;0,22;-0,13
34,620;0,21;-0,13
34,630;0,21;-0,14
34,640;0,21;-0,15
34,650;0,21;-0,15
34,660;0,21;-0,15
34,670;0,21;-0,15
34,680;0,21;-0,16
34,690;0,20;-0,16
34,700;0,20;-0,18
34,710;0,20;-0,20
34,720;0,20;-0,21
34,730;0,20;-0,18
34,740;0,20;-0,14
34,750;0,19;-0,12
34,760;0,19;-0,13
34,770;0,19;-0,14
34,780;0,19;-0,14
34,790;0,19;-0,14
34,800;0,19;-0,15
34,810;0,19;-0,15
34,820;0,18;-0,15
34,830;0,18;-0,14
34,840;0,18;-0,14
34,850;0,18;-0,14
34,860;0,18;-0,14
34,870;0,18;-0,14
34,880;0,18;-0,13
34,890;0,17;-0,12
34,900;0,17;-0,12
34,910;0,17;-0,12
34,920;0,17;-0,11
34,930;0,17;-0,11
34,940;0,17;-0,10
34,950;0,17;-0,10
34,960;0,17;-0,09
34,970;0,17;-0,08
34,980;0,17;-0,07
34,990;0,16;-0,07
35,000;0,16;-0,06
35,010;0,16;-0,05
35,020;0,16;-0,04
35,030;0,16;-0,03
35,040;0,16;-0,02
35,050;0,16;-0,01
35,060;0,16;0,00
35,070;0,16;0,05
35,080;0,16;0,11
35,090;0,17;0,13
35,100;0,17;0,08
35,110;0,17;0,04
35,120;0,17;0,04
35,130;0,17;0,05
35,140;0,17;0,06
35,150;0,17;0,07
35,160;0,17;0,08
35,170;0,17;0,08
35,180;0,17;0,09
35,190;0,17;0,10
35,200;0,17;0,05
35,210;0,17;0,00
35,220;0,17;-2,64E-5
35,230;0,17;0,06
35,240;0,17;0,12
35,250;0,18;0,13
35,260;0,18;0,13
35,270;0,18;0,14
35,280;0,18;0,15
35,290;0,18;0,15
35,300;0,18;0,15
35,310;0,18;0,15
35,320;0,19;0,16
35,330;0,19;0,16
35,340;0,19;0,17
35,350;0,19;0,17
35,360;0,19;0,16
35,370;0,19;0,16
35,380;0,19;0,16
35,390;0,20;0,16
35,400;0,20;0,16
35,410;0,20;0,16
35,420;0,20;0,16
35,430;0,20;0,15
35,440;0,20;0,15
35,450;0,21;0,15
35,460;0,21;0,15
35,470;0,21;0,14
35,480;0,21;0,09
35,490;0,21;0,05
35,500;0,21;0,05
35,510;0,21;0,09
35,520;0,21;0,12
35,530;0,21;0,11
35,540;0,22;0,11
35,550;0,22;0,11
35,560;0,22;0,11
35,570;0,22;0,10
35,580;0,22;0,10
35,590;0,22;0,09
35,600;0,22;0,08
35,610;0,22;0,07
35,620;0,22;0,07
35,630;0,22;0,06
35,640;0,22;0,05
35,650;0,22;0,04
35,660;0,22;0,03
35,670;0,23;0,03
35,680;0,23;0,02
35,690;0,23;0,01
35,700;0,23;5,63E-4
35,710;0,23;-0,01
35,720;0,23;-0,01
35,730;0,23;-0,02
35,740;0,22;-0,03
35,750;0,22;-0,04
35,760;0,22;-0,05
35,770;0,22;-0,06
35,780;0,22;-0,07
35,790;0,22;-0,07
35,800;0,22;-0,08
35,810;0,22;-0,09
35,820;0,22;-0,09
35,830;0,22;-0,10
35,840;0,22;-0,10
35,850;0,22;-0,11
35,860;0,22;-0,10
35,870;0,21;-0,08
35,880;0,21;-0,07
35,890;0,21;-0,08
35,900;0,21;-0,11
35,910;0,21;-0,13
35,920;0,21;-0,15
35,930;0,21;-0,16
35,940;0,21;-0,17
35,950;0,20;-0,18
35,960;0,20;-0,17
35,970;0,20;-0,14
35,980;0,20;-0,11
35,990;0,20;-0,10
36,000;0,20;-0,11
36,010;0,20;-0,13
36,020;0,20;-0,14
36,030;0,19;-0,15
36,040;0,19;-0,15
36,050;0,19;-0,15
36,060;0,19;-0,14
36,070;0,19;-0,14
36,080;0,19;-0,14
36,090;0,19;-0,14
36,100;0,18;-0,13
36,110;0,18;-0,14
36,120;0,18;-0,14
36,130;0,18;-0,13
36,140;0,18;-0,12
36,150;0,18;-0,10
36,160;0,18;-0,09
36,170;0,18;-0,11
36,180;0,17;-0,13
36,190;0,17;-0,13
36,200;0,17;-0,11
36,210;0,17;-0,10
36,220;0,17;-0,10
36,230;0,17;-0,10
36,240;0,17;-0,09
36,250;0,17;-0,08
36,260;0,17;-0,07
36,270;0,17;-0,06
36,280;0,16;-0,05
36,290;0,16;-0,04
36,300;0,16;-0,03
36,310;0,16;-0,02
36,320;0,16;-0,01
36,330;0,16;0,00
36,340;0,16;0,00
36,350;0,16;0,01
36,360;0,16;0,02
36,370;0,16;0,03
36,380;0,16;0,03
36,390;0,16;0,04
36,400;0,17;0,05
36,410;0,17;0,06
36,420;0,17;0,06
36,430;0,17;0,07
36,440;0,17;0,07
36,450;0,17;0,08
36,460;0,17;0,09
36,470;0,17;0,10
36,480;0,17;0,10
36,490;0,17;0,11
36,500;0,17;0,11
36,510;0,17;0,12
36,520;0,18;0,12
36,530;0,18;0,12
36,540;0,18;0,13
36,550;0,18;0,13
36,560;0,18;0,14
36,570;0,18;0,14
36,580;0,18;0,15
36,590;0,19;0,15
36,600;0,19;0,15
36,610;0,19;0,14
36,620;0,19;0,14
36,630;0,19;0,11
36,640;0,19;0,07
36,650;0,19;0,08
36,660;0,19;0,12
36,670;0,19;0,15
36,680;0,20;0,15
36,690;0,20;0,15
36,700;0,20;0,15
36,710;0,20;0,15
36,720;0,20;0,15
36,730;0,20;0,15
36,740;0,21;0,14
36,750;0,21;0,14
36,760;0,21;0,12
36,770;0,21;0,12
36,780;0,21;0,12
36,790;0,21;0,12
36,800;0,21;0,11
36,810;0,21;0,11
36,820;0,22;0,10
36,830;0,22;0,10
36,840;0,22;0,09
36,850;0,22;0,09
36,860;0,22;0,08
36,870;0,22;0,08
36,880;0,22;0,07
36,890;0,22;0,06
36,900;0,22;0,05
36,910;0,22;0,04
36,920;0,22;0,04
36,930;0,22;0,03
36,940;0,22;0,02
36,950;0,22;0,01
36,960;0,22;0,00
36,970;0,22;0,00
36,980;0,22;-0,01
36,990;0,22;-0,01
37,000;0,22;-0,02
37,010;0,22;-0,03
37,020;0,22;-0,04
37,030;0,22;-0,05
37,040;0,22;-0,05
37,050;0,22;-0,06
37,060;0,22;-0,07
37,070;0,22;-0,07
37,080;0,22;-0,08
37,090;0,22;-0,08
37,100;0,22;-0,09
37,110;0,22;-0,09
37,120;0,22;-0,10
37,130;0,21;-0,11
37,140;0,21;-0,12
37,150;0,21;-0,12
37,160;0,21;-0,13
37,170;0,21;-0,13
37,180;0,21;-0,13
37,190;0,21;-0,14
37,200;0,21;-0,14
37,210;0,20;-0,15
37,220;0,20;-0,15
37,230;0,20;-0,15
37,240;0,20;-0,15
37,250;0,20;-0,15
37,260;0,20;-0,16
37,270;0,20;-0,16
37,280;0,19;-0,16
37,290;0,19;-0,16
37,300;0,19;-0,15
37,310;0,19;-0,16
37,320;0,19;-0,15
37,330;0,19;-0,15
37,340;0,18;-0,15
37,350;0,18;-0,14
37,360;0,18;-0,14
37,370;0,18;-0,13
37,380;0,18;-0,09
37,390;0,18;-0,04
37,400;0,18;-0,04
37,410;0,18;-0,07
37,420;0,18;-0,11
37,430;0,18;-0,11
37,440;0,17;-0,11
37,450;0,17;-0,10
37,460;0,17;-0,09
37,470;0,17;-0,09
37,480;0,17;-0,08
37,490;0,17;-0,08
37,500;0,17;-0,07
37,510;0,17;-0,07
37,520;0,17;-0,06
37,530;0,17;-0,05
37,540;0,17;-0,05
37,550;0,17;-0,04
37,560;0,17;-0,03
37,570;0,17;-0,03
37,580;0,16;-0,02
37,590;0,16;-0,01
37,600;0,16;-0,01
37,610;0,16;0,01
37,620;0,16;0,01
37,630;0,16;0,02
37,640;0,17;0,03
37,650;0,17;0,04
37,660;0,17;0,05
37,670;0,17;0,06
37,680;0,17;0,07
37,690;0,17;0,08
37,700;0,17;0,09
37,710;0,17;0,09
37,720;0,17;0,09
37,730;0,17;0,10
37,740;0,17;0,11
37,750;0,17;0,10
37,760;0,17;0,09
37,770;0,18;0,08
37,780;0,18;0,09
37,790;0,18;0,10
37,800;0,18;0,10
37,810;0,18;0,11
37,820;0,18;0,12
37,830;0,18;0,12
37,840;0,18;0,08
37,850;0,18;0,06
37,860;0,18;0,08
37,870;0,19;0,13
37,880;0,19;0,16
37,890;0,19;0,16
37,900;0,19;0,16
37,910;0,19;0,16
37,920;0,19;0,16
37,930;0,19;0,15
37,940;0,20;0,14
37,950;0,20;0,15
37,960;0,20;0,15
37,970;0,20;0,15
37,980;0,20;0,15
37,990;0,20;0,14
38,000;0,20;0,14
38,010;0,21;0,13
38,020;0,21;0,12
38,030;0,21;0,12
38,040;0,21;0,11
38,050;0,21;0,10
38,060;0,21;0,10
38,070;0,21;0,10
38,080;0,21;0,10
38,090;0,21;0,10
38,100;0,22;0,09
38,110;0,22;0,09
38,120;0,22;0,09
38,130;0,22;0,08
38,140;0,22;0,07
38,150;0,22;0,06
38,160;0,22;0,05
38,170;0,22;0,05
38,180;0,22;0,04
38,190;0,22;0,04
38,200;0,22;0,03
38,210;0,22;0,02
38,220;0,22;0,01
38,230;0,22;0,00
38,240;0,22;1,86E-4
38,250;0,22;0,00
38,260;0,22;-0,01
38,270;0,22;-0,01
38,280;0,22;-0,02
38,290;0,22;-0,03
38,300;0,22;-0,04
38,310;0,22;-0,05
38,320;0,22;-0,05
38,330;0,22;-0,06
38,340;0,22;-0,07
38,350;0,22;-0,08
38,360;0,22;-0,09
38,370;0,22;-0,09
38,380;0,22;-0,10
38,390;0,22;-0,10
38,400;0,21;-0,07
38,410;0,21;-0,03
38,420;0,21;-0,03
38,430;0,21;-0,07
38,440;0,21;-0,12
38,450;0,21;-0,13
38,460;0,21;-0,13
38,470;0,21;-0,13
38,480;0,21;-0,13
38,490;0,21;-0,14
38,500;0,20;-0,14
38,510;0,20;-0,14
38,520;0,20;-0,15
38,530;0,20;-0,15
38,540;0,20;-0,15
38,550;0,20;-0,15
38,560;0,20;-0,15
38,570;0,19;-0,15
38,580;0,19;-0,15
38,590;0,19;-0,15
38,600;0,19;-0,14
38,610;0,19;-0,08
38,620;0,19;-0,03
38,630;0,19;-0,04
38,640;0,19;-0,09
38,650;0,19;-0,13
38,660;0,18;-0,13
38,670;0,18;-0,13
38,680;0,18;-0,12
38,690;0,18;-0,11
38,700;0,18;-0,11
38,710;0,18;-0,11
38,720;0,18;-0,10
38,730;0,18;-0,10
38,740;0,18;-0,09
38,750;0,17;-0,09
38,760;0,17;-0,08
38,770;0,17;-0,07
38,780;0,17;-0,07
38,790;0,17;-0,06
38,800;0,17;-0,05
38,810;0,17;-0,05
38,820;0,17;-0,04
38,830;0,17;-0,03
38,840;0,17;-0,03
38,850;0,17;-0,02
38,860;0,17;-0,02
38,870;0,17;-0,01
38,880;0,17;-0,05
38,890;0,17;-0,09
38,900;0,17;-0,08
38,910;0,17;-0,02
38,920;0,17;0,04
38,930;0,17;0,04
38,940;0,17;0,05
38,950;0,17;0,06
38,960;0,17;0,06
38,970;0,17;0,07
38,980;0,17;0,08
38,990;0,17;0,09
39,000;0,17;0,09
39,010;0,17;0,09
39,020;0,17;0,10
39,030;0,17;0,11
39,040;0,18;0,11
39,050;0,18;0,12
39,060;0,18;0,12
39,070;0,18;0,13
39,080;0,18;0,13
39,090;0,18;0,14
39,100;0,18;0,15
39,110;0,19;0,14
39,120;0,19;0,14
39,130;0,19;0,13
39,140;0,19;0,13
39,150;0,19;0,12
39,160;0,19;0,13
39,170;0,19;0,13
39,180;0,19;0,14
39,190;0,20;0,13
39,200;0,20;0,11
39,210;0,20;0,10
39,220;0,20;0,11
39,230;0,20;0,14
39,240;0,20;0,16
39,250;0,20;0,16
39,260;0,20;0,14
39,270;0,21;0,14
39,280;0,21;0,14
39,290;0,21;0,13
39,300;0,21;0,12
39,310;0,21;0,12
39,320;0,21;0,12
39,330;0,21;0,11
39,340;0,21;0,11
39,350;0,22;0,10
39,360;0,22;0,09
39,370;0,22;0,09
39,380;0,22;0,07
39,390;0,22;0,03
39,400;0,22;-0,01
39,410;0,22;8,58E-4
39,420;0,22;0,03
39,430;0,22;0,05
39,440;0,22;0,05
39,450;0,22;0,04
39,460;0,22;0,03
39,470;0,22;0,03
39,480;0,22;0,02
39,490;0,22;0,01
39,500;0,22;0,01
39,510;0,22;5,54E-4
39,520;0,22;-0,01
39,530;0,22;-0,02
39,540;0,22;-0,02
39,550;0,22;-0,03
39,560;0,22;-0,04
39,570;0,22;-0,05
39,580;0,22;-0,05
39,590;0,22;-0,06
39,600;0,22;-0,07
39,610;0,22;-0,07
39,620;0,22;-0,08
39,630;0,22;-0,09
39,640;0,22;-0,09
39,650;0,21;-0,10
39,660;0,21;-0,10
39,670;0,21;-0,11
39,680;0,21;-0,11
39,690;0,21;-0,12
39,700;0,21;-0,12
39,710;0,21;-0,12
39,720;0,21;-0,12
39,730;0,21;-0,12
39,740;0,20;-0,12
39,750;0,20;-0,13
39,760;0,20;-0,14
39,770;0,20;-0,14
39,780;0,20;-0,10
39,790;0,20;-0,06
39,800;0,20;-0,05
39,810;0,20;-0,09
39,820;0,20;-0,13
39,830;0,19;-0,14
39,840;0,19;-0,14
39,850;0,19;-0,14
39,860;0,19;-0,14
39,870;0,19;-0,14
39,880;0,19;-0,14
39,890;0,19;-0,13
39,900;0,18;-0,13
39,910;0,18;-0,13
39,920;0,18;-0,13
39,930;0,18;-0,12
39,940;0,18;-0,12
39,950;0,18;-0,12
39,960;0,18;-0,11
39,970;0,18;-0,11
39,980;0,17;-0,11
39,990;0,17;-0,10
40,000;0,17;-0,09
40,010;0,17;-0,04
40,020;0,17;0,02
40,030;0,17;0,04
40,040;0,17;0,00
40,050;0,17;-0,05
40,060;0,17;-0,05
40,070;0,17;-0,05
40,080;0,17;-0,04
40,090;0,17;-0,03
40,100;0,17;-0,03
40,110;0,17;-0,02
40,120;0,17;-0,01
40,130;0,17;-0,01
40,140;0,17;-4,25E-4
40,150;0,17;0,01
40,160;0,17;0,01
40,170;0,17;0,02
40,180;0,17;0,03
40,190;0,17;0,04
40,200;0,17;0,04
40,210;0,17;0,05
40,220;0,17;0,06
40,230;0,17;0,07
40,240;0,17;0,07
40,250;0,17;0,08
40,260;0,17;0,08
40,270;0,18;0,09
40,280;0,18;0,09
40,290;0,18;0,09
40,300;0,18;0,09
40,310;0,18;0,05
40,320;0,18;-2,99E-4
40,330;0,18;0,00
40,340;0,18;0,02
40,350;0,18;0,05
40,360;0,18;0,04
40,370;0,18;0,07
40,380;0,18;0,11
40,390;0,18;0,12
40,400;0,18;0,14
40,410;0,19;0,14
40,420;0,19;0,15
40,430;0,19;0,15
40,440;0,19;0,15
40,450;0,19;0,15
40,460;0,19;0,15
40,470;0,19;0,15
40,480;0,20;0,15
40,490;0,20;0,15
40,500;0,20;0,15
40,510;0,20;0,15
40,520;0,20;0,17
40,530;0,20;0,18
40,540;0,21;0,17
40,550;0,21;0,15
40,560;0,21;0,13
40,570;0,21;0,12
40,580;0,21;0,11
40,590;0,21;0,07
40,600;0,21;0,03
40,610;0,21;0,02
40,620;0,21;0,05
40,630;0,21;0,09
40,640;0,21;0,09
40,650;0,22;0,08
40,660;0,22;0,08
40,670;0,22;0,07
40,680;0,22;0,07
40,690;0,22;0,06
40,700;0,22;0,05
40,710;0,22;0,04
40,720;0,22;0,04
40,730;0,22;0,03
40,740;0,22;0,03
40,750;0,22;0,02
40,760;0,22;0,01
40,770;0,22;3,68E-4
40,780;0,22;-0,01
40,790;0,22;-0,01
40,800;0,22;-0,02
40,810;0,22;-0,02
40,820;0,22;-0,03
40,830;0,22;-0,04
40,840;0,22;-0,05
40,850;0,22;-0,05
40,860;0,22;-0,06
40,870;0,22;-0,06
40,880;0,22;-0,07
40,890;0,22;-0,07
40,900;0,22;-0,08
40,910;0,21;-0,09
40,920;0,21;-0,09
40,930;0,21;-0,10
40,940;0,21;-0,10
40,950;0,21;-0,11
40,960;0,21;-0,11
40,970;0,21;-0,11
40,980;0,21;-0,12
40,990;0,21;-0,13
41,000;0,20;-0,09
41,010;0,20;-0,05
41,020;0,20;-0,05
41,030;0,20;-0,11
41,040;0,20;-0,17
41,050;0,20;-0,18
41,060;0,20;-0,17
41,070;0,20;-0,13
41,080;0,19;-0,08
41,090;0,20;-0,06
41,100;0,19;-0,08
41,110;0,19;-0,12
41,120;0,19;-0,13
41,130;0,19;-0,13
41,140;0,19;-0,13
41,150;0,19;-0,13
41,160;0,19;-0,13
41,170;0,19;-0,13
41,180;0,18;-0,13
41,190;0,18;-0,13
41,200;0,18;-0,13
41,210;0,18;-0,12
41,220;0,18;-0,11
41,230;0,18;-0,06
41,240;0,18;0,00
41,250;0,18;0,01
41,260;0,18;-0,03
41,270;0,18;-0,09
41,280;0,18;-0,08
41,290;0,18;-0,08
41,300;0,17;-0,07
41,310;0,17;-0,06
41,320;0,17;-0,06
41,330;0,17;-0,05
41,340;0,17;-0,05
41,350;0,17;-0,04
41,360;0,17;-0,03
41,370;0,17;-0,03
41,380;0,17;-0,02
41,390;0,17;-0,01
41,400;0,17;0,00
41,410;0,17;-1,42E-4
41,420;0,17;0,00
41,430;0,17;0,01
41,440;0,17;0,02
41,450;0,17;0,03
41,460;0,17;0,03
41,470;0,17;0,04
41,480;0,17;-5,63E-4
41,490;0,17;-0,05
41,500;0,17;-0,05
41,510;0,17;0,01
41,520;0,17;0,07
41,530;0,17;0,08
41,540;0,17;0,08
41,550;0,17;0,09
41,560;0,17;0,09
41,570;0,18;0,10
41,580;0,18;0,11
41,590;0,18;0,11
41,600;0,18;0,11
41,610;0,18;0,11
41,620;0,18;0,12
41,630;0,18;0,13
41,640;0,18;0,13
41,650;0,18;0,13
41,660;0,19;0,13
41,670;0,19;0,13
41,680;0,19;0,13
41,690;0,19;0,14
41,700;0,19;0,14
41,710;0,19;0,14
41,720;0,19;0,13
41,730;0,20;0,13
41,740;0,20;0,13
41,750;0,20;0,13
41,760;0,20;0,13
41,770;0,20;0,08
41,780;0,20;0,03
41,790;0,20;0,03
41,800;0,20;0,07
41,810;0,20;0,12
41,820;0,20;0,13
41,830;0,21;0,12
41,840;0,21;0,12
41,850;0,21;0,12
41,860;0,21;0,11
41,870;0,21;0,11
41,880;0,21;0,10
41,890;0,21;0,10
41,900;0,21;0,10
41,910;0,21;0,09
41,920;0,22;0,08
41,930;0,22;0,07
41,940;0,22;0,07
41,950;0,22;0,06
41,960;0,22;0,06
41,970;0,22;0,05
41,980;0,22;0,04
41,990;0,22;0,03
42,000;0,22;0,03
42,010;0,22;0,02
42,020;0,22;0,01
42,030;0,22;0,01
42,040;0,22;5,50E-4
42,050;0,22;-0,01
42,060;0,22;-0,01
42,070;0,22;-0,02
42,080;0,22;-0,03
42,090;0,22;-0,03
42,100;0,22;6,85E-4
42,110;0,22;0,04
42,120;0,22;0,03
42,130;0,22;-0,02
42,140;0,22;-0,07
42,150;0,22;-0,07
42,160;0,22;-0,07
42,170;0,22;-0,08
42,180;0,22;-0,09
42,190;0,22;-0,09
42,200;0,21;-0,10
42,210;0,21;-0,10
42,220;0,21;-0,11
42,230;0,21;-0,11
42,240;0,21;-0,11
42,250;0,21;-0,11
42,260;0,21;-0,12
42,270;0,21;-0,12
42,280;0,21;-0,13
42,290;0,20;-0,13
42,300;0,20;-0,13
42,310;0,20;-0,13
42,320;0,20;-0,14
42,330;0,20;-0,16
42,340;0,20;-0,15
42,350;0,20;-0,13
42,360;0,19;-0,09
42,370;0,19;-0,09
42,380;0,19;-0,11
42,390;0,19;-0,12
42,400;0,19;-0,13
42,410;0,19;-0,13
42,420;0,19;-0,13
42,430;0,19;-0,12
42,440;0,19;-0,12
42,450;0,18;-0,12
42,460;0,18;-0,12
42,470;0,18;-0,11
42,480;0,18;-0,11
42,490;0,18;-0,11
42,500;0,18;-0,11
42,510;0,18;-0,10
42,520;0,18;-0,10
42,530;0,18;-0,09
42,540;0,17;-0,09
42,550;0,17;-0,08
42,560;0,17;-0,07
42,570;0,17;-0,07
42,580;0,17;-0,06
42,590;0,17;-0,05
42,600;0,17;-0,05
42,610;0,17;-0,05
42,620;0,17;-0,04
42,630;0,17;-0,03
42,640;0,17;-0,03
42,650;0,17;-0,02
42,660;0,17;-0,01
42,670;0,17;0,00
42,680;0,17;0,01
42,690;0,17;0,06
42,700;0,17;0,12
42,710;0,17;0,13
42,720;0,17;0,08
42,730;0,17;0,04
42,740;0,17;0,04
42,750;0,17;0,05
42,760;0,17;0,05
42,770;0,17;0,06
42,780;0,17;0,07
42,790;0,18;0,07
42,800;0,18;0,08
42,810;0,18;0,04
42,820;0,18;-0,01
42,830;0,18;-0,01
42,840;0,18;0,03
42,850;0,18;0,09
42,860;0,18;0,11
42,870;0,18;0,11
42,880;0,18;0,12
42,890;0,18;0,12
42,900;0,18;0,12
42,910;0,18;0,13
42,920;0,19;0,13
42,930;0,19;0,13
42,940;0,19;0,13
42,950;0,19;0,13
42,960;0,19;0,13
42,970;0,19;0,13
42,980;0,19;0,13
42,990;0,19;0,13
43,000;0,20;0,13
43,010;0,20;0,13
43,020;0,20;0,13
43,030;0,20;0,13
43,040;0,20;0,13
43,050;0,20;0,13
43,060;0,20;0,12
43,070;0,21;0,12
43,080;0,21;0,12
43,090;0,21;0,12
43,100;0,21;0,11
43,110;0,21;0,11
43,120;0,21;0,07
43,130;0,21;0,02
43,140;0,21;0,01
43,150;0,21;0,04
43,160;0,21;0,08
43,170;0,21;0,08
43,180;0,21;0,07
43,190;0,21;0,07
43,200;0,22;0,06
43,210;0,22;0,06
43,220;0,22;0,05
43,230;0,22;0,05
43,240;0,22;0,05
43,250;0,22;0,04
43,260;0,22;0,04
43,270;0,22;0,03
43,280;0,22;0,03
43,290;0,22;0,02
43,300;0,22;0,01
